dev,name,batch_size,_compile.compile_inner,compile_attempt_0,bytecode_tracing,get_fake_value,create_proxy,wrap_to_fake_tensor_and_record,variable_builder_call,compile_attempt_1,insert_deferred_runtime_asserts,OutputGraph.call_user_compiler,inductor_import,inductor_codecache_torch_key,_recursive_pre_grad_passes,pass.pre_grad_passes.group_batch_fusion_passes,pass.pre_grad_passes.efficient_conv_bn_eval_pass,pass.pre_grad_passes.apply_gumbel_max_trick_pass,create_aot_dispatcher_function,aot_collect_metadata,compile_fx.<locals>.fw_compiler_base,_recursive_joint_graph_passes,pass.joint_graph_passes.remove_noop_ops,pass.joint_graph_passes.constant_fold_uniform_value,pass.joint_graph_passes.pass_pattern_0,pass.joint_graph_passes.pass_pattern_1,compile_fx_inner,build_guards,gc,CacheBase.get_system.triton_key,fx_codegen_and_compile,TritonBundler.read_and_emit,TritonBundler.load_cached_static_autotuners,PyCodeCache.load_by_key_path,StaticAutotunerFuture.warm_precompile,async_compile.wait,additional_fake_tensor_prop,_recursive_post_grad_passes,pass.post_grad_passes.reorder_for_locality,pass.post_grad_passes.remove_profiler_ops,pass.post_grad_passes.post_grad_custom_pre_pass,pass.post_grad_passes.remove_noop_ops,pass.post_grad_passes.remove_assert_ops,pass.post_grad_passes.pass_pattern_0,pass.post_grad_passes.pass_pattern_1,pass.post_grad_passes.pass_pattern_2,pass.post_grad_passes.stable_sort,pass.post_grad_passes.move_constructors_to_cuda,pass.post_grad_passes.reinplace_inplaceable_ops,pass.post_grad_passes.decompose_triton_kernel_wrapper_functional,pass.post_grad_passes.decompose_auto_functionalized,pass.post_grad_passes.decompose_scan_to_while_loop,pass.post_grad_passes.decompose_map_to_while_loop,GraphLowering.run,GraphLowering.compile_to_fn,GraphLowering.compile_to_module,GraphLowering.codegen,Scheduler.__init__,Scheduler.fused_nodes,Scheduler.codegen,PythonWrapperCodegen.generate,TritonBundler.collect,CachingAutotuner.benchmark_all_configs
xpu,PLBartForConditionalGeneration,8,16.777466,16.578288,1.656723,0.418406,0.125421,0.116526,0.392054,0.029493,14.837076,0.815017,0.148213,0.010635,0.000051,0.001402,0.000031,13.945004,0.493212,11.864663,1.826413,0.027687,0.059394,1.502291,1.033927,0.005166,10.035792,10.002047,0.335214,1.696650,0.008517,0.000510,0.000048,0.011819,0.000030,0.000014,0.300978,0.506881,0.003996,0.004626,0.241714,0.000110,0.003603,0.000073,0.000044,1.831442,5.407086,5.407029,5.152186,2.244861,1.037546,2.778998,0.117011,0.252686,0.220904,0.008079,0.192683,0.000408,1.594843,0,0,0,0
xpu,GPT2ForSequenceClassification,4,13.581441,13.261970,2.373722,0.498882,0.198184,0.139002,0.522161,0.049087,10.765103,0.600998,0.149399,0.017209,0.000091,0.002497,0.000063,10.069388,0.540659,7.675409,1.801785,0.024925,0.071507,1.478895,1.086925,0.006246,5.870920,5.835497,0.175899,0.621765,0.004423,0.000298,0.000054,0.005635,0.000030,0.000015,0.096579,0.243134,0.002108,0.002713,0.049969,0.000108,0.001908,0.000052,0.000040,1.052137,3.213203,3.213146,2.880446,1.322175,0.556962,1.494926,0.056237,0.358605,0.326041,0.006132,0.307197,0.000900,0.944762,0.001911,0.000870,0.007596,0
xpu,RobertaForQuestionAnswering,32,14.087316,13.896870,1.359202,0.347118,0.089736,0.087769,0.336945,0.021563,12.468754,0.789989,0.149551,0.009261,0.000051,0.000993,0.000029,11.616105,0.378853,9.959792,1.728984,0.021817,0.063231,1.418594,1.035817,0.004710,8.228801,8.198113,0.273425,1.217990,0.007105,0.000432,0.000052,0.009764,0.000029,0.000014,0.294102,0.477578,0.003384,0.004079,0.080303,0.000118,0.003044,0.000068,0.000043,1.787366,4.337491,4.337435,3.914115,1.531221,0.805616,2.288587,0.085266,0.421400,0.394763,0.006810,0.183245,0.001261,1.308513,0,0,0,0
xpu,AlbertForQuestionAnswering,8,14.967277,14.899176,1.074042,0.352109,0.070005,0.014168,0.083331,0.016233,13.790085,0.596994,0.149614,0.008959,0.000047,0.000879,0.000029,13.172127,0.390674,11.336980,1.768473,0.021405,0.057368,1.467764,1.083399,0.004561,9.566882,9.539483,0.275342,1.201846,0.007141,0.000419,0.000053,0.009808,0.000030,0.000014,0.282938,0.470742,0.003172,0.003957,0.076935,0.000111,0.002917,0.000060,0.000043,1.828264,5.958955,5.958902,5.712218,3.356297,2.623027,2.275355,0.077763,0.244807,0.224681,0.008003,0.063681,0.000619,1.519943,0,0,0,0
xpu,LayoutLMForSequenceClassification,32,16.983424,16.598357,2.942383,0.589195,0.197116,0.180508,0.683792,0.048894,13.512034,0.797488,0.147986,0.014525,0.000075,0.002053,0.000063,12.596214,0.739449,9.469572,2.229060,0.042200,0.081655,1.841279,1.039311,0.006396,7.236978,7.194499,0.202216,0.912772,0.005143,0.000318,0.000048,0.009183,0.000033,0.000014,0.118510,0.467034,0.002597,0.003116,0.058838,0.000102,0.002268,0.000059,0.000041,1.387858,3.675182,3.675129,3.164549,1.267699,0.686173,1.803536,0.083951,0.536015,0.489167,0.005192,0.370577,0.001343,0.968985,0.001782,0.000855,0.006554,0
xpu,PegasusForCausalLM,32,11.084858,10.926539,1.129577,0.269388,0.082823,0.084114,0.295632,0.022529,9.732682,0.588645,0.143050,0.008580,0.000047,0.001017,0.000030,9.084549,0.302370,7.614153,1.572907,0.016563,0.035087,1.309914,1.038183,0.002996,6.039717,6.013804,0.195850,0.664119,0.004734,0.000334,0.000048,0.007577,0.000030,0.000015,0.119789,0.242459,0.002381,0.002779,0.056363,0.000102,0.002183,0.000056,0.000041,1.068824,3.575215,3.575160,3.200303,1.533922,0.734738,1.574232,0.083185,0.373055,0.347551,0.004535,0.152487,0.000841,0.809278,0,0,0,0
xpu,MegatronBertForCausalLM,4,20.199435,19.894795,2.434697,0.567025,0.165157,0.168966,0.624660,0.045330,17.333167,0.587846,0.142857,0.014623,0.000045,0.002073,0.000031,16.632778,0.712793,13.627919,1.502026,0.043413,0.078814,0.828407,0.005592,12.122666,12.082851,1.032208,0.379243,1.297567,0.009763,0.000593,0.000050,0.015371,0.000031,0.000014,0.232600,0.485217,0.004791,0.005498,0.106703,0.000108,0.004243,0.000068,0.000041,2.029619,6.289734,6.289677,6.061359,2.761076,1.396937,3.120728,0.162874,0.225524,0.178767,0.005087,0.293509,0.000877,0.954738,0,0,0,0
xpu,YituTechConvBert,16,18.032729,17.790003,1.830847,0.524330,0.149073,0.126327,0.469407,0.039138,15.858427,0.786125,0.148440,0.013590,0.000048,0.001745,0.000032,14.983053,0.597618,12.503102,2.125708,0.035769,0.062415,1.788546,1.077585,0.004535,10.374676,10.338842,0.350164,1.447681,0.008821,0.000562,0.000055,0.013768,0.000031,0.000015,0.326658,0.332255,0.004033,0.004727,0.097773,0.000107,0.003624,0.000066,0.000041,1.934541,5.718486,5.718427,5.472475,2.382243,1.106330,2.916766,0.160097,0.243465,0.204397,0.010193,0.234073,0.000805,2.309466,0,0,0,0
xpu,BlenderbotForCausalLM,4,18.971478,18.713907,1.934895,0.434743,0.151315,0.164337,0.545993,0.039595,16.667770,0.790691,0.149468,0.012820,0.000047,0.001876,0.000032,15.767718,0.555227,13.346602,0.852903,0.032129,0.066071,0.508928,0.005299,12.490748,12.451538,1.084515,0.637279,1.268820,0.008536,0.000570,0.000051,0.013059,0.000028,0.000014,0.220375,0.476978,0.004715,0.005531,0.109072,0.000103,0.003990,0.000071,0.000042,1.996264,6.501013,6.500957,5.940604,2.694622,1.411931,3.068376,0.161056,0.557625,0.512031,0.005281,0.249137,0.000629,1.129666,0,0,0,0
xpu,T5ForConditionalGeneration,4,15.523496,15.005648,1.737068,0.497328,0.135604,0.068013,0.309664,0.034781,13.187733,0.800255,0.145749,0.014159,0.000050,0.001863,0.000031,12.335747,0.572393,10.260362,1.074868,0.029501,0.046799,0.763454,0.001913,9.183605,9.154054,1.033785,0.292714,0.682502,0.007979,0.000444,0.000048,0.010948,0.000031,0.000014,0.252195,0.004310,0.003231,0.003905,0.077090,0.000114,0.003024,0.000070,0.000043,1.677378,4.905906,4.905850,4.649323,2.196418,1.476328,2.333808,0.111843,0.253858,0.224665,0.010902,0.509978,0.000589,1.661481,0,0,0,0
xpu,DebertaV2ForQuestionAnswering,8,24.166842,23.873811,2.552667,0.799415,0.205071,0.167174,0.589355,0.052685,20.715848,0.590435,0.147129,0.017582,0.000049,0.002744,0.000034,20.009826,0.763337,16.810508,2.489630,0.045198,0.096527,1.811542,1.086702,0.008359,14.317245,14.272432,0.507798,2.337644,0.012438,0.000736,0.000054,0.019221,0.000030,0.000014,0.545265,0.926537,0.006071,0.086074,0.147352,0.000124,0.005413,0.000073,0.000040,2.988831,7.340982,7.340919,7.064509,2.811987,1.535117,4.080608,0.155631,0.273869,0.225632,0.005221,0.280450,0.000253,0.848532,0,0,0,0
xpu,BlenderbotSmallForCausalLM,256,8.708787,8.588106,0.845498,0.208503,0.059057,0.057716,0.210961,0.017238,7.692561,0.593536,0.147401,0.007586,0.000047,0.000728,0.000030,7.054254,0.213539,6.159578,1.705016,0.011020,0.024075,1.266644,1.083384,0.002139,4.453447,4.431714,0.135613,0.457130,0.003339,0.000237,0.000046,0.004701,0.000027,0.000014,0.085358,0.161675,0.001654,0.002036,0.038595,0.000107,0.001431,0.000058,0.000039,0.769593,2.719955,2.719902,2.325558,0.885712,0.498096,1.376813,0.056461,0.392856,0.373343,0.004446,0.117003,0.000091,0.832678,0,0,0,0
xpu,T5Small,4,7.561288,7.379397,1.732002,0.492411,0.134717,0.068155,0.309943,0.035321,5.565813,0.784495,0.145129,0.014212,0.000054,0.001886,0.000036,4.729295,0.576977,2.635016,1.079666,0.030019,0.047890,0.764211,0.001987,1.553466,1.524314,1.040603,0.003115,0.001403,0.092998,0.063812,0.012019,0.174774,0.000841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
xpu,MegatronBertForQuestionAnswering,16,20.094757,19.803489,2.437887,0.779224,0.163222,0.166993,0.613559,0.044782,17.238708,0.590584,0.147952,0.015047,0.000048,0.002091,0.000032,16.534937,0.716766,13.513764,2.517084,0.042349,0.076175,1.884735,1.052847,0.005599,10.993320,10.953377,0.380742,1.316562,0.009997,0.000568,0.000047,0.015596,0.000029,0.000014,0.244156,0.487486,0.004678,0.005088,0.109856,0.000109,0.004351,0.000073,0.000043,2.024888,6.157962,6.157903,5.909715,2.705809,1.407604,3.024977,0.162254,0.245567,0.199011,0.003535,0.282427,0.000168,0.364669,0,0,0,0
xpu,DistilBertForMaskedLM,128,9.790187,9.679699,0.774870,0.220062,0.046972,0.049580,0.185651,0.013192,8.863079,0.591295,0.146904,0.006517,0.000047,0.000510,0.000030,8.233783,0.206717,7.346825,1.719795,0.010615,0.040435,1.290110,1.091029,0.002618,5.625916,5.604647,0.145598,0.628172,0.003688,0.000254,0.000049,0.005194,0.000027,0.000014,0.145040,0.242553,0.001758,0.002170,0.041853,0.000120,0.001633,0.000050,0.000040,0.875073,3.633363,3.633308,2.495330,0.859807,0.423804,1.580782,0.049058,1.136312,1.118943,0.007532,0.107034,0.000585,1.434473,0,0,0,0
xpu,M2M100ForConditionalGeneration,16,28.175034,27.831605,2.913678,0.670273,0.222265,0.218158,0.888042,0.052662,24.771047,0.589765,0.145496,0.016057,0.000048,0.002567,0.000034,24.039967,0.922057,20.159619,1.621856,0.050125,0.108683,0.917488,0.009585,18.533760,18.481149,1.054808,0.601380,2.529408,0.015940,0.000910,0.000055,0.021350,0.000033,0.000015,0.565105,0.998101,0.007659,0.009071,0.182860,0.000112,0.006500,0.000076,0.000040,3.519459,9.409937,9.409877,9.262312,4.004923,2.053091,5.011748,0.224205,0.144560,0.087657,0.009440,0.329788,0.000495,1.864979,0,0,0,0
xpu,PegasusForConditionalGeneration,64,29.092263,28.749193,2.901631,0.661178,0.212728,0.427375,0.902760,0.053972,25.700209,0.591944,0.146249,0.016095,0.000048,0.002545,0.000034,24.965596,0.912773,21.025073,2.669818,0.051236,0.109260,1.967704,1.034293,0.009863,18.350993,18.295918,0.625549,2.908646,0.015875,0.000900,0.000046,0.021697,0.000031,0.000014,0.597507,1.023572,0.008012,0.009469,0.466878,0.000116,0.006892,0.000071,0.000042,3.677406,9.695961,9.695901,9.549182,4.097077,2.087973,5.204937,0.225549,0.143402,0.086057,0.009120,0.330099,0.000139,1.574779,0,0,0,0
xpu,AllenaiLongformerBase,4,43.711183,40.464977,5.006975,1.445097,0.313937,0.114648,0.635488,2.865804,0.088730,38.105062,0.589422,0.147883,0.026631,0.000221,0.003835,0.000181,36.050700,1.549601,28.923063,1.894964,0.089415,0.160459,1.072430,0.007095,27.021673,0.358016,0.002971,1.085986,26.971590,0.001077,0.000419,0.104402,0.002822,0.058725,0.854823,2.628321,0.022242,0.001243,0.000076,0.054577,0.000057,0.000028,0.320380,0.172556,0.009452,0.011408,1.285011,0.000200,0.008819,0.000124,0.000080,5.142377,17.268289,17.268182,17.170880,6.130641,1.963013,10.251452,0.778993,0.018105,4.282434
xpu,TrOCRForCausalLM,32,12.374146,12.226856,1.137414,0.326917,0.088635,0.085880,0.291343,0.026538,11.021516,0.587794,0.144334,0.010388,0.000048,0.001196,0.000029,10.371317,0.360343,8.643036,1.699403,0.021400,0.038091,1.419754,1.035901,0.002931,6.941678,6.914594,0.208716,0.936226,0.005492,0.000338,0.000050,0.008920,0.000031,0.000014,0.128182,0.471962,0.002627,0.003192,0.060199,0.000116,0.002539,0.000066,0.000045,1.164864,3.995542,3.995483,3.621543,1.594862,0.727817,1.932316,0.085111,0.371854,0.345389,0.005522,0.141384,0.000587,1.164598,0,0,0,0
xpu,BlenderbotSmallForConditionalGeneration,128,20.852106,20.610062,1.970332,0.501118,0.152760,0.150450,0.486526,0.039117,18.534602,0.801615,0.147263,0.011829,0.000045,0.001700,0.000033,17.635143,0.630120,14.944359,2.170664,0.034952,0.075841,1.804571,1.090037,0.006462,12.770617,12.730453,0.432036,1.931252,0.010634,0.000617,0.000047,0.014900,0.000030,0.000014,0.392873,0.668023,0.005214,0.006500,0.315313,0.000108,0.004611,0.000073,0.000044,2.359951,6.856758,6.856702,6.641904,2.832896,1.370148,3.643134,0.151046,0.211664,0.167576,0.009400,0.233426,0.000218,1.899749,0,0,0,0
xpu,DistilBertForQuestionAnswering,512,10.105816,9.997474,0.776993,0.224114,0.048456,0.048124,0.180802,0.013039,9.178838,0.592255,0.146577,0.006666,0.000049,0.000537,0.000028,8.548958,0.208284,7.654232,1.750875,0.010894,0.038919,1.277945,1.083560,0.002628,5.902219,5.880819,0.147228,0.634251,0.003832,0.000253,0.000048,0.005282,0.000027,0.000014,0.153238,0.242714,0.001721,0.002032,0.040948,0.000095,0.001514,0.000050,0.000039,0.853674,3.926016,3.925963,2.387748,0.840066,0.421281,1.496396,0.045773,1.536816,1.521513,0.007057,0.104879,0.000344,1.427877,0,0,0,0
xpu,Qwen/Qwen3-0.6B,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
xpu,MBartForCausalLM,4,11.086508,10.928477,1.130282,0.268430,0.082626,0.083634,0.296223,0.022801,9.733887,0.585721,0.143848,0.008539,0.000049,0.001018,0.000030,9.088473,0.304903,7.609074,1.568573,0.016217,0.035337,1.305466,1.032170,0.003055,6.038933,6.012880,0.200477,0.672401,0.005009,0.000325,0.000049,0.006859,0.000029,0.000014,0.126040,0.241514,0.002468,0.002924,0.056855,0.000111,0.002223,0.000059,0.000041,1.082270,3.542675,3.542620,3.163942,1.504290,0.737709,1.567079,0.083657,0.376904,0.351379,0.003261,0.153307,0.000282,0.329013,0,0,0,0
xpu,BartForCausalLM,4,10.883949,10.729313,1.129801,0.266952,0.082665,0.084370,0.296615,0.022915,9.534490,0.593873,0.146243,0.008729,0.000047,0.000983,0.000028,8.881093,0.302252,7.397309,1.621040,0.016116,0.034770,1.362595,1.095824,0.002927,5.774794,5.748657,0.194139,0.655837,0.004724,0.000320,0.000048,0.006749,0.000026,0.000013,0.119320,0.238311,0.002110,0.002324,0.055689,0.000099,0.002142,0.000056,0.000039,1.069840,3.330315,3.330261,3.152977,1.482652,0.721220,1.579938,0.081514,0.175682,0.150811,0.002549,0.150038,0.000158,0,0,0,0,0
xpu,DistillGPT2,16,9.303517,2.119191,2.622435,0.511599,0.198221,0.146544,0.599293,6.948526,0.016786,6.362181,0.590647,0.147910,0.009543,0.000140,0.000855,0.000113,4.529645,0.161854,3.871041,0.578587,0.006621,0.018265,0.105519,0.001950,3.291167,0.215180,0.003642,1.100905,3.282712,0.092638,0.309068,0.002020,0.000151,0.000047,0.002687,0.000025,0.000013,0.040959,0.121591,0.001010,0.001311,0.024836,0.000094,0.000963,0.000048,0.000040,0.789700,1.853289,1.853235,1.434473,0.601403,0.303814,0.795282,0.033310,0.419888,0.406092,0.004796,0.694408,0.000325,0.000133,0.000962
xpu,MobileBertForMaskedLM,128,40.669867,39.976770,4.690144,0.965037,0.364847,0.470033,1.580886,0.094636,34.954359,0.870051,0.150222,0.024449,0.000051,0.004044,0.000037,33.792258,1.429258,28.052720,3.301028,0.402532,0.141127,2.422224,1.040474,0.003312,24.744941,24.668264,0.823551,4.411647,0.021733,0.001209,0.000050,0.035404,0.000033,0.000014,0.782598,2.320033,0.010767,0.013013,0.251504,0.000115,0.009849,0.000078,0.000044,4.768296,12.035073,12.034999,10.852718,3.731879,1.271491,6.710884,0.363336,1.177314,1.066752,0.015491,0.667018,0.000399,3.757433,0,0,0,0
xpu,XGLMForCausalLM,8,23.203375,22.949948,2.156446,0.592461,0.199340,0.170094,0.534609,0.049416,20.671749,0.804205,0.144432,0.016521,0.000051,0.002434,0.000034,19.754889,0.742407,16.679413,1.117368,0.045080,0.077901,0.723572,0.007754,15.558780,15.296128,1.038804,0.465763,2.219151,0.011961,0.000718,0.000067,0.018313,0.000041,0.000014,0.532399,0.930513,0.005823,0.006908,0.134639,0.000111,0.005051,0.000071,0.000042,2.627545,7.699510,7.699453,7.502591,3.164963,1.555485,4.157707,0.163483,0.194371,0.152432,0.005499,0.244254,0.000299,0.924674,0,0,0,0
xpu,ElectraForCausalLM,32,16.444776,16.254562,1.383736,0.358791,0.088290,0.090535,0.349543,0.022419,14.799398,0.811403,0.152451,0.009024,0.000048,0.000979,0.000032,13.925398,0.390673,12.255835,1.768328,0.021328,0.046746,1.477740,1.095358,0.004563,10.485624,10.455949,0.274037,1.169835,0.006688,0.000414,0.000049,0.010118,0.000031,0.000014,0.270054,0.467058,0.003160,0.003691,0.076497,0.000092,0.002755,0.000060,0.000040,1.890354,6.530034,6.529980,4.412308,1.622167,0.789608,2.693427,0.087490,2.115617,2.087243,0.009096,0.185055,0.000313,1.547318,0,0,0,0
xpu,MBartForConditionalGeneration,4,28.884637,28.547914,2.862373,0.845634,0.210191,0.221843,0.696154,0.054199,25.540521,0.583403,0.143337,0.016520,0.000049,0.002649,0.000034,24.813471,0.926626,20.849246,2.635515,0.050610,0.109039,1.945204,1.031553,0.009803,18.209757,18.155249,0.633192,2.925060,0.016418,0.000944,0.000052,0.023160,0.000033,0.000014,0.597494,1.023466,0.008001,0.009728,0.472468,0.000111,0.007331,0.000078,0.000043,3.652641,9.555972,9.555913,9.406962,4.026919,2.088873,5.134518,0.223817,0.145503,0.082191,0.007682,0.323811,0.001006,1.209664,0,0,0,0
