dev,name,batch_size,_compile.compile_inner,compile_attempt_0,bytecode_tracing,variable_builder_call,compile_attempt_1,create_proxy,wrap_to_fake_tensor_and_record,build_guards,gc,get_fake_value,insert_deferred_runtime_asserts,OutputGraph.call_user_compiler,inductor_import,inductor_codecache_torch_key,_recursive_pre_grad_passes,pass.pre_grad_passes.group_batch_fusion_passes,pass.pre_grad_passes.efficient_conv_bn_eval_pass,pass.pre_grad_passes.apply_gumbel_max_trick_pass,create_aot_dispatcher_function,aot_collect_metadata,compile_fx.<locals>.fw_compiler_base,_recursive_joint_graph_passes,pass.joint_graph_passes.remove_noop_ops,pass.joint_graph_passes.constant_fold_uniform_value,pass.joint_graph_passes.pass_pattern_0,pass.joint_graph_passes.pass_pattern_1,compile_fx_inner,CacheBase.get_system.triton_key,fx_codegen_and_compile,TritonBundler.read_and_emit,TritonBundler.load_cached_static_autotuners,PyCodeCache.load_by_key_path,StaticAutotunerFuture.warm_precompile,async_compile.wait,AOTAutogradCache.inductor_load,aot_trace_joint_graph,min_cut_rematerialization_partition,additional_fake_tensor_prop,_recursive_post_grad_passes,pass.post_grad_passes.remove_profiler_ops,pass.post_grad_passes.post_grad_custom_pre_pass,pass.post_grad_passes.remove_noop_ops,pass.post_grad_passes.remove_assert_ops,pass.post_grad_passes.pass_pattern_0,pass.post_grad_passes.pass_pattern_1,pass.post_grad_passes.pass_pattern_2,pass.post_grad_passes.stable_sort,pass.post_grad_passes.move_constructors_to_cuda,pass.post_grad_passes.reinplace_inplaceable_ops,pass.post_grad_passes.decompose_triton_kernel_wrapper_functional,pass.post_grad_passes.decompose_auto_functionalized,pass.post_grad_passes.decompose_scan_to_while_loop,pass.post_grad_passes.decompose_map_to_while_loop,GraphLowering.run,GraphLowering.compile_to_fn,GraphLowering.compile_to_module,GraphLowering.codegen,Scheduler.__init__,Scheduler.fused_nodes,Scheduler.codegen,PythonWrapperCodegen.generate,TritonBundler.collect,backward._backward_impl,compile_fx.<locals>.bw_compiler,CachingAutotuner.benchmark_all_configs
xpu,PegasusForCausalLM,32,8.324663,7.060177,1.450643,0.598829,0.937722,0.040926,0.041324,0.302964,0.006970,0.216092,0.008737,6.402664,0.595309,0.143478,0.008550,0.000222,0.000564,0.000195,4.696723,0.121059,3.611948,0.605107,0.005760,0.015678,0.311149,0.001802,6.648571,1.032082,6.639518,0.001168,0.000480,3.827254,0.002689,3.803960,0.380592,0.099950,0.083522,0.185096,0.000316,0.000151,0.003584,0.000102,0.000064,0.055943,0.029661,0.000842,0.001107,0.020147,0.000318,0.000937,0.000181,0.000153,0.494854,5.575305,5.575099,1.754963,0.814438,0.385061,0.898848,0.035555,0.020425,4.316299,3.312712,3.289069,0
xpu,RobertaForQuestionAnswering,32,22.871355,1.413773,2.788646,0.697707,21.198496,0.167351,0.184880,0.246071,0.001689,0.616078,0.021757,19.706716,0.592248,0.144516,0.009285,0.000052,0.000990,0.000030,19.051583,0.453705,3.416766,2.536623,0.047780,0.110550,1.903478,1.032531,0.013711,1.295388,11.001005,21.705806,21.650615,0.741249,1.979984,0.001068,0.000081,0.022540,0.000063,0.000032,0.483474,0.407184,0.007323,0.008767,0.189618,0.000210,0.007309,0.000138,0.000082,3.946609,13.632970,13.632849,13.501895,6.316830,3.674649,6.862697,0.294703,0.126360,0.052352,0.009719,10.792347,10.705669,0,0,0,0,0
xpu,BlenderbotForCausalLM,4,8.496160,7.167885,1.596903,0.560247,0.982031,0.041671,0.041209,0.318259,0.009904,0.215660,0.009576,6.374146,0.588006,0.148730,0.007982,0.000247,0.000642,0.000233,4.608779,0.126340,3.627365,0.393255,0.005237,0.017427,0.098533,0.001863,6.723034,1.095382,0.399312,0.107410,6.712765,0.001971,0.000763,3.664681,0.004028,3.637716,0.082815,0.181148,0.000241,0.000128,0.002617,0.000086,0.000054,0.054412,0.029167,0.000840,0.001122,0.019681,0.000320,0.000909,0.000180,0.000150,0.491987,5.609220,5.609026,1.956636,0.785537,0.368852,1.129386,0.035544,0.020183,4.077478,3.304105,3.275505,0
xpu,XLNetLMHeadModel,8,53.433374,2.560627,4.905373,1.266382,50.570697,0.292802,0.566366,0.277483,0.002082,1.860447,0.045008,48.060979,0.593309,0.149309,0.015004,0.000049,0.002059,0.000033,47.357104,1.492787,9.675185,6.631549,0.126025,0.310547,4.856533,0.313539,4.272721,24.288157,51.835489,50.823277,1.090836,2.249027,6.201513,0.004526,0.000100,0.065554,0.000092,0.000038,0.950706,0.276930,0.021967,0.027231,1.656388,0.000233,0.020508,0.000162,0.000084,11.202085,26.665557,26.665413,26.376821,11.751578,6.423031,13.735732,0.822654,0.280531,0.120688,0.022197,5.194560,27.825276,27.548859,0,0,0,0
xpu,GPT2ForSequenceClassification,4,31.531698,2.589218,5.125902,1.071171,28.537408,0.385101,0.284571,0.373612,0.002082,1.166449,0.049895,25.341069,0.593808,0.148709,0.017137,0.000082,0.002505,0.000061,24.649526,0.809934,5.279202,3.775130,0.084174,0.188182,2.545444,1.087125,0.029582,2.733177,11.438792,22.330703,22.239880,0.672614,1.693834,0.000977,0.000081,0.020590,0.000064,0.000029,0.448240,0.246778,0.006723,0.008334,0.171734,0.000221,0.006430,0.000130,0.000085,3.849052,14.047278,14.047150,13.492642,6.157322,3.705401,7.077802,0.233422,0.633361,0.512212,0.020308,3.440011,11.050246,10.893643,0.006229,0.003034,0.022075,0
xpu,BlenderbotSmallForCausalLM,256,8.373818,7.135187,1.388190,0.525581,0.914151,0.041925,0.045062,0.298218,0.009078,0.215332,0.008650,6.524456,0.592425,0.146904,0.007479,0.000214,0.000557,0.000196,4.770442,0.123664,3.464772,0.815342,0.005001,0.016463,0.523820,0.001792,6.343048,1.085753,6.091545,0.001086,0.000410,3.196745,0.002279,3.174259,0.388376,0.101786,0.082683,0.185138,0.000231,0.000129,0.002524,0.000088,0.000052,0.053614,0.035099,0.000831,0.001130,0.018929,0.000308,0.000875,0.000175,0.000147,0.591267,4.936201,4.936002,1.747191,0.800397,0.340719,0.905817,0.034916,0.016137,3.710962,3.151818,3.127323,0
xpu,AlbertForQuestionAnswering,8,19.109645,1.128082,2.051559,0.165032,17.854804,0.128855,0.032260,0.114909,0.002631,0.617332,0.016293,16.862928,0.798144,0.148693,0.008914,0.000046,0.000903,0.000029,16.043161,0.468247,3.307260,2.962680,0.068686,0.138705,2.059106,1.084533,0.014803,1.108595,7.762787,26.392283,26.346134,0.626245,1.957869,0.000943,0.000078,0.019655,0.000066,0.000034,0.429827,0.430892,0.006594,0.008224,0.172895,0.000224,0.006616,0.000132,0.000080,3.317611,19.572967,19.572856,10.930362,5.509401,2.940453,5.225935,0.181515,8.637722,8.590160,0.038933,5.987041,18.728368,18.630185,0,0,0,0
xpu,PegasusForConditionalGeneration,64,15.566428,12.768562,2.370390,1.135548,2.259332,0.062318,0.261124,0.499541,0.011867,0.298366,0.015436,12.426742,0.590931,0.146787,0.009017,0.000277,0.000834,0.000253,10.660043,0.190825,8.664692,0.817238,0.012658,0.033201,0.467028,0.003584,13.974358,1.033780,13.958365,0.002104,0.000847,8.203674,0.004361,8.165515,0.812272,0.217309,0.179723,0.394288,0.000547,0.000180,0.005662,0.000135,0.000079,0.115114,0.084987,0.001823,0.002254,0.045028,0.000476,0.001842,0.000267,0.000232,1.270670,11.576020,11.575724,3.382402,1.480603,0.693739,1.811755,0.079321,0.028523,5.649404,0.010570,5.608417,5.561731
xpu,LayoutLMForSequenceClassification,32,32.479096,2.680008,5.955100,2.000166,29.347279,0.548086,0.996832,0.427736,0.002859,1.146288,0.048683,25.887146,0.589280,0.145007,0.014865,0.000078,0.002136,0.000058,25.177351,0.831806,6.330371,4.177897,0.091954,0.198542,2.834911,1.030863,0.312648,2.439620,10.721786,23.371645,23.269380,0.767795,2.218028,0.001075,0.000074,0.022566,0.000060,0.000028,0.374322,0.393320,0.007762,0.009576,0.519929,0.000212,0.007628,0.000132,0.000080,4.134368,13.354770,13.354635,12.635763,5.158031,2.471083,7.131108,0.315513,0.806542,0.658953,0.021756,4.189119,12.831137,12.651633,0.006347,0.003097,0.021931,0
xpu,T5ForConditionalGeneration,4,32.373308,1.811906,3.622033,0.626310,30.305428,0.253965,0.136866,0.236532,0.001418,0.986060,0.036217,28.371035,0.598248,0.146203,0.014612,0.000050,0.001922,0.000033,27.719098,0.669528,4.348496,1.925097,0.069272,0.121618,1.122242,0.002874,1.467106,18.911977,30.959773,30.552321,1.036442,0.904931,1.785525,0.001215,0.000080,0.027401,0.000066,0.000030,0.527655,0.010358,0.008330,0.010533,0.218326,0.000208,0.008028,0.000140,0.000082,4.252094,21.016858,21.016733,12.514830,5.723675,3.398220,6.422245,0.336341,8.496890,8.412233,0.033200,4.225470,12.155406,12.048771,0,0,0,0
xpu,MegatronBertForCausalLM,4,47.930349,2.499305,4.588727,1.262870,45.051464,0.316619,0.348541,0.358041,0.001529,1.065137,0.045207,42.776082,0.865051,0.144412,0.015720,0.000050,0.002247,0.000032,44.091100,1.082974,7.846100,5.453493,0.093889,0.200989,4.381776,0.025797,2.971061,25.640332,46.254201,46.157217,1.032988,1.422115,4.530941,0.001882,0.000077,0.043767,0.000065,0.000029,0.921446,0.784368,0.014451,0.018172,1.082768,0.000211,0.014099,0.000147,0.000083,7.560838,28.998916,28.998780,28.775396,14.992578,9.965607,13.061753,0.668452,0.215333,0.074029,0.019473,3.683908,20.792835,20.615158,0,0,0,0
xpu,BlenderbotSmallForConditionalGeneration,128,15.459093,12.656277,2.060150,0.617967,2.280583,0.063629,0.088096,0.482744,0.013941,0.485072,0.015528,12.426783,0.593001,0.149365,0.008841,0.000281,0.000805,0.000259,10.591713,0.186225,8.577117,0.859133,0.012038,0.032682,0.512879,0.003516,12.907790,1.099250,12.888923,0.002208,0.000874,7.318580,0.004642,7.278839,0.802122,0.220532,0.173127,0.397933,0.000536,0.000198,0.005377,0.000130,0.000082,0.108783,0.094474,0.001814,0.002199,0.043631,0.000488,0.001771,0.000270,0.000228,0.992132,10.792947,10.792658,3.486740,1.608215,0.574232,1.792293,0.075770,0.022799,3.179849,0.013089,4.630406,4.580666
xpu,DebertaV2ForQuestionAnswering,8,39.400633,2.693868,5.018805,1.434488,36.333625,0.407118,0.345346,0.340909,0.002369,1.250481,0.055749,33.804249,0.902620,0.147571,0.017973,0.000052,0.002745,0.000037,32.784709,0.871903,6.516667,3.866372,0.094729,0.225105,2.809395,1.086578,0.025911,2.439826,18.444705,39.666323,39.571116,1.381429,3.957450,0.001883,0.000078,0.043077,0.000067,0.000031,0.923839,0.789924,0.014284,0.209003,0.359591,0.000219,0.013652,0.000151,0.000082,7.224660,24.363848,24.363700,24.061288,9.898507,5.356342,13.419780,0.686851,0.294754,0.156540,0.016496,2.914936,21.398501,21.222972,0,0,0,0
xpu,YituTechConvBert,16,34.223880,1.912837,3.739577,0.959882,32.002157,0.289315,0.265904,0.291563,0.001831,0.961620,0.039134,30.021958,0.586166,0.147133,0.014052,0.000051,0.001786,0.000033,30.950515,1.168587,5.754931,5.070555,0.078637,0.155557,4.307650,1.085902,0.015259,1.710079,16.480520,36.054148,35.974840,1.056792,2.781177,0.001449,0.000076,0.036829,0.000064,0.000029,0.777688,0.405981,0.011019,0.012610,0.280565,0.000217,0.010666,0.000150,0.000084,6.864715,23.136592,23.136454,20.024086,8.607286,3.918647,10.827291,0.546716,3.105594,3.000037,0.042630,9.293846,19.715220,19.574816,0,0,0,0
xpu,T5Small,4,15.367443,1.828920,3.633587,0.629851,13.280323,0.254573,0.137395,0.239057,0.001560,0.984683,0.035354,11.354026,0.588412,0.143628,0.014579,0.000053,0.001924,0.000037,10.711103,0.672922,4.376289,1.938966,0.069044,0.121560,1.127874,0.002932,1.756858,1.557819,2.466036,2.405999,1.038967,0.007007,0.003390,0.106535,0.024865,0.023102,1.012572,0.909149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
xpu,M2M100ForConditionalGeneration,16,35.409311,33.688402,2.139013,0.879697,1.232866,0.066214,0.081304,0.453127,0.009614,0.298598,0.014356,32.343433,0.586471,0.144261,0.008954,0.000277,0.000792,0.000252,30.599881,0.186171,28.758380,0.590914,0.013119,0.031428,0.230417,0.003516,33.587915,1.030548,0.823083,0.226611,33.571723,0.002027,0.000816,27.734896,0.004332,27.697533,0.181038,0.407612,0.000453,0.000197,0.005806,0.000133,0.000089,0.112133,0.096980,0.001777,0.002169,0.045740,0.000498,0.001798,0.000272,0.000229,1.004852,31.413070,31.412779,3.688252,1.743894,0.689265,1.852702,0.080650,0.028671,4.937270,0.004595,5.061539,5.011820
xpu,TrOCRForCausalLM,32,6.065902,4.857721,0.685252,0.253586,0.910950,0.024289,0.033436,0.279134,0.006533,0.163291,0.008246,4.763899,0.588096,0.145387,0.008119,0.000233,0.000552,0.000194,3.058591,0.111546,2.143230,0.393347,0.004954,0.014461,0.104958,0.001795,4.980969,1.042680,0.382721,0.100061,4.969789,0.001759,0.000713,1.983879,0.003469,1.959346,0.078109,0.182506,0.000228,0.000126,0.002565,0.000087,0.000054,0.052672,0.036693,0.000787,0.001056,0.018027,0.000310,0.000850,0.000177,0.000150,0.470245,3.923251,3.923056,1.949052,1.054015,0.348559,0.852743,0.035974,0.012555,2.095180,3.042887,3.015325,0
xpu,DistilBertForMaskedLM,128,23.873280,0.823688,1.457014,0.378844,22.871731,0.083843,0.100653,0.169159,0.001878,0.372614,0.013118,22.159779,0.819175,0.146789,0.006891,0.000048,0.000544,0.000030,21.303374,0.274995,1.677367,2.068296,0.024892,0.056452,1.686218,1.086740,0.007730,0.704066,16.399815,22.766285,22.733602,0.371851,1.008140,0.000597,0.000078,0.011083,0.000059,0.000028,0.246311,0.200989,0.003678,0.004259,0.095522,0.000191,0.003699,0.000108,0.000080,1.954867,18.635595,18.635478,6.815483,3.004550,1.427559,3.649974,0.146036,11.816627,11.778015,0.023096,3.765870,6.412630,6.367141,0,0,0,0
xpu,MBartForCausalLM,4,6.675581,5.418113,1.469409,0.595408,0.919622,0.044993,0.042972,0.313492,0.007578,0.220820,0.009460,4.721981,0.583359,0.143695,0.008497,0.000237,0.000598,0.000222,3.026357,0.363305,1.817730,0.394706,0.005128,0.016993,0.107423,0.001820,4.233276,1.031481,0.393456,0.106449,4.221961,0.001833,0.000726,1.426674,0.003816,1.400453,0.082000,0.182643,0.000253,0.000122,0.002596,0.000091,0.000053,0.053656,0.029466,0.000882,0.001196,0.019351,0.000325,0.000897,0.000176,0.000153,0.490341,3.138304,3.138115,1.721905,0.797724,0.383397,0.882459,0.035755,0.012047,1.332662,2.621018,2.593054,0
xpu,AllenaiLongformerBase,4,48.630817,44.944510,5.343755,1.000561,3.249030,0.311810,0.450472,0.409569,0.005507,1.248176,0.088640,42.573834,0.594088,0.148315,0.026675,0.000213,0.003828,0.000179,40.467646,1.743269,22.810275,3.301787,0.160545,0.330276,1.875278,0.016414,48.775850,1.120098,9.789765,2.405529,48.704629,0.001496,0.000650,1.957208,0.004715,1.869437,1.643951,4.480517,0.001725,0.000140,0.067576,0.000118,0.000059,0.484175,0.096178,0.012136,0.014784,2.840681,0.000412,0.011762,0.000237,0.000159,8.130422,32.535565,32.535299,30.585467,13.050896,5.835572,17.090379,0.413022,0.036448,7.170932,26.663214,26.353563,0
xpu,XGLMForCausalLM,8,7.588714,6.124642,1.241694,0.342467,1.166045,0.035182,0.035160,0.274757,0.007247,0.192735,0.008805,5.906056,0.592477,0.148157,0.009460,0.000226,0.000555,0.000190,4.200894,0.119646,3.014379,0.392330,0.005616,0.015824,0.095958,0.001727,8.278024,1.034327,0.390187,0.098720,8.268459,0.001496,0.000609,5.220869,0.003100,5.197699,0.084730,0.177696,0.000246,0.000127,0.002560,0.000086,0.000055,0.054058,0.029581,0.000838,0.001101,0.020667,0.000313,0.000922,0.000179,0.000150,0.533066,7.149874,7.149670,1.936876,0.912915,0.394530,0.981468,0.036086,0.017776,3.364988,5.471149,5.444783,0
xpu,BartForCausalLM,4,6.066711,4.806712,1.474059,0.599299,0.924240,0.044635,0.046442,0.312135,0.006714,0.222441,0.009698,4.109026,0.588869,0.147932,0.005919,0.000099,0.000239,0.000083,2.277468,0.084452,1.569947,0.351693,0.004057,0.010802,0.075167,0.001195,4.280662,1.098043,0.059599,0.002904,0.001204,1.891844,0.007330,1.865143,0.310764,0.081413,4.275197,0.063839,0.147896,0.000148,0.000071,0.001941,0.000045,0.000027,0.035316,0.034426,0.000607,0.000785,0.015536,0.000166,0.000616,0.000096,0.000078,0.639969,3.268331,3.268227,1.396184,0.647862,0.305445,0.716157,0.027843,0.009633,1.340393,2.898000,2.882588
xpu,MBartForConditionalGeneration,4,11.289358,8.337689,2.313290,0.671722,2.430730,0.065295,0.088311,0.484579,0.011707,0.504587,0.015819,8.230679,0.585207,0.144452,0.007756,0.000213,0.000640,0.000194,6.447144,0.176797,4.741264,0.577222,0.012322,0.030462,0.234686,0.003628,7.557790,1.029146,7.542558,0.004324,0.001832,2.793145,0.010977,2.751482,0.034218,0.817987,0.222494,0.147072,0.351843,0.000478,0.000172,0.004395,0.000115,0.000067,0.098272,0.083372,0.001479,0.001860,0.037110,0.000402,0.001542,0.000222,0.000186,0.817855,5.736831,5.736582,2.970076,1.467911,0.549358,1.431550,0.061905,0.013575,0.837203,3.111496,3.059329
xpu,MegatronBertForQuestionAnswering,16,47.950495,2.472669,4.553069,1.259825,45.110775,0.313324,0.344797,0.346002,0.001514,1.254582,0.045998,42.840363,0.835010,0.146551,0.014594,0.000051,0.001994,0.000033,44.176908,1.076782,7.844461,6.541014,0.090722,0.194733,5.500757,1.040883,0.026357,2.929860,24.720453,46.070291,45.972375,1.428956,3.838351,0.001875,0.000078,0.043310,0.000068,0.000028,0.927854,0.792045,0.014616,0.018019,0.369619,0.000207,0.013703,0.000148,0.000082,8.218476,29.847303,29.847160,28.834214,15.176997,10.508836,12.952846,0.652316,1.005218,0.871244,0.019036,3.743873,21.525855,21.351126,0,0,0,0
xpu,DistilBertForQuestionAnswering,512,23.592098,0.823470,1.454354,0.371833,22.592338,0.085616,0.099471,0.167985,0.001358,0.373738,0.012108,21.881347,0.778745,0.148185,0.006511,0.000050,0.000540,0.000028,21.066691,0.265443,1.638929,2.006732,0.024281,0.057175,1.623465,1.083020,0.007538,0.687050,16.292898,22.419206,22.387464,0.368283,1.011807,0.000565,0.000074,0.010720,0.000056,0.000028,0.248597,0.205990,0.003537,0.003965,0.094879,0.000197,0.004052,0.000109,0.000084,1.934993,18.311032,18.310920,6.584008,2.816878,1.291015,3.610416,0.141934,11.723504,11.684003,0.022384,3.963031,6.171577,6.126934,0,0,0,0
xpu,BartForConditionalGeneration,4,9.895186,6.855256,2.261684,0.961867,2.494362,0.070540,0.095127,0.507356,0.012164,0.317194,0.015739,6.670203,0.589788,0.147409,0.007008,0.000195,0.000574,0.000166,4.817620,0.171458,3.151706,0.573510,0.012109,0.031375,0.231134,0.003302,5.395725,1.081511,5.381678,0.006200,0.002721,1.185323,0.015995,1.143920,0.045016,0.805113,0.219860,0.131376,0.331998,0.000266,0.000105,0.003801,0.000067,0.000043,0.080840,0.095022,0.001248,0.001503,0.031912,0.000250,0.001247,0.000136,0.000116,0.731700,3.736168,3.736024,2.588226,0.972632,0.421705,1.556187,0.052667,0.009904,2.533989,2.488842,0.479822
