dev,name,batch_size,_compile.compile_inner,compile_attempt_0,bytecode_tracing,variable_builder_call,compile_attempt_1,create_proxy,wrap_to_fake_tensor_and_record,build_guards,gc,get_fake_value,insert_deferred_runtime_asserts,OutputGraph.call_user_compiler,inductor_import,inductor_codecache_torch_key,CacheBase.get_system.triton_key,_recursive_pre_grad_passes,pass.pre_grad_passes.group_batch_fusion_passes,pass.pre_grad_passes.efficient_conv_bn_eval_pass,pass.pre_grad_passes.apply_gumbel_max_trick_pass,create_aot_dispatcher_function,aot_collect_metadata,aot_trace_joint_graph,_recursive_joint_graph_passes,pass.joint_graph_passes.remove_noop_ops,pass.joint_graph_passes.constant_fold_uniform_value,pass.joint_graph_passes.pass_pattern_0,pass.joint_graph_passes.pass_pattern_1,min_cut_rematerialization_partition,compile_fx.<locals>.fw_compiler_base,compile_fx_inner,fx_codegen_and_compile,additional_fake_tensor_prop,_recursive_post_grad_passes,pass.post_grad_passes.remove_profiler_ops,pass.post_grad_passes.post_grad_custom_pre_pass,pass.post_grad_passes.remove_noop_ops,pass.post_grad_passes.remove_assert_ops,pass.post_grad_passes.pass_pattern_0,pass.post_grad_passes.pass_pattern_1,pass.post_grad_passes.pass_pattern_2,pass.post_grad_passes.stable_sort,pass.post_grad_passes.move_constructors_to_cuda,pass.post_grad_passes.reinplace_inplaceable_ops,pass.post_grad_passes.decompose_triton_kernel_wrapper_functional,pass.post_grad_passes.decompose_auto_functionalized,pass.post_grad_passes.decompose_scan_to_while_loop,pass.post_grad_passes.decompose_map_to_while_loop,GraphLowering.run,GraphLowering.compile_to_fn,GraphLowering.compile_to_module,GraphLowering.codegen,Scheduler.__init__,Scheduler.fused_nodes,Scheduler.codegen,PythonWrapperCodegen.generate,PyCodeCache.load_by_key_path,async_compile.wait,TritonBundler.collect,CachingAutotuner.benchmark_all_configs,AOTAutogradCache.inductor_load,TritonBundler.read_and_emit,TritonBundler.load_cached_static_autotuners,StaticAutotunerFuture.warm_precompile,backward._backward_impl,compile_fx.<locals>.bw_compiler
xpu,selecsls42b,128,22.167927,1.152357,1.954809,0.732382,20.701243,0.110369,0.224392,0.296393,0.002653,0.403917,0.017877,19.774176,0.921556,0.143556,1.039024,0.008923,0.000060,0.001704,0.000035,17.476613,0.305752,2.135977,0.650407,0.019247,0.091572,0.028310,0.023577,1.050010,13.024464,23.194468,23.154657,0.762461,0.721886,0.000910,0.000098,0.015477,0.000065,0.000029,0.288857,0.012169,0.005872,0.007464,0.156565,0.000227,0.006146,0.000132,0.000081,4.978821,15.177527,15.177401,14.032267,5.509758,1.679766,8.068872,0.425244,1.137372,1.064788,0.079306,14.322001,10.310008,10.170975,0,0,0,0
xpu,beit_base_patch16_224,64,20.722005,1.066527,1.912393,0.653576,19.382165,0.142276,0.197605,0.253916,0.002827,0.505831,0.021432,18.412620,0.907532,0.147307,1.095763,0.010504,0.000072,0.001102,0.000029,16.103401,0.387100,2.934725,1.545927,0.042806,0.091587,1.117759,0.013883,1.155946,9.774433,22.846147,22.790197,0.855855,1.407412,0.000981,0.000097,0.023686,0.000084,0.000030,0.374299,0.016815,0.006840,0.008442,0.465532,0.000238,0.006658,0.000132,0.000083,3.900706,14.665573,14.665445,13.446015,4.970936,1.760517,8.162659,0.284098,1.214710,1.148115,0.025290,5.597895,13.296418,13.072733,0,0,0,0
xpu,tnt_s_patch16_224,128,39.391946,2.036649,4.038368,1.155774,36.961232,0.273972,0.339515,0.361798,0.003705,1.305160,0.042825,34.772738,0.742503,0.152278,1.088413,0.014041,0.000051,0.002047,0.000034,32.215186,0.712084,5.712023,4.549301,0.091912,0.184814,3.553921,0.328629,2.573497,18.045503,51.131137,51.037301,1.431205,3.182711,0.002054,0.000084,0.050286,0.000080,0.000028,0.556304,0.035976,0.014757,0.018867,1.918554,0.000225,0.014590,0.000175,0.000082,8.301163,35.345333,35.345192,30.199033,12.528488,5.575611,16.976448,0.636915,5.138428,5.005365,0.048343,11.413901,33.470039,33.087096,0,0,0,0
xpu,crossvit_9_240,256,28.880924,1.637626,3.136541,1.137098,26.901505,0.195547,0.468509,0.317185,0.002556,0.792957,0.029962,25.248157,0.729093,0.150285,1.094758,0.011599,0.000055,0.001370,0.000030,23.052287,0.545557,3.820400,2.547112,0.058552,0.128704,1.930473,0.119842,1.946983,13.774372,33.342954,33.286906,0.901403,1.816979,0.001279,0.000098,0.028850,0.000073,0.000028,0.360738,0.030384,0.009173,0.010661,0.656307,0.000231,0.009055,0.000138,0.000082,5.384660,23.254790,23.254655,18.798964,7.615213,3.375523,10.710204,0.434550,4.448785,4.356930,0.061358,11.909040,20.223120,19.569735,0,0,0,0
xpu,levit_128,1024,41.717311,2.119461,3.903802,1.378421,39.185210,0.264309,0.358539,0.382887,0.003170,1.000604,0.037028,37.211343,0.968018,0.146075,1.108667,0.014177,0.000055,0.003281,0.000037,34.591791,0.731546,4.957357,4.845171,0.060922,0.175165,4.245045,0.037104,2.436796,21.053726,45.271684,45.197647,1.166576,2.316159,0.001613,0.000088,0.033859,0.000062,0.000030,0.749177,0.024759,0.011537,0.014169,0.578261,0.000229,0.011903,0.000156,0.000084,7.736371,31.489450,31.489322,30.450052,11.857201,3.819977,16.888220,1.664200,1.029300,0.923057,0.112380,23.685983,25.063542,24.219263,0,0,0,0
xpu,mobilevit_s,64,35.705632,1.886779,3.301038,1.202635,32.724844,0.178767,0.442926,1.066667,0.003863,0.810104,0.028311,31.147059,0.725267,0.150083,1.107291,0.010932,0.000055,0.001946,0.000040,28.879146,0.560550,3.246203,0.816652,0.041759,0.121012,0.372760,0.032347,1.627845,21.927108,56.912993,56.853177,1.110908,1.785239,0.001291,0.000077,0.029262,0.000070,0.000030,0.417857,0.022453,0.009246,0.011587,0.577720,0.000201,0.009229,0.000135,0.000083,8.630906,42.948294,42.948161,40.637926,21.279522,7.090138,18.314341,1.001344,2.300209,2.176144,0.178198,31.188853,0.009626,0.000492,0.000192,0.001025,35.230231,34.987162
xpu,ghostnet_100,512,41.524920,2.545643,4.271754,1.662151,38.462948,0.240278,0.622352,0.486468,0.002526,0.852968,0.040108,36.525195,0.960722,0.149977,1.094563,0.013439,0.000050,0.003278,0.000037,33.806707,0.631831,4.565741,0.539506,0.041604,0.177007,0.044537,0.043105,2.433528,25.011678,72.786936,72.707019,1.594365,1.471004,0.001678,0.000087,0.033140,0.000064,0.000029,0.591393,0.026860,0.012512,0.016829,0.322165,0.000237,0.012405,0.000151,0.000079,10.197373,56.006658,56.006522,46.800675,18.556597,7.773375,27.093056,1.089975,9.186094,8.995580,0.321020,60.381848,48.066854,47.776637,0,0,0,0
xpu,mixer_b16_224,128,14.451516,0.775794,1.386258,0.503433,13.440852,0.087397,0.134345,0.221104,0.002418,0.282527,0.014369,12.725921,0.889793,0.146503,1.107516,0.007673,0.000057,0.000686,0.000030,10.513841,0.203954,1.764194,2.038941,0.027464,0.062628,1.439860,0.011998,0.510009,5.789090,16.425676,16.397782,0.421022,0.551856,0.000655,0.000082,0.014481,0.000059,0.000029,0.212730,0.015187,0.004198,0.004667,0.112712,0.000182,0.004161,0.000115,0.000081,2.825365,11.595316,11.595201,7.490604,2.388535,1.102817,4.934817,0.147589,4.101277,4.052065,0.023868,4.773255,10.769051,10.637335,0,0,0,0
xpu,res2net101_26w_4s,128,77.740337,4.176673,7.949268,2.876359,72.786987,0.483191,1.101733,0.728466,0.003893,1.084392,0.076962,68.663920,0.722508,0.143800,1.035184,0.024149,0.000057,0.006980,0.000043,65.343757,0.924025,8.806764,0.946654,0.079667,0.384486,0.084726,0.095647,4.983729,48.353249,97.216714,97.037479,2.813274,3.874667,0.003611,0.000101,0.071263,0.000074,0.000030,1.315297,0.060668,0.026962,0.033281,0.705578,0.000217,0.028296,0.000159,0.000087,16.332058,68.078297,68.078127,62.805143,24.546812,10.670542,35.856146,2.273855,5.255848,4.992731,0.185878,37.585398,50.891686,48.865821,0,0,0,0
xpu,spnasnet_100,128,29.215852,1.760884,3.180734,1.280720,27.051272,0.166965,0.496108,0.380567,0.003223,0.593958,0.027463,25.469869,0.741708,0.149103,1.124658,0.011114,0.000056,0.002570,0.000036,23.087120,0.452056,3.333737,0.438650,0.025748,0.132615,0.035088,0.034343,1.705034,16.713029,38.221196,38.165350,1.020554,1.058248,0.001300,0.000079,0.021791,0.000065,0.000029,0.431323,0.017378,0.008841,0.010443,0.231300,0.000211,0.008895,0.000149,0.000085,5.994860,27.739677,27.739549,24.396854,9.306028,3.247573,14.359495,0.689073,3.330414,3.218410,0.140736,22.435001,22.310797,21.509302,0,0,0,0
xpu,botnet26t_256,128,26.939763,1.271723,2.115981,0.662050,25.367372,0.123877,0.177390,0.281797,0.002997,0.549770,0.019690,24.405026,0.925554,0.149600,1.088125,0.009461,0.000062,0.001593,0.000034,22.117073,0.413375,2.068510,2.099807,0.023226,0.077248,1.561855,0.017405,0.903801,16.370450,33.840242,33.807922,0.662820,0.929782,0.000810,0.000077,0.015061,0.000066,0.000030,0.257059,0.009427,0.005283,0.006391,0.344932,0.000207,0.005333,0.000119,0.000080,4.543342,26.352352,26.352224,23.611813,12.099553,4.029803,11.069625,0.419413,2.731862,2.651553,0.111789,19.946677,17.585175,17.470596,0,0,0,0
xpu,nfnet_l0,128,26.365010,1.523927,2.797913,0.989479,24.498760,0.189415,0.437551,0.322195,0.002080,0.766558,0.029508,23.092517,0.730226,0.149565,1.112104,0.012055,0.000056,0.002743,0.000036,20.919916,0.485070,3.163841,0.801200,0.038132,0.119087,0.369707,0.036925,1.505582,14.519138,32.183502,32.129024,1.061617,1.111755,0.001228,0.000075,0.022543,0.000058,0.000027,0.472523,0.009154,0.008400,0.009172,0.229937,0.000177,0.008903,0.000130,0.000082,5.475808,22.415321,22.415195,21.027410,7.889132,3.265684,12.499379,0.588591,1.378966,1.274249,0.097967,18.382207,17.935127,17.665403,0,0,0,0
xpu,twins_pcpvt_base,128,36.433199,2.594463,4.720932,1.716475,33.340626,0.331817,0.461894,0.460581,0.003646,1.074858,0.050479,30.983582,0.950855,0.147830,1.097189,0.015732,0.000053,0.002519,0.000034,28.211346,0.734863,5.758530,2.007507,0.085980,0.188952,1.297755,0.041514,2.341486,16.711725,49.695948,49.596399,1.416209,2.236023,0.001880,0.000077,0.038096,0.000077,0.000029,0.527455,0.042211,0.014322,0.017546,0.380019,0.000212,0.014497,0.000154,0.000082,9.541275,32.883056,32.882842,30.731591,13.518835,6.053703,16.138370,0.934288,2.140380,1.939767,0.083167,18.062260,33.421290,32.986011,0,0,0,0
xpu,cspdarknet53,64,34.517083,1.815972,3.451471,1.420448,32.237776,0.196413,0.508593,0.437420,0.002226,0.507325,0.030988,30.423345,0.722483,0.149007,1.093474,0.011771,0.000054,0.002769,0.000037,27.859095,0.498019,3.548134,0.804465,0.331250,0.148264,0.065010,0.037240,1.754652,20.713090,40.017814,39.947697,1.238699,2.091715,0.001633,0.000090,0.036928,0.000077,0.000030,0.546120,0.021464,0.010698,0.013333,0.279950,0.000219,0.010932,0.000144,0.000083,7.882128,26.225860,26.225733,24.964358,10.069366,4.677388,14.036265,0.811487,1.249872,1.139494,0.125184,24.082286,19.578386,19.305936,0,0,0,0
xpu,dpn107,64,66.773655,3.691249,6.502881,2.201765,62.425308,0.343927,0.597211,0.614540,0.003562,1.650554,0.057227,59.341470,0.724035,0.148079,1.084369,0.017396,0.000055,0.004588,0.000037,56.672166,0.919872,6.356333,0.665287,0.057050,0.251236,0.049882,0.059628,3.279026,44.628556,79.560563,79.450676,2.109195,2.721140,0.002284,0.000083,0.052067,0.000079,0.000049,0.777489,0.037654,0.016757,0.021812,1.199151,0.000235,0.016515,0.000165,0.000082,10.784905,59.444192,59.444046,52.551942,19.803018,7.153135,28.879085,3.795546,6.862464,6.561844,0.393695,82.554101,36.496804,34.933681,0,0,0,0
xpu,deit_base_distilled_patch16_224,64,12.238629,0.878309,1.578136,0.557732,11.105987,0.104859,0.143679,0.237985,0.002435,0.320913,0.016983,10.294494,0.938582,0.148550,1.107843,0.008476,0.000057,0.000839,0.000029,8.025409,0.225679,1.768571,0.959344,0.027812,0.059218,0.398382,0.012295,0.479145,4.387196,13.387678,13.359881,0.421735,0.710777,0.000662,0.000079,0.010760,0.000057,0.000029,0.169611,0.015128,0.004275,0.004735,0.316682,0.000210,0.004487,0.000116,0.000086,2.930385,8.281860,8.281739,7.072844,2.675993,1.239258,4.196758,0.176192,1.205363,1.147432,0.009740,1.643375,9.128301,9.001281,0,0,0,0
xpu,pit_b_224,64,14.682183,1.140457,1.960105,0.648979,13.271078,0.130463,0.166870,0.252323,0.003069,0.499681,0.020391,12.329378,0.970456,0.378711,1.106635,0.009181,0.000055,0.000951,0.000029,9.998874,0.330298,2.108314,1.070922,0.031114,0.067726,0.462891,0.013368,0.777451,5.477698,17.675200,17.641127,0.505039,0.799713,0.000715,0.000075,0.012188,0.000061,0.000029,0.182316,0.016274,0.005119,0.005890,0.368080,0.000199,0.004981,0.000124,0.000081,2.873942,12.231418,12.231304,11.195644,4.876932,2.134133,6.054204,0.238271,1.030624,0.965589,0.040816,8.541220,12.342182,12.198444,0,0,0,0
xpu,visformer_small,128,23.280434,1.174363,2.275110,0.875134,21.809785,0.130892,0.186565,0.276913,0.003199,0.420570,0.021971,20.587142,0.721993,0.148664,1.100768,0.009459,0.000058,0.001639,0.000035,18.477581,0.329954,2.366607,2.232066,0.025382,0.085853,1.779790,0.123758,1.061281,12.171737,23.854712,23.814068,0.826999,1.013078,0.001337,0.000104,0.022445,0.000078,0.000029,0.413443,0.014974,0.006550,0.008247,0.222810,0.000220,0.006659,0.000136,0.000084,4.372636,16.138455,16.138332,13.258305,5.753717,2.309557,7.037039,0.436045,2.873830,2.803526,0.066133,13.911530,11.832219,11.683907,0,0,0,0
xpu,deit_tiny_patch16_224.fb_in1k,128,12.558144,0.900797,1.598629,0.568696,11.397368,0.104872,0.146542,0.241583,0.003330,0.322969,0.016623,10.587149,0.925195,0.148377,1.107689,0.008390,0.000054,0.000833,0.000031,8.334932,0.214892,1.773545,1.023480,0.028672,0.060661,0.404843,0.012416,0.498235,4.614921,14.264281,14.233113,0.425652,0.720747,0.000655,0.000100,0.010883,0.000061,0.000029,0.168114,0.015225,0.004491,0.005466,0.323711,0.000214,0.004492,0.000125,0.000084,2.993999,9.064601,9.064486,7.047203,2.353407,1.031849,4.488458,0.181647,2.013906,1.959699,0.010539,1.554334,9.771860,9.650260,0,0,0,0
xpu,gluon_inception_v3,256,48.036064,2.668119,4.690517,1.896385,44.807204,0.268550,0.508111,0.528146,0.003377,0.718343,0.043224,42.558393,1.040303,0.150650,1.099509,0.014498,0.000057,0.003747,0.000039,39.693056,0.561774,4.920769,0.565011,0.040046,0.196607,0.046895,0.049854,2.584408,30.355837,66.547127,66.456778,1.622235,1.665372,0.001922,0.000077,0.035592,0.000064,0.000029,0.679974,0.027023,0.013852,0.016878,0.363794,0.000208,0.013845,0.000149,0.000083,9.974977,49.638301,49.638160,43.834010,16.809204,5.054002,25.879535,1.080819,5.789853,5.629773,0.200315,29.929482,37.962754,36.192775,0,0,0,0
xpu,swin_base_patch4_window7_224,64,54.441019,3.120202,5.466962,1.217535,50.384025,0.459827,0.325432,0.901152,0.002152,1.802505,0.063674,47.826218,0.973003,0.145126,1.046268,0.019761,0.000058,0.003323,0.000037,45.276578,1.172669,6.561672,5.841262,0.109570,0.204526,4.868135,0.028612,2.847259,28.139790,57.608857,57.524077,1.480999,2.285006,0.001836,0.000078,0.040796,0.000064,0.000030,0.773254,0.032779,0.013128,0.014746,0.359916,0.000185,0.013218,0.000132,0.000084,8.704170,42.249666,42.249534,39.116698,19.350741,9.328084,19.012326,0.700012,3.114463,2.965101,0.127605,24.327049,29.826446,29.470485,0,0,0,0
xpu,cait_m36_384,4,57.016207,3.325507,6.356270,1.887343,52.998777,0.466182,0.603343,0.633830,0.003563,1.872495,0.069976,49.599497,0.729395,0.149520,1.094094,0.021175,0.000057,0.003373,0.000187,46.887539,1.183705,9.685753,5.378333,0.143052,0.313431,4.326095,0.040490,3.726675,25.927352,68.625963,68.483961,2.281427,5.565560,0.004018,0.000097,0.061242,0.000075,0.000031,1.109395,0.052604,0.020540,0.023904,1.690200,0.000238,0.021219,0.000162,0.000084,11.898120,43.756651,43.756478,42.349634,13.704000,5.931194,25.099023,3.449891,1.395669,0.232155,0.059040,10.729480,43.471585,42.700738,0,0,0,0
xpu,eca_botnext26ts_256,128,27.930724,1.406215,2.552784,0.707557,26.221427,0.136848,0.188222,0.284995,0.002891,0.862292,0.022274,24.949133,0.745059,0.152662,1.107357,0.009915,0.000051,0.001680,0.000039,22.805192,0.453445,2.644752,1.518919,0.028646,0.089145,1.157626,0.021943,1.128401,16.729083,36.500369,36.458039,0.874599,1.359000,0.000986,0.000087,0.021249,0.000067,0.000029,0.349814,0.014289,0.006667,0.008511,0.395171,0.000219,0.006690,0.000128,0.000083,5.711347,26.951541,26.951417,24.237337,12.073012,4.524034,11.602005,0.535683,2.704490,2.638252,0.110748,23.720490,20.387145,19.772209,0,0,0,0
xpu,vit_base_patch14_dinov2.lvd142m,128,16.145088,0.907729,1.651580,0.602857,14.968849,0.114523,0.160311,0.251010,0.002397,0.314529,0.017741,14.109355,0.927496,0.150326,1.096654,0.008672,0.000050,0.000901,0.000031,11.838872,0.223733,1.805053,3.591795,0.049760,0.118096,0.589626,0.012304,0.852381,5.098728,15.950066,15.914554,0.780421,1.160916,0.000693,0.000084,0.011333,0.000067,0.000028,0.177523,0.014682,0.005059,0.006258,0.736834,0.000224,0.004963,0.000128,0.000082,2.643278,10.025759,10.025644,8.075708,3.210161,1.341451,4.634883,0.204036,1.946355,1.891541,0.012376,3.710833,10.989813,10.852325,0,0,0,0
xpu,gmixer_24_224,128,22.181195,1.489246,2.963331,0.942546,20.334898,0.212227,0.257801,0.332321,0.002617,0.570813,0.031443,18.700909,0.739055,0.151688,1.096619,0.011561,0.000058,0.001594,0.000031,16.470380,0.390832,3.712837,2.089588,0.051045,0.117722,1.606652,0.027334,1.603767,8.263361,26.683773,26.626624,0.878584,1.157014,0.001307,0.000079,0.030737,0.000061,0.000029,0.444501,0.032136,0.009324,0.010982,0.245208,0.000205,0.009722,0.000138,0.000083,5.012884,17.651381,17.651258,14.998114,5.698976,2.354710,8.939707,0.321796,2.648712,2.576600,0.023803,5.432780,18.685904,18.421541,0,0,0,0
xpu,mixnet_l,128,45.573310,2.587496,4.572077,1.691617,42.439397,0.277889,0.434740,0.515817,0.002364,0.823136,0.047224,40.242487,1.026639,0.147809,1.123993,0.015296,0.000060,0.003290,0.000037,37.448757,0.639920,4.281629,0.509429,0.039495,0.162033,0.047702,0.039195,2.147761,29.270006,77.249057,77.167533,1.514093,1.892036,0.001626,0.000079,0.037766,0.000063,0.000028,0.585200,0.030114,0.011654,0.013227,0.317393,0.000201,0.012024,0.000144,0.000081,8.559396,61.654676,61.654539,50.418323,20.980108,8.962004,27.894183,1.472577,11.218678,11.031178,0.398517,88.061725,48.318066,47.980477,0,0,0,0
