dev,name,batch_size,_compile.compile_inner,compile_attempt_0,bytecode_tracing,variable_builder_call,compile_attempt_1,create_proxy,wrap_to_fake_tensor_and_record,build_guards,gc,get_fake_value,insert_deferred_runtime_asserts,OutputGraph.call_user_compiler,inductor_import,inductor_codecache_torch_key,_recursive_pre_grad_passes,pass.pre_grad_passes.group_batch_fusion_passes,pass.pre_grad_passes.efficient_conv_bn_eval_pass,pass.pre_grad_passes.apply_gumbel_max_trick_pass,create_aot_dispatcher_function,aot_collect_metadata,compile_fx.<locals>.fw_compiler_base,_recursive_joint_graph_passes,pass.joint_graph_passes.remove_noop_ops,pass.joint_graph_passes.constant_fold_uniform_value,pass.joint_graph_passes.pass_pattern_0,pass.joint_graph_passes.pass_pattern_1,compile_fx_inner,CacheBase.get_system.triton_key,fx_codegen_and_compile,TritonBundler.read_and_emit,TritonBundler.load_cached_static_autotuners,PyCodeCache.load_by_key_path,StaticAutotunerFuture.warm_precompile,async_compile.wait,AOTAutogradCache.inductor_load,aot_trace_joint_graph,min_cut_rematerialization_partition,additional_fake_tensor_prop,_recursive_post_grad_passes,pass.post_grad_passes.remove_profiler_ops,pass.post_grad_passes.post_grad_custom_pre_pass,pass.post_grad_passes.remove_noop_ops,pass.post_grad_passes.remove_assert_ops,pass.post_grad_passes.pass_pattern_0,pass.post_grad_passes.pass_pattern_1,pass.post_grad_passes.pass_pattern_2,pass.post_grad_passes.stable_sort,pass.post_grad_passes.move_constructors_to_cuda,pass.post_grad_passes.reinplace_inplaceable_ops,pass.post_grad_passes.decompose_triton_kernel_wrapper_functional,pass.post_grad_passes.decompose_auto_functionalized,pass.post_grad_passes.decompose_scan_to_while_loop,pass.post_grad_passes.decompose_map_to_while_loop,GraphLowering.run,GraphLowering.compile_to_fn,GraphLowering.compile_to_module,GraphLowering.codegen,Scheduler.__init__,Scheduler.fused_nodes,Scheduler.codegen,PythonWrapperCodegen.generate,TritonBundler.collect,backward._backward_impl,compile_fx.<locals>.bw_compiler,CachingAutotuner.benchmark_all_configs
xpu,BlenderbotSmallForCausalLM,256,10.013703,8.762354,1.686041,0.569527,0.922647,0.043071,0.046906,0.300592,0.010453,0.217590,0.008836,7.859816,0.597634,0.148509,0.007683,0.000220,0.000567,0.000193,6.098536,0.124019,4.751359,0.853736,0.005105,0.016631,0.560339,0.001853,7.450356,1.086997,7.440962,0.001118,0.000421,4.485103,0.002278,4.462277,0.387771,0.104797,0.089851,0.184990,0.000229,0.000130,0.002633,0.000087,0.000053,0.053661,0.034913,0.000792,0.001066,0.018851,0.000316,0.000891,0.000173,0.000149,0.596838,6.253550,6.253358,1.776301,0.811317,0.346000,0.923599,0.035313,0.033024,3.935696,2.974142,2.949577,0
xpu,AlbertForQuestionAnswering,8,18.992315,1.135245,2.046589,0.166802,17.733522,0.129442,0.033471,0.112098,0.002613,0.615335,0.015605,16.753911,0.802125,0.151976,0.009010,0.000047,0.000886,0.000030,15.930006,0.466888,3.463221,2.871232,0.047723,0.108344,2.139765,1.091723,0.014575,1.080788,7.726532,26.652297,26.604259,0.644441,1.947842,0.000984,0.000089,0.019385,0.000070,0.000028,0.434059,0.415319,0.006419,0.008192,0.171471,0.000218,0.006544,0.000131,0.000082,3.303877,19.798599,19.798474,10.604413,5.350924,2.951264,5.057700,0.182347,9.189229,9.142015,0.054622,6.152119,19.020804,18.926499,0,0,0,0
xpu,LayoutLMForSequenceClassification,32,32.560415,2.667744,5.945564,2.017593,29.444454,0.548428,0.363453,0.424735,0.002490,1.133902,0.049094,25.979846,0.590258,0.146260,0.015185,0.000079,0.002227,0.000080,25.268570,0.837983,6.289347,4.163297,0.091374,0.200006,2.824939,1.037131,0.309381,2.517360,10.776816,23.655627,23.552978,0.763221,2.178202,0.001081,0.000079,0.022168,0.000059,0.000028,0.368039,0.390534,0.007587,0.008704,0.507580,0.000214,0.007538,0.000137,0.000082,4.145803,13.665998,13.665876,12.639453,5.144044,2.467406,7.149408,0.314693,1.117096,0.970756,0.024215,5.210641,13.061475,12.880656,0.007137,0.003503,0.023543,0
xpu,PegasusForConditionalGeneration,64,17.018921,14.212011,2.420981,1.184833,2.264310,0.062206,0.271717,0.503301,0.012079,0.297530,0.015469,13.827204,0.592295,0.147166,0.009053,0.000284,0.000844,0.000260,12.057560,0.188220,10.030947,0.852245,0.012584,0.032726,0.502101,0.003566,15.433606,1.035361,15.417854,0.002091,0.000847,9.597731,0.004276,9.560442,0.813091,0.215321,0.184740,0.394405,0.000573,0.000192,0.005786,0.000137,0.000081,0.113600,0.084019,0.001829,0.002220,0.045397,0.000492,0.001884,0.000271,0.000230,1.287674,13.009809,13.009510,3.421741,1.496151,0.700708,1.835213,0.079624,0.030647,6.254019,0.010486,5.702635,5.655908
xpu,T5ForConditionalGeneration,4,32.625204,1.821442,3.716122,0.638132,30.548121,0.256520,0.140784,0.236181,0.001456,0.990524,0.035272,28.528190,0.588075,0.145024,0.014008,0.000045,0.001929,0.000030,27.887243,0.665734,4.320646,1.922104,0.070454,0.124027,1.106057,0.002796,1.435555,19.140345,31.471675,31.042627,1.048619,0.909377,1.784603,0.001182,0.000081,0.026971,0.000062,0.000029,0.533651,0.010275,0.008262,0.010363,0.215354,0.000195,0.008081,0.000142,0.000080,4.263874,21.434288,21.434163,12.641352,5.787155,3.428725,6.482941,0.337930,8.787773,8.703042,0.034445,5.052694,12.439842,12.332263,0,0,0,0
xpu,MegatronBertForCausalLM,4,47.858478,2.504651,4.596282,1.268972,44.968544,0.312832,0.350630,0.362623,0.001905,1.076481,0.045069,42.690209,0.826270,0.143862,0.015425,0.000050,0.002082,0.000033,44.056104,1.084099,7.831964,5.432352,0.093243,0.194862,4.380908,0.026548,2.941568,25.661297,46.033669,45.932084,1.035520,1.432761,4.443623,0.001849,0.000082,0.043414,0.000063,0.000029,0.917266,0.784660,0.013814,0.016314,0.367076,0.000208,0.013668,0.000144,0.000082,7.534916,28.921491,28.921354,28.679035,14.851299,9.962611,13.106958,0.668034,0.234183,0.094825,0.020440,3.986301,20.550345,20.373764,0,0,0,0
xpu,DebertaV2ForQuestionAnswering,8,39.556902,2.700022,4.991859,1.422653,36.483015,0.406470,0.342830,0.341809,0.002153,1.248543,0.055137,33.988461,0.886361,0.150353,0.017762,0.000054,0.002718,0.000034,32.986439,0.857065,6.543287,3.859560,0.094532,0.226043,2.797260,1.085982,0.025457,2.601186,18.478518,39.776483,39.679512,1.394259,4.009976,0.001941,0.000086,0.043542,0.000074,0.000029,0.925948,0.805158,0.014345,0.214970,0.364917,0.000222,0.013556,0.000143,0.000081,7.925921,23.654743,23.654616,23.150101,9.866353,5.328587,12.536531,0.691624,0.497296,0.357579,0.017078,3.242145,21.473231,21.299390,0,0,0,0
xpu,BlenderbotSmallForConditionalGeneration,128,15.667632,12.861237,2.093836,0.620736,2.280173,0.063781,0.089706,0.484893,0.015511,0.517757,0.015769,12.606114,0.604072,0.152006,0.008983,0.000276,0.000801,0.000251,10.780013,0.187646,8.725415,0.900375,0.012165,0.032828,0.549352,0.003493,13.221805,1.080485,13.202944,0.002234,0.000857,7.593614,0.004582,7.553619,0.804739,0.219048,0.176863,0.396944,0.000542,0.000193,0.005427,0.000142,0.000080,0.108962,0.093448,0.001765,0.002118,0.044198,0.000478,0.001794,0.000278,0.000229,0.985767,11.112898,11.112605,3.531430,1.643870,0.574364,1.800680,0.076489,0.022890,3.013568,0.012442,4.801012,4.750901
xpu,YituTechConvBert,16,34.350592,2.016535,3.872697,0.993632,31.987849,0.295259,0.272818,0.327652,0.002021,0.992887,0.039883,29.942565,0.593154,0.146490,0.013741,0.000047,0.001737,0.000032,30.400194,0.988717,5.690097,4.795208,0.076203,0.420750,3.772243,1.084513,0.015290,1.752504,16.417821,35.860144,35.766560,1.045446,3.291600,0.001443,0.000080,0.037356,0.000069,0.000029,0.785069,0.413229,0.011381,0.014181,0.752687,0.000218,0.010699,0.000145,0.000080,6.285430,23.013160,23.013014,20.138228,8.531193,5.007038,11.010223,0.554574,2.868032,2.763280,0.054726,9.610420,19.697763,19.443961,0,0,0,0
xpu,T5Small,4,15.453861,1.818439,3.665250,0.631943,13.374588,0.255081,0.138728,0.241296,0.001545,0.989207,0.035545,11.405001,0.594029,0.144305,0.014431,0.000049,0.001935,0.000032,10.756795,0.669438,4.379312,1.938119,0.071914,0.127551,1.124649,0.002828,1.426475,1.934991,2.834832,2.410686,1.051953,0.007604,0.003669,0.106778,0.025160,0.023384,1.004342,0.900799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
xpu,M2M100ForConditionalGeneration,16,35.384103,33.650189,2.147114,0.886118,1.246167,0.066579,0.080413,0.453055,0.009546,0.299225,0.014361,32.325018,0.593892,0.144897,0.009032,0.000274,0.000792,0.000254,30.561860,0.184853,28.746872,0.588852,0.013007,0.031248,0.228150,0.003521,33.698559,1.041207,0.805852,0.224625,33.682691,0.002107,0.000861,27.827021,0.004463,27.789436,0.180103,0.403768,0.000452,0.000188,0.005641,0.000131,0.000080,0.108873,0.095535,0.001761,0.002067,0.047318,0.000482,0.001853,0.000273,0.000233,1.001303,31.531991,31.531699,3.715521,1.772942,0.693694,1.850804,0.080539,0.028940,4.886907,0.004571,5.184762,5.135376
xpu,DistilBertForMaskedLM,128,24.347685,0.819937,1.452770,0.378502,23.350813,0.084223,0.100901,0.168749,0.001105,0.369872,0.013343,22.638141,0.796537,0.147213,0.006765,0.000050,0.000527,0.000029,21.804340,0.268793,1.647752,1.997971,0.024789,0.057275,1.614346,1.053792,0.007837,0.750906,16.961402,24.064840,24.032688,0.369832,0.999012,0.000568,0.000078,0.011036,0.000057,0.000029,0.245294,0.198642,0.003543,0.004074,0.093964,0.000177,0.003617,0.000098,0.000077,1.940069,19.965731,19.965621,6.828835,3.056189,1.487926,3.611702,0.145867,13.133402,13.093727,0.023607,4.151883,7.149080,7.104077,0,0,0,0
xpu,TrOCRForCausalLM,32,6.177536,4.975462,0.687298,0.255462,0.909354,0.024385,0.033249,0.275337,0.005950,0.162228,0.008198,4.878063,0.586418,0.145253,0.008044,0.000222,0.000544,0.000191,3.172922,0.111269,2.247202,0.400709,0.004901,0.014519,0.114304,0.001769,5.142712,1.043295,0.381851,0.102170,5.133130,0.001718,0.000695,2.066103,0.003460,2.041241,0.084966,0.184420,0.000226,0.000131,0.002632,0.000088,0.000054,0.053553,0.036547,0.000799,0.001056,0.018153,0.000307,0.000848,0.000174,0.000150,0.479691,4.065788,4.065599,2.009690,1.079949,0.357215,0.886711,0.036713,0.012743,2.086284,3.100838,3.072029,0
xpu,MBartForCausalLM,4,6.747773,5.482229,1.526493,0.635177,0.924585,0.045637,0.045352,0.315799,0.007830,0.224002,0.009488,4.731061,0.585107,0.143969,0.008552,0.000243,0.000597,0.000220,3.028399,0.371778,1.804326,0.396680,0.005071,0.016991,0.108460,0.001813,4.236513,1.035371,0.395251,0.107999,4.224952,0.001850,0.000721,1.439888,0.003877,1.413900,0.083020,0.180557,0.000267,0.000127,0.002610,0.000089,0.000055,0.054642,0.029198,0.000817,0.001124,0.019215,0.000307,0.000874,0.000175,0.000147,0.489919,3.140703,3.140512,1.711566,0.792560,0.381743,0.877462,0.035572,0.012016,1.332932,2.637516,2.609880,0
xpu,AllenaiLongformerBase,4,49.962469,46.347409,4.977460,0.878396,3.172570,0.300348,0.332177,0.413307,0.005659,1.202800,0.090633,44.261311,0.734506,0.147454,0.026287,0.000217,0.003868,0.000184,41.935777,1.732749,23.509875,3.750441,0.156433,0.334587,2.312887,0.016484,51.965913,1.086437,9.738776,2.787342,51.892144,0.001483,0.000644,7.268732,0.004461,7.179356,1.287158,4.289447,0.001803,0.000140,0.066471,0.000112,0.000055,0.482747,0.096878,0.012118,0.014194,2.671277,0.000395,0.011553,0.000233,0.000163,7.986940,36.420338,36.420113,29.158221,12.542295,5.497690,16.153353,0.431866,0.044501,9.784155,29.147465,28.834959,0
xpu,XGLMForCausalLM,8,7.424372,6.216833,1.245184,0.343217,0.909947,0.035542,0.035367,0.273540,0.007813,0.192647,0.008815,5.738640,0.587815,0.144935,0.009492,0.000223,0.000553,0.000196,4.034232,0.118520,3.096263,0.392781,0.005604,0.015906,0.097530,0.001740,8.700889,1.037881,0.389975,0.099015,8.468878,0.001510,0.000618,5.463871,0.003157,5.440648,0.084363,0.176123,0.000240,0.000134,0.002519,0.000087,0.000054,0.054273,0.029460,0.000844,0.001164,0.020529,0.000305,0.000903,0.000182,0.000158,0.527790,7.359294,7.359097,1.903511,0.892263,0.383555,0.969253,0.035686,0.017375,3.509549,5.811607,5.785066,0
xpu,MegatronBertForQuestionAnswering,16,47.812072,2.483233,4.556364,1.258270,44.960217,0.314513,0.344460,0.347094,0.001866,1.267165,0.043650,42.700997,0.841793,0.145401,0.014489,0.000050,0.001997,0.000034,44.019532,1.069506,7.738965,6.520505,0.092074,0.197284,5.476384,1.033300,0.026113,2.905171,24.711148,46.095926,45.998502,1.407156,3.817070,0.001887,0.000081,0.042742,0.000064,0.000028,0.930986,0.786103,0.013963,0.016946,0.364859,0.000217,0.013836,0.000144,0.000083,8.285283,29.922966,29.922831,28.821957,15.238042,10.531649,12.868389,0.662737,1.093271,0.961739,0.019306,3.836314,21.558128,21.386104,0,0,0,0
xpu,MBartForConditionalGeneration,4,11.345008,8.372934,2.317909,0.691108,2.445407,0.066814,0.092663,0.487821,0.013145,0.495211,0.016253,8.270981,0.588544,0.142901,0.008105,0.000231,0.000674,0.000195,6.473325,0.178139,4.760155,0.585219,0.012177,0.030596,0.236129,0.003712,7.588930,1.036277,7.573628,0.004461,0.001917,2.844197,0.011558,2.801635,0.034081,0.820763,0.221137,0.146932,0.351348,0.000480,0.000158,0.004290,0.000107,0.000066,0.100152,0.083674,0.001515,0.001764,0.036699,0.000395,0.001496,0.000221,0.000191,0.811068,5.760095,5.759850,2.943724,1.432005,0.546638,1.440251,0.062820,0.013485,0.830315,3.130966,3.078191
xpu,BartForCausalLM,4,6.029939,4.759434,1.458172,0.583965,0.931552,0.044944,0.045931,0.315038,0.006914,0.222000,0.009628,4.084719,0.593956,0.147571,0.005989,0.000100,0.000240,0.000088,2.251197,0.084441,1.548854,0.350292,0.004018,0.010698,0.073573,0.001176,4.267864,1.095743,0.059029,0.002817,0.001158,1.912934,0.007133,1.886734,0.308294,0.081002,4.262432,0.062609,0.145580,0.000155,0.000072,0.001908,0.000044,0.000026,0.034877,0.034254,0.000598,0.000731,0.015442,0.000156,0.000598,0.000095,0.000075,0.626801,3.273637,3.273541,1.380390,0.644788,0.302983,0.703719,0.027684,0.009633,1.340833,2.906925,2.891788
xpu,DistilBertForQuestionAnswering,512,24.192772,0.815161,1.439555,0.364645,23.210522,0.084342,0.098290,0.158122,0.002068,0.366782,0.011670,22.508680,0.765291,0.146391,0.006475,0.000054,0.000529,0.000031,21.707459,0.266167,1.647500,2.019645,0.024038,0.055848,1.639029,1.096688,0.007645,0.686908,16.911031,23.981283,23.949058,0.366012,1.010712,0.000563,0.000080,0.010649,0.000055,0.000027,0.250018,0.206782,0.003620,0.004341,0.094637,0.000193,0.003683,0.000103,0.000078,1.920910,19.901193,19.901078,6.648050,2.851690,1.300644,3.640254,0.141310,13.249662,13.213108,0.021238,4.322957,7.115515,7.070886,0,0,0,0
xpu,BartForConditionalGeneration,4,9.901106,6.855866,2.277834,0.978556,2.503620,0.069577,0.095463,0.501308,0.013653,0.318672,0.015692,6.656352,0.590225,0.148079,0.007058,0.000189,0.000556,0.000169,4.802762,0.171266,3.135604,0.580102,0.012346,0.031764,0.235299,0.003457,5.360144,1.081498,5.346392,0.006224,0.002703,1.193862,0.015643,1.152696,0.045063,0.800084,0.220150,0.130615,0.333167,0.000265,0.000112,0.003878,0.000069,0.000042,0.081567,0.094914,0.001240,0.001459,0.032296,0.000242,0.001174,0.000140,0.000115,0.729353,3.706190,3.706042,2.549534,0.966907,0.418250,1.522348,0.053534,0.009952,2.514223,2.470609,0.476481
