dev,name,batch_size,_compile.compile_inner,compile_attempt_0,bytecode_tracing,variable_builder_call,compile_attempt_1,create_proxy,wrap_to_fake_tensor_and_record,build_guards,gc,get_fake_value,insert_deferred_runtime_asserts,OutputGraph.call_user_compiler,inductor_import,inductor_codecache_torch_key,CacheBase.get_system.triton_key,_recursive_pre_grad_passes,pass.pre_grad_passes.group_batch_fusion_passes,pass.pre_grad_passes.efficient_conv_bn_eval_pass,pass.pre_grad_passes.apply_gumbel_max_trick_pass,create_aot_dispatcher_function,aot_collect_metadata,aot_trace_joint_graph,_recursive_joint_graph_passes,pass.joint_graph_passes.remove_noop_ops,pass.joint_graph_passes.constant_fold_uniform_value,pass.joint_graph_passes.pass_pattern_0,pass.joint_graph_passes.pass_pattern_1,min_cut_rematerialization_partition,compile_fx.<locals>.fw_compiler_base,compile_fx_inner,fx_codegen_and_compile,additional_fake_tensor_prop,_recursive_post_grad_passes,pass.post_grad_passes.remove_profiler_ops,pass.post_grad_passes.post_grad_custom_pre_pass,pass.post_grad_passes.remove_noop_ops,pass.post_grad_passes.remove_assert_ops,pass.post_grad_passes.pass_pattern_0,pass.post_grad_passes.pass_pattern_1,pass.post_grad_passes.pass_pattern_2,pass.post_grad_passes.stable_sort,pass.post_grad_passes.move_constructors_to_cuda,pass.post_grad_passes.reinplace_inplaceable_ops,pass.post_grad_passes.decompose_triton_kernel_wrapper_functional,pass.post_grad_passes.decompose_auto_functionalized,pass.post_grad_passes.decompose_scan_to_while_loop,pass.post_grad_passes.decompose_map_to_while_loop,GraphLowering.run,GraphLowering.compile_to_fn,GraphLowering.compile_to_module,GraphLowering.codegen,Scheduler.__init__,Scheduler.fused_nodes,Scheduler.codegen,PythonWrapperCodegen.generate,PyCodeCache.load_by_key_path,async_compile.wait,TritonBundler.collect,CachingAutotuner.benchmark_all_configs,AOTAutogradCache.inductor_load,TritonBundler.read_and_emit,TritonBundler.load_cached_static_autotuners,StaticAutotunerFuture.warm_precompile,backward._backward_impl,compile_fx.<locals>.bw_compiler
xpu,selecsls42b,128,21.923334,1.206568,2.037106,0.758332,20.454697,0.113122,0.231961,0.245737,0.002704,0.427184,0.018348,19.498108,0.952723,0.145615,1.038640,0.008880,0.000054,0.001710,0.000040,17.169759,0.311304,2.118829,0.560858,0.018113,0.086042,0.025897,0.022548,0.927539,12.951707,23.031342,22.994213,0.755783,0.708806,0.000875,0.000077,0.014698,0.000059,0.000030,0.285497,0.011733,0.005702,0.006564,0.153025,0.000202,0.005927,0.000130,0.000085,4.740899,15.308129,15.308003,14.169101,5.482486,1.672504,8.232157,0.426203,1.131086,1.058595,0.077468,14.357819,10.216059,10.080504,0,0,0,0
xpu,beit_base_patch16_224,64,21.488592,1.100282,1.977578,0.679633,20.112041,0.145410,0.204453,0.256197,0.003021,0.530754,0.022376,19.096001,0.967610,0.149584,1.094160,0.010086,0.000054,0.001119,0.000031,16.728261,0.379386,2.888638,2.159157,0.047671,0.108925,1.655617,0.013747,1.235933,9.682606,22.064806,22.007942,0.657417,1.418518,0.000960,0.000098,0.023567,0.000084,0.000031,0.379423,0.016823,0.006774,0.008653,0.469278,0.000232,0.006626,0.000136,0.000096,4.099489,14.415443,14.415304,13.231629,5.207068,2.357645,7.716549,0.280351,1.178850,1.111964,0.024714,5.750757,12.548154,12.383447,0,0,0,0
xpu,crossvit_9_240,256,28.658030,1.622175,3.146846,1.148153,26.695093,0.197553,0.472050,0.315899,0.002612,0.784429,0.030516,25.014030,0.745145,0.152089,1.103729,0.011884,0.000060,0.001387,0.000032,22.786309,0.561223,3.983485,2.493455,0.057244,0.127581,1.885736,0.115442,1.901366,13.423618,32.806724,32.749331,0.897491,1.817724,0.001374,0.000101,0.028849,0.000086,0.000030,0.356457,0.030089,0.009309,0.011716,0.656347,0.000230,0.009136,0.000148,0.000086,5.324098,22.733790,22.733659,18.495915,7.666623,3.381735,10.408481,0.383074,4.230463,4.136675,0.060196,12.057842,20.269372,19.384345,0,0,0,0
xpu,levit_128,1024,41.497243,2.126541,3.893260,1.359793,38.977344,0.264579,0.359459,0.368181,0.002468,1.004257,0.037104,37.022456,0.936418,0.143488,1.034777,0.014061,0.000051,0.003313,0.000038,34.489754,0.748297,4.609893,4.711689,0.060720,0.175071,4.112054,0.037846,2.101972,21.423861,45.650986,44.957809,1.173757,2.368740,0.001680,0.000096,0.036243,0.000077,0.000031,0.783787,0.025551,0.011657,0.015338,0.583574,0.000248,0.011618,0.000159,0.000084,7.890963,30.991348,30.991212,29.655335,11.770106,3.811695,17.201168,0.644520,1.325726,1.220038,0.111911,23.526291,24.496515,24.228362,0,0,0,0
xpu,tnt_s_patch16_224,128,40.092256,2.007024,3.908874,1.118273,37.682554,0.273679,0.325350,0.370788,0.003276,1.231654,0.042167,35.595799,0.749399,0.150647,1.116261,0.014318,0.000056,0.002151,0.000036,32.981463,0.718538,5.815541,4.543084,0.092512,0.184753,3.539390,0.332502,2.654146,18.615072,50.025219,49.930913,1.420435,3.075171,0.001981,0.000098,0.051297,0.000092,0.000030,0.545087,0.036363,0.014540,0.019127,1.827622,0.000245,0.014503,0.000176,0.000085,8.338582,34.331175,34.331001,29.593194,12.056678,5.779221,16.807538,0.674919,4.729898,4.589339,0.062043,11.567361,31.881729,31.411657,0,0,0,0
xpu,mobilevit_s,64,35.837548,1.879185,3.315370,1.206507,32.879100,0.179445,0.445971,1.051803,0.003452,0.808525,0.027857,31.281519,0.725984,0.149513,1.132852,0.010860,0.000062,0.001979,0.000035,28.988377,0.552844,3.204678,0.799420,0.040002,0.117094,0.364896,0.032120,1.606370,22.168780,56.972109,56.916443,1.109535,1.774382,0.001248,0.000077,0.027990,0.000063,0.000029,0.410268,0.023107,0.009461,0.012018,0.577452,0.000231,0.009265,0.000147,0.000082,8.781613,42.865206,42.865063,40.132657,21.330675,7.083734,18.172105,0.587576,2.723583,2.591444,0.179049,30.711852,0.009226,0.000461,0.000170,0.000864,35.042289,34.804431
xpu,ghostnet_100,512,41.700946,2.595041,4.344938,1.694817,38.585302,0.243731,0.643528,0.489815,0.002945,0.867150,0.042243,36.620464,0.965520,0.149266,1.110280,0.013655,0.000058,0.003298,0.000038,33.867509,0.639151,4.709484,0.546844,0.042466,0.179619,0.045359,0.044298,2.399787,24.948592,69.784902,69.703518,1.585767,1.470142,0.001718,0.000091,0.033111,0.000066,0.000029,0.587549,0.026970,0.012827,0.016538,0.322288,0.000226,0.012322,0.000159,0.000083,10.289343,52.860231,52.860083,44.584651,18.286959,7.708485,24.605764,1.633341,8.255817,8.075558,0.326633,58.842267,45.142813,44.837776,0,0,0,0
xpu,res2net101_26w_4s,128,77.620392,3.995610,7.563812,2.778678,72.804163,0.479230,1.037097,0.767944,0.002474,1.035842,0.079367,68.883695,0.716688,0.143764,1.032373,0.024160,0.000060,0.006921,0.000042,65.537482,0.927279,8.848466,0.939478,0.078830,0.383126,0.083487,0.094827,5.013592,48.459264,97.075155,96.891776,2.882058,3.838988,0.003702,0.000103,0.070280,0.000071,0.000029,1.307880,0.060776,0.027158,0.032036,0.699488,0.000199,0.027456,0.000146,0.000083,16.309196,67.784065,67.783902,62.099116,24.319450,10.721327,35.359636,2.297201,5.667595,5.397311,0.180283,37.445013,50.970320,48.618282,0,0,0,0
xpu,mixer_b16_224,128,14.302282,0.781958,1.396206,0.508482,13.286992,0.088133,0.136382,0.219536,0.002339,0.285825,0.014367,12.568751,0.894439,0.148106,1.115627,0.007334,0.000063,0.000675,0.000031,10.344410,0.204770,1.741676,1.834300,0.026652,0.060391,1.295506,0.011993,0.520966,5.835538,16.447651,16.419470,0.425731,0.550751,0.000663,0.000090,0.014751,0.000065,0.000030,0.208764,0.015459,0.004238,0.004778,0.112709,0.000202,0.004333,0.000113,0.000081,2.930362,11.504803,11.504686,7.578980,2.420206,1.121623,4.989665,0.149377,3.922352,3.876577,0.023544,4.880181,10.738849,10.612872,0,0,0,0
xpu,spnasnet_100,128,28.987561,1.724700,3.139450,1.270394,26.861531,0.165322,0.497371,0.377932,0.003128,0.581058,0.026948,25.288214,0.725468,0.148536,1.123520,0.010570,0.000054,0.002493,0.000035,22.939525,0.432601,3.216049,0.432578,0.024204,0.127363,0.035827,0.035360,1.670471,16.754813,37.536109,37.482497,1.011493,1.055733,0.001245,0.000078,0.021743,0.000060,0.000028,0.437872,0.016927,0.008838,0.010757,0.227917,0.000217,0.008831,0.000157,0.000083,6.062256,27.031874,27.031732,24.901343,9.405884,3.270445,14.678092,0.775258,2.111962,1.955123,0.142202,23.039787,21.641991,20.782394,0,0,0,0
xpu,botnet26t_256,128,26.494105,1.263866,2.111041,0.668094,24.987965,0.124700,0.177413,0.224938,0.002474,0.544414,0.025182,24.003828,0.913896,0.162203,1.110789,0.009469,0.000052,0.001610,0.000035,21.700851,0.410658,2.088578,2.099270,0.023340,0.077676,1.550057,0.017779,0.924904,15.913590,34.328445,34.295229,0.653045,0.927099,0.000813,0.000078,0.015122,0.000063,0.000029,0.257922,0.009733,0.005318,0.007085,0.341459,0.000216,0.005350,0.000126,0.000083,4.979551,26.430132,26.429981,24.027493,12.532860,4.004243,11.078931,0.382589,2.395500,2.336547,0.090829,19.741940,18.532638,18.415702,0,0,0,0
xpu,nfnet_l0,128,26.413638,1.527995,2.763686,0.952784,24.554758,0.190011,0.403406,0.310957,0.002365,0.770124,0.030952,23.186482,0.722945,0.148963,1.113097,0.011950,0.000061,0.002676,0.000035,21.020752,0.485386,3.311167,0.808017,0.038563,0.119105,0.371487,0.037843,1.556793,14.409407,32.392133,32.337664,1.064578,1.129983,0.001238,0.000080,0.022861,0.000060,0.000030,0.481840,0.009478,0.008917,0.010439,0.231123,0.000188,0.008746,0.000132,0.000078,5.485985,22.581953,22.581806,21.230908,8.013815,3.276070,12.583322,0.582763,1.342852,1.240515,0.103386,20.403729,18.247722,17.983762,0,0,0,0
xpu,cspdarknet53,64,34.803125,1.827994,3.493612,1.452174,32.508662,0.196684,0.541619,0.440046,0.002349,0.515511,0.031315,30.661797,0.726461,0.149954,1.104433,0.011677,0.000052,0.002743,0.000035,28.078752,0.503370,3.602500,0.758202,0.293718,0.145339,0.064873,0.036533,1.763692,20.908239,39.772967,39.702215,1.246103,2.091244,0.001559,0.000093,0.036452,0.000071,0.000031,0.537755,0.021452,0.010936,0.013885,0.281308,0.000226,0.010800,0.000149,0.000084,7.614299,26.243737,26.243609,25.019941,9.995622,4.694550,14.246612,0.731528,1.211578,1.097680,0.127149,24.682628,19.141096,18.865995,0,0,0,0
xpu,twins_pcpvt_base,128,36.333402,2.642780,4.684287,1.705178,33.207750,0.331624,0.453433,0.446686,0.003909,1.076825,0.050317,30.936896,0.975819,0.150996,1.091940,0.015843,0.000053,0.002426,0.000035,28.195492,0.752682,7.555958,2.050557,0.090234,0.191879,1.327782,0.043327,2.273755,14.893966,47.407906,47.307210,1.458509,2.282049,0.001883,0.000084,0.038937,0.000068,0.000031,0.536560,0.043385,0.014647,0.017854,0.389338,0.000230,0.014648,0.000156,0.000084,9.256984,30.263427,30.263259,28.749946,11.318947,5.305315,16.349061,1.004751,1.501262,1.283354,0.088893,18.031522,32.959935,32.515731,0,0,0,0
xpu,dpn107,64,65.533598,3.439464,6.058606,2.063812,61.497595,0.340841,0.566255,0.557031,0.002778,1.480058,0.056939,58.613088,0.722927,0.148977,1.095654,0.017419,0.000053,0.004583,0.000038,55.935585,0.920289,6.422832,0.674766,0.058281,0.255651,0.051497,0.062022,3.192773,43.910169,77.879576,77.773340,2.084233,2.722713,0.002256,0.000085,0.052414,0.000068,0.000030,0.798577,0.038670,0.016497,0.022056,1.188237,0.000234,0.016177,0.000147,0.000083,10.876489,57.743730,57.743560,52.525129,20.419760,7.241028,28.767732,3.263700,5.200779,5.000320,0.383724,83.802318,35.439647,33.970978,0,0,0,0
xpu,deit_base_distilled_patch16_224,64,12.579699,0.877505,1.574593,0.556393,11.445376,0.105776,0.142161,0.239913,0.002753,0.320006,0.017427,10.635958,0.971618,0.151485,1.109962,0.008588,0.000057,0.000847,0.000034,8.323332,0.232739,1.837052,1.041365,0.028302,0.062754,0.414212,0.012661,0.495161,4.501224,13.390205,13.360043,0.430287,0.718373,0.000649,0.000089,0.010912,0.000057,0.000032,0.168852,0.015848,0.004535,0.005579,0.320557,0.000230,0.004483,0.000118,0.000082,3.046407,8.103398,8.103272,6.925523,2.635171,1.220372,4.087594,0.179104,1.174299,1.112236,0.010129,1.635763,9.016061,8.889892,0,0,0,0
xpu,pit_b_224,64,15.056220,1.117260,1.934171,0.637643,13.664940,0.130721,0.163276,0.255568,0.002272,0.495193,0.019440,12.726892,0.979256,0.382020,1.127496,0.009127,0.000060,0.000952,0.000031,10.366883,0.336082,2.165958,1.119527,0.031410,0.069242,0.466969,0.013538,0.886177,5.617291,17.636879,17.603404,0.517850,0.811613,0.000734,0.000091,0.012941,0.000065,0.000034,0.183084,0.017002,0.005177,0.006399,0.373641,0.000239,0.005186,0.000127,0.000082,2.912517,12.135266,12.135135,11.270700,4.945544,2.157701,6.053997,0.245154,0.859489,0.796482,0.041927,8.525519,12.161412,12.020511,0,0,0,0
xpu,gluon_inception_v3,256,49.362742,3.611798,4.522321,1.821083,45.197069,0.265203,0.492174,0.522861,0.002925,0.683210,0.040820,42.990699,1.036187,0.150870,1.117572,0.014410,0.000060,0.003698,0.000038,40.137164,0.570147,5.142415,0.595447,0.041637,0.208958,0.049494,0.051773,2.612245,30.496775,64.615660,64.527201,1.644028,1.693226,0.002021,0.000101,0.036914,0.000075,0.000029,0.684230,0.028482,0.013914,0.017421,0.371958,0.000238,0.014085,0.000175,0.000083,10.068315,47.660206,47.660054,43.485284,16.637471,5.101140,25.596053,1.187700,4.159769,4.001500,0.190052,32.163529,34.459277,34.120331,0,0,0,0
xpu,deit_tiny_patch16_224.fb_in1k,128,12.273455,0.866177,1.555134,0.551531,11.152693,0.104326,0.140153,0.238033,0.002790,0.308178,0.016548,10.353892,0.903835,0.147272,1.095592,0.008230,0.000059,0.000819,0.000030,8.135014,0.214310,1.762827,1.011511,0.028020,0.059391,0.401576,0.012280,0.474550,4.465102,14.140912,14.110824,0.420253,0.712259,0.000641,0.000074,0.010626,0.000059,0.000028,0.168677,0.014933,0.004415,0.005327,0.319367,0.000192,0.004329,0.000124,0.000080,2.975385,8.982852,8.982729,7.041095,2.408723,1.049349,4.427246,0.181479,1.938329,1.885342,0.010695,1.595781,9.798550,9.676640,0,0,0,0
xpu,visformer_small,128,23.968115,1.247842,2.474071,0.980093,22.426839,0.137605,0.201416,0.273608,0.003332,0.459312,0.023654,21.073479,0.762247,0.153708,1.108397,0.009785,0.000053,0.001701,0.000036,18.896439,0.343162,2.459010,2.232441,0.025228,0.087239,1.769501,0.131694,1.152399,12.390667,23.276632,23.237920,0.704144,0.766001,0.000946,0.000079,0.016744,0.000061,0.000029,0.302300,0.014893,0.006091,0.006966,0.168521,0.000198,0.006267,0.000125,0.000081,4.476894,15.851594,15.851454,13.549795,6.006700,2.365389,7.071116,0.439966,2.296019,2.227239,0.064277,14.156160,11.031380,10.886842,0,0,0,0
xpu,swin_base_patch4_window7_224,64,55.259984,3.109167,5.465277,1.222941,51.215596,0.456162,0.324864,0.900502,0.002439,1.787844,0.069267,48.639196,1.047205,0.146449,1.054399,0.020682,0.000066,0.003323,0.000039,45.981730,1.249854,6.675394,5.674163,0.108746,0.202912,4.711734,0.029033,2.613713,29.064950,59.830705,59.749300,1.527841,2.404356,0.002073,0.000095,0.045324,0.000075,0.000031,0.821869,0.033378,0.014963,0.017508,0.377602,0.000219,0.013706,0.000160,0.000085,8.885803,44.015448,44.015300,40.420681,19.759219,9.347262,19.899598,0.708597,3.576184,3.423972,0.136149,26.450701,31.119874,30.767076,0,0,0,0
xpu,cait_m36_384,4,56.362224,3.290014,6.391102,1.908927,52.515020,0.471015,0.605025,0.510210,0.002953,1.886626,0.070230,49.099828,0.726739,0.149732,1.094726,0.020556,0.000055,0.003384,0.000040,46.391677,1.207579,9.978957,5.382987,0.144291,0.320261,4.311912,0.041051,3.727376,25.086166,67.534968,67.391799,1.991599,5.299800,0.002713,0.000097,0.062402,0.000071,0.000031,1.113598,0.054079,0.021717,0.027066,1.699786,0.000230,0.021300,0.000158,0.000086,13.013428,42.658213,42.658039,40.160901,13.700533,5.917657,24.712276,1.648047,1.173804,0.158789,0.048370,10.885587,43.025230,42.450981,0,0,0,0
xpu,eca_botnext26ts_256,128,27.298514,1.366737,2.496937,0.687946,25.617962,0.134291,0.182858,0.294538,0.002787,0.842927,0.022072,24.362235,0.743122,0.151614,1.099527,0.010035,0.000070,0.001660,0.000035,22.234656,0.460035,2.599040,1.436669,0.028169,0.088781,1.080960,0.021502,0.998564,16.419329,37.747623,37.215727,0.865877,1.364249,0.000995,0.000079,0.021188,0.000064,0.000029,0.349956,0.013786,0.006726,0.008280,0.399889,0.000214,0.006847,0.000129,0.000081,5.730796,27.713119,27.712990,24.083804,11.749192,4.946398,11.665343,0.642619,3.619279,3.551405,0.108320,23.470121,21.495810,21.329178,0,0,0,0
xpu,gmixer_24_224,128,22.724973,1.521064,3.047611,0.959876,20.854504,0.217544,0.261497,0.326222,0.002396,0.585802,0.032893,19.167831,0.729582,0.150578,1.093743,0.011733,0.000054,0.001602,0.000031,16.942620,0.398362,3.721243,2.168660,0.051961,0.117357,1.683246,0.027167,1.852224,8.385772,26.412277,26.352816,0.892697,1.174860,0.001341,0.000096,0.032699,0.000068,0.000029,0.444756,0.033522,0.009950,0.011723,0.251662,0.000224,0.009851,0.000149,0.000083,4.925775,17.415633,17.415503,15.011514,5.622840,2.354301,9.031350,0.320106,2.399442,2.320040,0.023466,5.423421,18.299746,18.027649,0,0,0,0
xpu,res2net50_14w_8s,128,72.726441,3.462701,6.510493,2.602034,68.552479,0.412296,0.954547,0.666431,0.002060,0.976579,0.069715,63.846720,0.721531,0.146980,1.128493,0.021865,0.000057,0.006094,0.000042,60.884746,0.917784,8.643740,0.829547,0.068138,0.329027,0.073688,0.082488,4.259479,45.043720,89.926047,89.765808,2.686663,2.879408,0.003218,0.000081,0.062328,0.000066,0.000028,1.142220,0.054020,0.023824,0.029483,0.640351,0.000232,0.024949,0.000163,0.000090,16.296955,62.412278,62.412091,58.123866,22.780659,11.018022,33.282484,1.949446,4.270580,4.025311,0.264323,52.251792,45.530845,44.884514,0,0,0,0
xpu,mixnet_l,128,45.496646,2.585298,4.508515,1.672942,42.364550,0.272781,0.430438,0.517385,0.002683,0.811818,0.045038,40.232783,0.951120,0.143953,1.029230,0.014674,0.000054,0.003226,0.000037,37.615104,0.628351,4.488977,0.537246,0.040796,0.171239,0.051547,0.041015,2.250865,29.091664,75.695370,75.616823,1.539732,1.929961,0.001681,0.000080,0.038529,0.000062,0.000029,0.589334,0.030966,0.012383,0.015141,0.330046,0.000237,0.012202,0.000148,0.000082,9.082281,59.518062,59.517922,47.925321,19.901605,8.826573,26.645306,1.307545,11.575599,11.380717,0.402227,90.113774,46.932871,46.605074,0,0,0,0
