dev,name,batch_size,_compile.compile_inner,compile_attempt_0,bytecode_tracing,get_fake_value,create_proxy,wrap_to_fake_tensor_and_record,variable_builder_call,insert_deferred_runtime_asserts,OutputGraph.call_user_compiler,inductor_import,inductor_codecache_torch_key,CacheBase.get_system.triton_key,_recursive_pre_grad_passes,pass.pre_grad_passes.group_batch_fusion_passes,pass.pre_grad_passes.efficient_conv_bn_eval_pass,pass.pre_grad_passes.apply_gumbel_max_trick_pass,create_aot_dispatcher_function,aot_collect_metadata,compile_fx.<locals>.fw_compiler_base,_recursive_joint_graph_passes,pass.joint_graph_passes.remove_noop_ops,pass.joint_graph_passes.constant_fold_uniform_value,pass.joint_graph_passes.pass_pattern_0,pass.joint_graph_passes.pass_pattern_1,compile_fx_inner,fx_codegen_and_compile,additional_fake_tensor_prop,_recursive_post_grad_passes,pass.post_grad_passes.reorder_for_locality,pass.post_grad_passes.remove_profiler_ops,pass.post_grad_passes.post_grad_custom_pre_pass,pass.post_grad_passes.remove_noop_ops,pass.post_grad_passes.remove_assert_ops,pass.post_grad_passes.pass_pattern_0,pass.post_grad_passes.pass_pattern_1,pass.post_grad_passes.pass_pattern_2,pass.post_grad_passes.stable_sort,pass.post_grad_passes.move_constructors_to_cuda,pass.post_grad_passes.reinplace_inplaceable_ops,pass.post_grad_passes.decompose_triton_kernel_wrapper_functional,pass.post_grad_passes.decompose_auto_functionalized,pass.post_grad_passes.decompose_scan_to_while_loop,pass.post_grad_passes.decompose_map_to_while_loop,GraphLowering.run,GraphLowering.compile_to_fn,GraphLowering.compile_to_module,GraphLowering.codegen,Scheduler.__init__,Scheduler.fused_nodes,Scheduler.codegen,PythonWrapperCodegen.generate,PyCodeCache.load_by_key_path,async_compile.wait,TritonBundler.collect,build_guards,gc,CachingAutotuner.benchmark_all_configs,AOTAutogradCache.inductor_load,TritonBundler.read_and_emit,TritonBundler.load_cached_static_autotuners,StaticAutotunerFuture.warm_precompile
xpu,RobertaForQuestionAnswering,32,12.350665,12.159298,1.300721,0.285332,0.089191,0.090705,0.338565,0.021372,10.789604,0.804281,0.145781,1.029611,0.009172,0.000059,0.000991,0.000029,8.656473,0.315715,7.319908,0.651246,0.013638,0.055696,0.364117,0.004331,6.667076,6.651381,0.232546,0.986099,0.005491,0.000365,0.000050,0.002454,0.000026,0.000014,0.191536,0.407846,0.002870,0.003454,0.066782,0.000097,0.002458,0.000056,0.000040,1.555668,3.321422,3.321367,2.792269,0.948998,0.401040,1.771665,0.062234,0.527587,0.505299,0.005564,0.184454,0.001192,1.265665,0,0,0,0
xpu,PLBartForConditionalGeneration,8,14.046915,13.844964,1.567225,0.343980,0.124375,0.120572,0.388997,0.028931,12.194713,0.805432,0.147989,1.057653,0.010443,0.000056,0.001311,0.000030,9.963369,0.406774,8.277519,0.751401,0.017362,0.050583,0.452066,0.004951,7.524198,7.505087,0.284372,1.200308,0.007234,0.000429,0.000050,0.002863,0.000027,0.000014,0.179544,0.428206,0.003383,0.003944,0.218110,0.000116,0.003093,0.000066,0.000041,1.797138,3.544703,3.544642,3.250529,1.150022,0.507965,2.010322,0.078720,0.292471,0.267842,0.005994,0.194355,0.000541,1.333935,0,0,0,0
xpu,MegatronBertForCausalLM,4,16.772014,16.470837,2.332438,0.646477,0.164522,0.170569,0.631673,0.043008,14.014907,0.583460,0.144832,1.032046,0.014556,0.000048,0.001974,0.000033,11.867796,0.574451,9.508830,1.091337,0.027986,0.063806,0.745243,0.005480,8.414836,8.116656,0.310378,0.963059,0.007779,0.000461,0.000051,0.002379,0.000027,0.000014,0.055862,0.415133,0.003790,0.004335,0.090125,0.000115,0.003443,0.000075,0.000042,1.616055,4.229625,4.229568,3.972410,1.980953,0.993615,1.867605,0.106829,0.255332,0.218732,0.002764,0.290448,0.000835,0.329484,0,0,0,0
xpu,YituTechConvBert,16,14.843734,14.599024,1.720761,0.425043,0.147562,0.127063,0.464099,0.037603,12.778824,0.791608,0.148640,1.083978,0.013970,0.000055,0.001680,0.000033,10.489922,0.477272,8.375299,1.206137,0.023909,0.054594,0.889307,0.004220,7.166838,7.147037,0.290955,1.119971,0.007237,0.000439,0.000046,0.003837,0.000027,0.000013,0.178316,0.274819,0.003121,0.003478,0.081624,0.000100,0.002913,0.000065,0.000042,1.474899,3.448755,3.448700,2.860303,0.986657,0.355941,1.749102,0.111020,0.586637,0.556770,0.004833,0.236332,0.000628,0.908512,0,0,0,0
xpu,LayoutLMForSequenceClassification,32,12.764535,12.382517,2.489673,0.484894,0.197245,0.176731,0.673002,0.048706,9.746962,0.772756,0.144761,1.049226,0.009794,0.000050,0.001103,0.000031,7.335760,0.314859,6.065973,0.876265,0.014153,0.034820,0.612076,0.003196,5.188178,5.175276,0.175549,0.715368,0.004195,0.000259,0.000051,0.002264,0.000024,0.000014,0.035035,0.394366,0.002127,0.002500,0.048772,0.000100,0.001806,0.000052,0.000043,0.932542,2.859962,2.859910,2.298064,0.954071,0.299307,1.276652,0.057715,0.580496,0.544641,0.003126,0.368167,0.001479,0.704511,0.027611,0.001148,0.000545,0.003707
xpu,BlenderbotForCausalLM,4,15.824043,15.567180,1.845049,0.345104,0.149980,0.166208,0.552898,0.038711,13.613745,0.780603,0.151926,1.088829,0.012825,0.000047,0.001928,0.000035,11.226413,0.437044,9.352643,0.817191,0.018306,0.056188,0.499638,0.005424,8.533065,8.510961,0.302824,1.173390,0.007292,0.000471,0.000055,0.000994,0.000023,0.000014,0.056435,0.406779,0.003757,0.004392,0.088011,0.000093,0.003204,0.000062,0.000042,1.614252,4.516368,4.516311,3.824704,1.602835,0.989860,2.099530,0.106224,0.689874,0.656721,0.003197,0.248693,0.000575,0.417428,0,0,0,0
xpu,T5ForConditionalGeneration,4,13.185577,12.999683,1.660839,0.442975,0.134653,0.064050,0.305839,0.032946,11.259088,0.804051,0.144103,1.053484,0.014070,0.000053,0.001764,0.000034,9.173239,0.496366,7.421502,0.976781,0.022937,0.041266,0.679298,0.001740,6.443120,6.427494,0.250816,0.555828,0.007110,0.000384,0.000050,0.003969,0.000029,0.000014,0.170539,0.004252,0.002675,0.003073,0.067903,0.000116,0.002546,0.000063,0.000042,1.478091,3.631720,3.631668,3.424371,1.578523,1.067061,1.755562,0.083107,0.205025,0.179621,0.007888,0.178246,0.000549,1.249848,0,0,0,0
xpu,PegasusForCausalLM,32,9.782196,9.623301,1.075602,0.213233,0.084870,0.089512,0.304442,0.022292,8.483213,0.582376,0.143758,1.028197,0.008808,0.000049,0.001011,0.000030,6.589635,0.234500,5.408837,0.898127,0.009678,0.029611,0.653207,0.002953,4.509479,4.497906,0.162675,0.498764,0.003502,0.000239,0.000046,0.000580,0.000026,0.000013,0.036541,0.204893,0.001776,0.001970,0.046578,0.000091,0.001830,0.000053,0.000039,0.867809,2.497033,2.496976,2.180411,1.157420,0.534768,0.957537,0.056374,0.315247,0.296528,0.002751,0.152565,0.001004,0.355132,0,0,0,0
xpu,DebertaV2ForQuestionAnswering,8,19.990419,19.693000,2.256376,0.502623,0.211575,0.163654,0.586215,0.053532,17.298542,0.779012,0.335823,1.102269,0.017398,0.000058,0.002664,0.000034,14.860175,0.606212,12.389956,1.322551,0.028134,0.079673,0.952283,0.007927,11.064528,11.036755,0.422725,1.877795,0.010028,0.000580,0.000050,0.005639,0.000029,0.000013,0.357700,0.780049,0.005043,0.071274,0.124587,0.000124,0.004622,0.000074,0.000043,2.194852,5.266931,5.266874,5.016257,1.930817,0.710547,2.954576,0.114219,0.248267,0.210669,0.003767,0.284718,0.000887,0.684765,0,0,0,0
xpu,AlbertForQuestionAnswering,8,13.019365,12.952286,1.027381,0.303428,0.069583,0.014338,0.083967,0.015850,11.890332,0.595099,0.148181,1.084957,0.009058,0.000052,0.000972,0.000031,10.129880,0.309532,8.639694,0.914671,0.013324,0.054992,0.628408,0.004364,7.723650,7.711607,0.235946,0.983637,0.005550,0.000339,0.000046,0.002678,0.000024,0.000014,0.188846,0.406389,0.002553,0.003059,0.064479,0.000103,0.002397,0.000055,0.000042,1.299363,4.958896,4.958843,4.649270,2.795553,2.007698,1.796678,0.054269,0.308199,0.292496,0.005880,0.062862,0.000606,1.447174,0,0,0,0
xpu,BlenderbotSmallForCausalLM,256,8.244787,8.122537,0.803880,0.168227,0.059266,0.058062,0.211518,0.015390,7.270141,0.591893,0.150697,1.092591,0.008171,0.000053,0.000715,0.000030,5.386484,0.166806,4.688610,1.693253,0.007334,0.020492,1.271554,0.002076,2.994379,2.986185,0.114848,0.343371,0.002643,0.000189,0.000045,0.000423,0.000023,0.000014,0.027647,0.134260,0.001281,0.001445,0.032660,0.000099,0.001207,0.000049,0.000038,0.610705,1.591385,1.591330,1.205703,0.487338,0.242065,0.676618,0.035348,0.384525,0.370744,0.002370,0.117611,0.000710,0.335277,0,0,0,0
xpu,T5Small,4,10.294761,10.106554,1.835783,0.499951,0.147907,0.070623,0.334275,0.035799,8.185024,0.830963,0.156677,1.077108,6.044368,0.002410,0.001096,6.023854,0.009562,1.994100,4.003865,0.181709,0.000314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
xpu,MegatronBertForQuestionAnswering,16,17.907590,17.605110,2.540777,0.744838,0.179367,0.186003,0.673529,0.047179,14.932823,0.637579,0.156476,1.105890,0.015995,0.000053,0.002359,0.000037,12.587167,0.664259,10.011106,1.360123,0.027561,0.066696,1.004895,0.005520,8.648114,8.364397,0.318410,0.987203,0.008100,0.000446,0.000046,0.002368,0.000027,0.000013,0.068252,0.415756,0.003780,0.004743,0.091302,0.000107,0.003384,0.000064,0.000042,1.656969,4.385031,4.384971,4.051519,2.036270,1.029253,1.885920,0.112466,0.331407,0.296493,0.002502,0.291576,0.000659,0.185924,0,0,0,0
xpu,DistilBertForMaskedLM,128,8.936078,8.826337,0.728077,0.175594,0.047370,0.047745,0.183828,0.011466,8.058006,0.589365,0.148703,1.089024,0.006843,0.000053,0.000539,0.000030,6.216117,0.165769,5.507874,1.242449,0.006699,0.035899,0.796766,0.002412,4.264443,4.255929,0.128398,0.511661,0.003085,0.000209,0.000052,0.001449,0.000024,0.000013,0.096523,0.205139,0.001496,0.001875,0.034562,0.000103,0.001290,0.000051,0.000041,0.738476,2.573257,2.573205,1.607150,0.568438,0.234087,0.998835,0.034337,0.964913,0.951107,0.005489,0.106109,0.000605,1.184410,0,0,0,0
xpu,M2M100ForConditionalGeneration,16,24.936412,24.128037,2.929958,0.592154,0.229083,0.230537,0.721732,0.052877,21.051080,0.610425,0.148155,1.045408,0.016306,0.000060,0.002419,0.000034,18.682584,0.779776,15.466416,1.635732,0.034100,0.096306,0.934833,0.009343,13.827507,13.791490,0.530916,2.120445,0.013221,0.000735,0.000048,0.006249,0.000032,0.000020,0.357817,0.875076,0.006567,0.008034,0.159813,0.000111,0.005560,0.000072,0.000042,3.158309,6.659821,6.659751,6.530458,2.616110,1.437665,3.727114,0.165254,0.126451,0.081308,0.006901,0.336430,0.000866,1.405831,0,0,0,0
xpu,TrOCRForCausalLM,32,10.903299,10.755439,1.144085,0.287590,0.094060,0.090856,0.307761,0.025702,9.542922,0.612953,0.152258,1.065737,0.010457,0.000051,0.001238,0.000033,7.555348,0.315840,6.064511,0.632841,0.014902,0.032738,0.362781,0.002968,5.430254,5.417381,0.180003,0.750307,0.004501,0.000270,0.000054,0.002289,0.000027,0.000014,0.038178,0.409438,0.002193,0.002744,0.051191,0.000117,0.001963,0.000058,0.000041,0.970528,2.913617,2.913559,2.568285,1.054117,0.344369,1.443706,0.061189,0.343558,0.321043,0.003945,0.142659,0.000055,0.857726,0,0,0,0
xpu,PegasusForConditionalGeneration,64,26.032775,25.688048,2.801975,0.566084,0.213046,0.218716,0.691678,0.052770,22.734960,0.602627,0.145068,1.069982,0.016648,0.000053,0.002572,0.000038,20.348575,0.786054,17.049414,2.191779,0.033445,0.098345,1.504365,0.009528,14.854082,14.817911,0.541658,2.424301,0.013414,0.000760,0.000063,0.005546,0.000032,0.000014,0.364015,0.883028,0.006640,0.008063,0.434525,0.000119,0.005850,0.000077,0.000044,3.192510,7.318420,7.318361,7.164296,2.650235,1.462308,4.320347,0.172489,0.151441,0.102776,0.007300,0.331059,0.001115,1.563937,0,0,0,0
xpu,BlenderbotSmallForConditionalGeneration,128,17.951063,17.709912,1.849934,0.407845,0.148987,0.148528,0.479615,0.036804,15.758472,0.790480,0.147998,1.085085,0.012276,0.000051,0.001917,0.000031,13.422564,0.511109,11.289634,1.524436,0.023187,0.065105,1.188750,0.006151,9.762798,9.738748,0.358494,1.791286,0.008871,0.000522,0.000053,0.003508,0.000029,0.000013,0.233510,0.565773,0.004464,0.005462,0.282400,0.000109,0.003973,0.000073,0.000043,1.959655,4.767466,4.767408,4.450227,1.727486,0.914032,2.608070,0.100216,0.315225,0.283661,0.006474,0.232678,0.000215,1.483622,0,0,0,0
xpu,DistilBertForQuestionAnswering,512,9.233180,9.124552,0.726755,0.178023,0.048296,0.046462,0.177399,0.011763,8.357884,0.586611,0.148767,1.084780,0.006735,0.000048,0.000549,0.000029,6.523231,0.170077,5.796945,0.861395,0.006842,0.031581,0.445208,0.002493,4.934603,4.926061,0.129473,0.521854,0.002910,0.000224,0.000046,0.001391,0.000023,0.000014,0.105567,0.202941,0.001363,0.001548,0.035826,0.000096,0.001297,0.000054,0.000040,0.728124,3.244029,3.243977,1.604647,0.559729,0.238230,1.005758,0.033668,1.638156,1.624412,0.005973,0.105130,0.000214,1.604181,0,0,0,0
xpu,MBartForCausalLM,4,9.404199,9.246571,1.075387,0.216974,0.082847,0.084016,0.298069,0.022126,8.106838,0.588065,0.145074,1.060038,0.008767,0.000049,0.000985,0.000031,6.177552,0.235998,4.988231,0.505748,0.010012,0.029065,0.260465,0.003030,4.481193,4.469721,0.166579,0.500673,0.003842,0.000259,0.000048,0.000587,0.000023,0.000014,0.035928,0.203721,0.001981,0.002358,0.047185,0.000098,0.002014,0.000060,0.000055,0.882363,2.442037,2.441983,2.126731,1.099010,0.541048,0.963073,0.055756,0.313947,0.294850,0.002196,0.152163,0.000349,0.149892,0,0,0,0
xpu,AllenaiLongformerBase,4,46.617950,41.386351,4.890861,1.104296,0.317508,0.110706,0.841839,4.891032,0.318209,0.004002,0.086684,41.172493,0.787231,0.149263,1.093861,0.025682,0.000158,0.003776,0.000118,38.914181,1.531335,32.298188,1.718243,0.078654,0.154404,1.153669,0.007050,30.574882,30.529169,0.832304,2.462462,0.020488,0.001206,0.000129,0.044626,0.000088,0.000053,0.222008,0.140557,0.007784,0.009386,1.269403,0.000371,0.008523,0.000211,0.000156,5.112791,21.075870,21.075669,17.127704,6.470498,2.130233,10.516805,0.129104,3.943866,1.353236,2.550994,0.017559,4.100440,0,0
xpu,MobileBertForMaskedLM,128,34.354504,33.645897,4.510271,0.985934,0.366162,0.495851,1.589764,0.090950,28.802708,0.860626,0.142952,1.032424,0.026341,0.000059,0.004072,0.000041,25.414605,1.230130,20.808588,2.155585,0.042690,0.115926,1.671880,0.003111,18.648210,18.592764,0.753165,3.889111,0.018353,0.000932,0.000051,0.006304,0.000032,0.000014,0.390230,1.993751,0.008835,0.010223,0.214080,0.000118,0.007558,0.000077,0.000042,3.466606,7.873424,7.873356,6.534196,1.914968,0.334441,4.336434,0.235862,1.334880,1.240505,0.010299,0.682014,0.000928,2.751084,0,0,0,0
xpu,DistillGPT2,16,11.434487,2.579723,2.687131,0.593041,0.200124,0.141962,0.589282,8.635343,0.200394,0.002527,0.014847,8.450874,0.591735,0.153546,1.086715,0.010569,0.000089,0.000842,0.000062,6.632991,0.126013,6.115433,0.822735,0.004705,0.016397,0.615859,0.001986,5.291761,5.285085,0.091253,0.269147,0.002043,0.000176,0.000076,0.000917,0.000044,0.000027,0.026734,0.101991,0.001014,0.001267,0.023621,0.000172,0.000988,0.000090,0.000079,0.728055,3.967382,3.967287,1.270662,0.567517,0.320289,0.668402,0.029722,2.695012,2.682536,0.004473,0.651838,0,0,0
xpu,XGLMForCausalLM,8,20.811523,20.546725,2.138508,0.522638,0.206792,0.180421,0.556160,0.050698,18.283286,0.809693,0.147650,1.040783,0.017292,0.000053,0.002427,0.000037,15.871320,0.633719,13.323117,1.091000,0.030288,0.067402,0.722346,0.008014,12.229039,12.201049,0.398408,2.064622,0.009741,0.000560,0.000063,0.004489,0.000029,0.000015,0.342348,0.805666,0.004973,0.006003,0.117648,0.000115,0.004442,0.000079,0.000045,2.307616,6.141109,6.141047,5.906930,2.483410,1.157228,3.283579,0.122933,0.231967,0.195032,0.004811,0.253526,0.000223,0.713315,0,0,0,0
xpu,Qwen/Qwen3-0.6B,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
xpu,BartForCausalLM,4,9.417158,9.253404,1.053059,0.209580,0.081434,0.088169,0.297002,0.022199,8.135712,0.607471,0.152635,1.088809,0.008853,0.000050,0.000965,0.000031,6.155382,0.235374,4.901854,0.542147,0.010348,0.030486,0.278139,0.002932,4.358359,4.346978,0.168429,0.524165,0.004036,0.000242,0.000048,0.000630,0.000022,0.000013,0.035878,0.217342,0.002214,0.002400,0.049405,0.000143,0.002693,0.000067,0.000042,0.873440,2.302763,2.302710,1.974292,0.937819,0.357438,0.977009,0.050598,0.327267,0.309297,0.001481,0.158621,0.000320,0,0,0,0,0
xpu,ElectraForCausalLM,32,14.962046,14.772264,1.300907,0.285373,0.089875,0.091695,0.344458,0.021154,13.403029,0.777349,0.147042,1.090274,0.009173,0.000059,0.001009,0.000030,11.244478,0.313110,9.922945,0.928702,0.013898,0.039681,0.656431,0.004273,8.992699,8.977385,0.236576,0.954337,0.005348,0.000347,0.000045,0.002272,0.000027,0.000014,0.172960,0.395619,0.002842,0.003464,0.066780,0.000114,0.002514,0.000058,0.000039,1.669379,5.573870,5.573814,2.907684,1.022453,0.388881,1.812635,0.063381,2.664651,2.642682,0.006383,0.184556,0.000421,1.279580,0,0,0,0
xpu,MBartForConditionalGeneration,4,24.749137,24.416926,2.777533,0.562446,0.210014,0.401438,0.879262,0.053027,21.492878,0.589405,0.147842,1.065015,0.015684,0.000049,0.002392,0.000034,19.142702,0.751486,15.975533,1.581245,0.033122,0.098516,0.892553,0.009512,14.390512,14.353519,0.532938,2.340411,0.013651,0.000781,0.000047,0.005304,0.000028,0.000014,0.356876,0.846619,0.006854,0.007572,0.415721,0.000106,0.005829,0.000073,0.000043,3.144289,6.999985,6.999929,6.874543,2.612027,1.449094,4.081662,0.159324,0.122560,0.070851,0.005928,0.322061,0.000300,1.118656,0,0,0,0
