dev,name,batch_size,_compile.compile_inner,compile_attempt_0,bytecode_tracing,variable_builder_call,compile_attempt_1,create_proxy,wrap_to_fake_tensor_and_record,build_guards,gc,get_fake_value,insert_deferred_runtime_asserts,OutputGraph.call_user_compiler,inductor_import,inductor_codecache_torch_key,CacheBase.get_system.triton_key,AOTAutogradCache.inductor_load,TritonBundler.read_and_emit,TritonBundler.load_cached_static_autotuners,PyCodeCache.load_by_key_path,StaticAutotunerFuture.warm_precompile,async_compile.wait,_recursive_pre_grad_passes,pass.pre_grad_passes.group_batch_fusion_passes,pass.pre_grad_passes.efficient_conv_bn_eval_pass,pass.pre_grad_passes.apply_gumbel_max_trick_pass,create_aot_dispatcher_function,aot_collect_metadata,compile_fx.<locals>.fw_compiler_base,_recursive_joint_graph_passes,pass.joint_graph_passes.remove_noop_ops,pass.joint_graph_passes.constant_fold_uniform_value,pass.joint_graph_passes.pass_pattern_0,pass.joint_graph_passes.pass_pattern_1,compile_fx_inner,fx_codegen_and_compile,additional_fake_tensor_prop,_recursive_post_grad_passes,pass.post_grad_passes.reorder_for_locality,pass.post_grad_passes.remove_profiler_ops,pass.post_grad_passes.post_grad_custom_pre_pass,pass.post_grad_passes.remove_noop_ops,pass.post_grad_passes.remove_assert_ops,pass.post_grad_passes.pass_pattern_0,pass.post_grad_passes.pass_pattern_1,pass.post_grad_passes.pass_pattern_2,pass.post_grad_passes.stable_sort,pass.post_grad_passes.move_constructors_to_cuda,pass.post_grad_passes.reinplace_inplaceable_ops,pass.post_grad_passes.decompose_triton_kernel_wrapper_functional,pass.post_grad_passes.decompose_auto_functionalized,pass.post_grad_passes.decompose_scan_to_while_loop,pass.post_grad_passes.decompose_map_to_while_loop,GraphLowering.run,GraphLowering.compile_to_fn,GraphLowering.compile_to_module,GraphLowering.codegen,Scheduler.__init__,Scheduler.fused_nodes,Scheduler.codegen,PythonWrapperCodegen.generate,async_compile.precompile,TritonBundler.collect,CachingAutotuner.benchmark_all_configs,aot_trace_joint_graph,min_cut_rematerialization_partition,backward._backward_impl,compile_fx.<locals>.bw_compiler
xpu,XLNetLMHeadModel,8,49.476787,2.413912,4.655152,1.052512,46.753159,0.296520,0.351935,0.285469,0.001441,1.856485,0.045078,44.331848,0.585549,0.145502,1.094683,0.014691,0.000055,0.001926,0.000032,42.150354,1.206507,8.903399,6.594648,0.120852,0.304321,4.817450,0.308388,4.324560,19.998827,46.090760,45.963379,2.619564,5.057620,0.002957,0.000094,0.039484,0.000072,0.000030,0.634350,0.045651,0.021131,0.025273,2.523036,0.000225,0.021004,0.000155,0.000082,10.492520,24.738519,24.738366,24.260156,11.441846,6.162465,12.046298,0.708752,0.471526,0.323421,0.017117,3.803884,26.634425,26.093516,0,0,0,0,0,0
xpu,RobertaForQuestionAnswering,32,20.778531,1.397423,2.771931,0.898072,19.125250,0.171287,0.377098,0.244095,0.001371,0.552245,0.021697,17.633727,0.589037,0.144490,1.033303,0.009174,0.000050,0.001006,0.000030,15.715518,0.388618,3.279361,1.482006,0.044237,0.103828,0.858161,0.014429,1.255321,8.975571,19.848644,19.805129,0.736071,1.469137,0.001023,0.000076,0.018239,0.000060,0.000029,0.416347,0.020320,0.007151,0.008474,0.181917,0.000215,0.007109,0.000123,0.000081,4.287838,11.911083,11.910965,11.793373,5.734735,3.933319,5.754162,0.275205,0.113466,0.045275,0.008544,11.046882,10.873950,0,0,0,0,0,0,0
xpu,MT5ForConditionalGeneration,16,66.940950,2.367253,4.741593,0.845712,64.261445,0.368831,0.186738,0.285663,0.001645,1.269194,0.048409,61.730878,0.590857,0.143028,1.030916,0.018562,0.000058,0.002648,0.000035,59.801029,1.083869,5.549708,2.859991,0.087072,0.167329,1.558794,0.004965,2.040761,47.222227,64.036117,63.958582,1.301481,2.566286,0.001696,0.000077,0.036068,0.000068,0.000029,0.737365,0.018254,0.011617,0.014171,0.332785,0.000219,0.012233,0.000151,0.000084,6.187629,51.667395,51.667272,15.515708,7.319309,4.045260,7.710982,0.436570,36.145963,36.039641,0.027442,3.474899,17.157377,16.815213,0,0,0,0,0,0
xpu,BlenderbotForCausalLM,4,9.151773,8.619260,1.363021,0.556064,0.189588,0.041370,0.039070,0.315644,0.009233,0.209049,0.008108,7.269969,0.778147,0.146456,1.083103,0.005860,0.000138,0.000325,0.000111,5.317624,0.100163,0.377996,0.311764,0.004571,0.013206,0.096093,0.001771,0.102826,4.364057,8.071217,8.063240,0.089589,0.149040,0.000369,0.000235,0.002212,0.000157,0.000106,0.051506,0.002648,0.000941,0.001244,0.021111,0.000584,0.001145,0.000348,0.000297,0.492813,7.034134,7.033765,1.864010,1.000910,0.374774,0.818402,0.035836,5.168280,1.105136,4.040927,0.015667,3.109755,0.010568,0.000526,0.000221,0.001290,3.736674,3.708541,0
xpu,GPT2ForSequenceClassification,4,24.010858,3.103698,5.565710,1.251558,20.513482,0.985355,0.275327,0.367928,0.001853,1.047247,0.051037,17.886663,0.595493,0.150277,1.089889,0.011234,0.000066,0.001341,0.000032,15.643390,0.392928,2.584163,1.790230,0.043319,0.090913,0.955800,0.015894,1.275081,9.300460,19.372789,19.332697,0.675000,1.391962,0.000956,0.000077,0.018770,0.000061,0.000029,0.409952,0.018622,0.006440,0.007906,0.169027,0.000210,0.006453,0.000129,0.000081,3.305840,12.791354,12.791241,12.301486,6.227612,3.632858,5.828224,0.219596,0.569930,0.449205,0.017424,2.566440,10.230895,10.073241,0.116154,0.005122,0.002480,0.018972,0,0
xpu,LayoutLMForSequenceClassification,32,23.881753,2.610368,5.189837,1.553341,20.814172,0.376437,0.363574,0.433064,0.001736,1.015697,0.049732,18.046745,0.588252,0.144573,1.030656,0.009769,0.000054,0.001149,0.000029,15.117059,0.390490,3.160650,1.857409,0.043563,0.096011,1.090843,0.162809,1.214145,8.161139,20.872424,20.825756,0.786933,1.895304,0.001050,0.000081,0.019700,0.000064,0.000028,0.308344,0.021964,0.007606,0.008986,0.924544,0.000208,0.007283,0.000138,0.000083,4.082839,12.514080,12.513961,11.338297,4.905361,2.506973,6.107539,0.292017,1.264393,1.122463,0.020569,4.636472,12.896559,12.712258,0.130430,0.006153,0.003007,0.019984,0,0
xpu,AlbertForQuestionAnswering,8,17.877825,1.367435,2.262046,0.179662,16.374230,0.144198,0.037628,0.123990,0.002842,0.661820,0.015869,15.411399,0.793554,0.147397,1.078562,0.008699,0.000046,0.000869,0.000031,13.460911,0.383614,3.119654,1.844754,0.042228,0.357054,1.145713,0.015320,1.117863,6.674899,27.158601,27.123272,0.636764,1.887392,0.000959,0.000081,0.014644,0.000057,0.000028,0.398308,0.450349,0.006319,0.007877,0.175483,0.000274,0.008053,0.000187,0.000112,3.149742,20.533524,20.533385,9.918682,4.562297,3.045087,5.149553,0.189811,10.609855,10.560162,0.035170,5.594734,20.654874,20.484415,0,0,0,0,0,0
xpu,BlenderbotSmallForCausalLM,256,9.217651,8.827381,1.191542,0.342546,0.111468,0.042262,0.044388,0.255582,0.006853,0.207834,0.007300,7.617353,0.591044,0.146166,1.083330,0.022871,0.000657,0.000263,4.410413,0.001485,3.803730,0.005368,0.000095,0.000263,0.000088,5.847261,0.095774,0.362002,1.430097,0.004844,0.012451,1.002371,0.001777,0.100790,3.805110,7.416959,7.408441,0.093208,0.146141,0.000314,0.000175,0.002264,0.000125,0.000079,0.050668,0.002463,0.000870,0.001136,0.019609,0.000456,0.001010,0.000247,0.000222,0.586732,6.321425,6.321150,1.914712,0.794818,0.353508,1.078355,0.034069,0.586108,0.015270,4.077904,3.638359,3.612935,0
xpu,PegasusForConditionalGeneration,64,15.868931,13.380520,2.154808,0.935248,1.952693,0.061927,0.084342,0.494033,0.014632,0.284376,0.013635,12.726993,0.591603,0.147107,1.051888,0.037531,0.001439,0.000579,8.885580,0.003514,8.413208,0.006896,0.000130,0.000433,0.000113,10.914080,0.144327,8.839116,1.033659,0.010813,0.027092,0.760259,0.003615,14.202174,14.187618,0.185793,0.288499,0.000065,0.000457,0.000219,0.004647,0.000162,0.000095,0.103182,0.005491,0.001822,0.002150,0.044045,0.000573,0.001900,0.000307,0.000270,0.946694,12.281043,12.280680,3.403218,1.679677,0.692851,1.638925,0.073077,0.437777,0.026843,4.992050,0.756809,0.206541,5.589760,5.539967
xpu,T5ForConditionalGeneration,4,29.569447,1.809602,3.671481,0.871203,27.505280,0.257749,0.139790,0.234383,0.001588,0.948127,0.036611,25.518064,0.588665,0.143484,1.031496,0.014408,0.000056,0.001864,0.000033,23.667343,0.616365,4.054122,1.912319,0.062240,0.117169,1.113642,0.002890,1.421823,15.268466,28.885975,28.488884,0.904556,1.749230,0.001195,0.000076,0.025082,0.000060,0.000029,0.507509,0.009954,0.007964,0.009325,0.220029,0.000192,0.008142,0.000140,0.000082,4.283713,19.924204,19.924083,10.797004,4.962076,3.206753,5.499327,0.299831,9.122401,9.045032,0.032208,4.726291,13.834751,13.618518,0,0,0,0,0,0
xpu,DebertaV2ForQuestionAnswering,8,35.648537,2.656040,4.862442,1.239352,32.631117,0.401616,0.356047,0.334057,0.001735,1.104094,0.055350,30.221741,0.841470,0.149070,1.086169,0.016948,0.000057,0.002533,0.000035,27.749824,0.704874,6.186627,3.013969,0.093143,0.218261,1.923108,0.028355,2.523241,14.684913,35.954182,35.867435,1.961796,3.012156,0.001779,0.000080,0.035892,0.000064,0.000029,0.809002,0.037882,0.013280,0.204037,0.359126,0.000234,0.013311,0.000160,0.000083,6.395299,21.877520,21.877396,21.450223,9.452771,5.177327,10.494488,1.446754,0.421094,0.287228,0.015249,3.288262,21.614546,21.270706,0,0,0,0,0,0
xpu,YituTechConvBert,16,31.629981,1.845965,3.623622,0.955249,29.472595,0.288981,0.258587,0.293966,0.001717,0.843133,0.039293,27.538498,0.592306,0.149687,1.081827,0.013477,0.000050,0.001651,0.000031,26.834198,0.970131,5.325289,3.944226,0.071438,0.147444,3.192361,0.015812,1.752054,14.145122,33.090184,33.028850,1.007692,2.135821,0.001336,0.000074,0.027581,0.000066,0.000028,0.611435,0.039235,0.010153,0.011922,0.264526,0.000205,0.009678,0.000138,0.000080,5.750094,22.107785,22.107663,17.083869,7.216935,3.765477,9.305635,0.518291,5.018236,4.923027,0.034541,7.011808,19.660232,18.946163,0,0,0,0,0,0
xpu,BlenderbotSmallForConditionalGeneration,128,15.843871,13.379826,2.066000,0.616018,1.940411,0.064062,0.089217,0.486357,0.012494,0.287580,0.013323,12.841673,0.592675,0.147449,1.086555,0.039831,0.001437,0.000562,9.190012,0.003524,8.703431,0.006368,0.000125,0.000435,0.000111,10.992908,0.145464,0.754526,1.186359,0.010621,0.026843,0.914789,0.003613,0.211843,8.594255,14.486299,14.471357,0.184684,0.289706,0.000490,0.000233,0.004566,0.000169,0.000109,0.104291,0.005493,0.001810,0.002151,0.044108,0.000636,0.001969,0.000344,0.000291,0.961182,12.546460,12.546074,3.364644,1.335696,0.606645,1.943994,0.072673,0.449801,0.023120,3.795098,5.945825,5.893614,0
xpu,T5Small,4,6.059048,1.798803,3.643725,0.860728,4.004422,0.260928,0.137573,0.235845,0.001864,0.929289,0.036443,2.034750,0.590520,0.147820,1.047861,0.172546,0.007022,0.003407,0.103570,0.020959,0.000572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
xpu,MegatronBertForCausalLM,4,43.682197,2.431577,4.438916,1.470540,40.875379,0.312987,0.350816,0.353548,0.002683,0.929267,0.044996,38.678982,0.835236,0.148104,1.058607,0.014718,0.000050,0.001964,0.000036,38.520055,0.924149,7.388631,5.367516,0.086816,0.189200,4.325113,0.027162,2.880274,20.876747,43.614032,43.529471,1.407629,2.865800,0.001807,0.000078,0.035725,0.000067,0.000030,0.786147,0.052619,0.014049,0.017033,0.365465,0.000223,0.013701,0.000153,0.000083,7.947602,28.616776,28.616645,26.350175,13.178379,9.814528,12.494553,0.617601,2.259388,2.122551,0.017022,3.008267,23.092339,22.738642,0,0,0,0,0,0
xpu,M2M100ForConditionalGeneration,16,35.797334,35.104604,2.085169,0.635597,0.201791,0.065470,0.081573,0.451171,0.015370,0.285469,0.012738,33.016774,0.583073,0.143362,1.030399,0.007135,0.000173,0.000515,0.000140,31.266238,0.153248,0.757101,0.716821,0.010924,0.027642,0.223270,0.003600,0.211400,29.306801,34.650625,34.635645,0.185698,0.284213,0.000520,0.000272,0.004466,0.000190,0.000121,0.101521,0.005437,0.001868,0.002223,0.043471,0.000694,0.001983,0.000399,0.000337,0.977021,32.670278,32.669847,3.460823,1.695261,0.694051,1.677163,0.074927,29.207414,1.124850,28.049039,0.024595,3.791861,0.000108,0.014618,0.000718,0.000292,0.001694,5.400176,5.350283
xpu,TrOCRForCausalLM,32,7.710890,7.291893,0.678680,0.255095,0.116821,0.024954,0.033754,0.278828,0.011089,0.152148,0.007086,6.600322,0.592675,0.145642,1.048467,0.007482,0.000170,0.000426,0.000139,4.884286,0.103056,0.356776,0.511397,0.004416,0.013637,0.111283,0.001868,0.100442,3.726907,7.606452,7.598222,0.098611,0.151282,0.000376,0.000259,0.002337,0.000173,0.000115,0.052942,0.002942,0.000980,0.001313,0.020285,0.000634,0.001241,0.000378,0.000330,0.460672,6.497084,6.496680,1.895391,1.017777,0.579526,0.832211,0.036157,4.596046,0.976318,3.599427,0.014554,3.048754,0.000138,3.911839,3.884090,0,0,0,0
xpu,DistilBertForMaskedLM,128,24.057265,0.789675,1.399358,0.371764,23.091825,0.082912,0.098210,0.167752,0.001470,0.329189,0.014190,22.402031,0.789975,0.150823,1.086989,0.007206,0.000052,0.000557,0.000029,20.359552,0.231628,1.589355,1.282122,0.023408,0.056028,0.899396,0.008002,0.669320,16.410898,23.567098,23.543847,0.376120,0.764289,0.000557,0.000075,0.009228,0.000053,0.000028,0.210907,0.022516,0.003458,0.003908,0.094230,0.000190,0.003570,0.000100,0.000079,1.867594,19.763246,19.763140,6.291842,2.230181,1.168524,3.912107,0.133825,13.468128,13.431657,0.019296,3.916481,7.251700,7.156866,0,0,0,0,0,0
xpu,MBartForCausalLM,4,7.541449,7.071716,1.495680,0.403698,0.130927,0.045640,0.044248,0.311939,0.010011,0.216609,0.008029,5.564187,0.583069,0.143414,1.038930,0.005795,0.000135,0.000327,0.000108,3.852905,0.100882,0.373174,0.528947,0.004657,0.013194,0.105354,0.001771,0.103868,2.684597,6.038718,6.030880,0.089133,0.149516,0.000361,0.000229,0.002226,0.000168,0.000104,0.053040,0.002736,0.000952,0.001209,0.020188,0.000574,0.001186,0.000349,0.000303,0.486028,5.013073,5.012709,1.672959,0.790762,0.382066,0.836182,0.037159,3.338268,1.102428,2.213190,0.014388,2.642826,0.010156,0.000506,0.000214,0.001177,3.383566,3.355446,0
xpu,AllenaiLongformerBase,4,48.650509,43.591433,4.975113,0.656022,4.651474,0.304033,0.115561,0.376243,0.007872,1.414730,0.087181,42.997901,0.797883,0.149559,1.099516,0.024901,0.000158,0.003826,0.000125,40.723701,1.986323,9.764289,3.132728,0.152866,0.322320,1.995366,0.017604,2.102123,22.655875,51.990658,51.918446,1.298130,3.535297,0.001797,0.000184,0.059724,0.000154,0.000085,0.433146,0.018864,0.011844,0.013535,2.037817,0.000554,0.011866,0.000332,0.000229,8.148857,36.330230,36.329921,29.071953,13.468919,6.503056,15.163317,0.405667,7.251971,1.285068,5.883195,0.039635,8.464570,0.000227,0.000084,0.000629,29.663210,29.339305,0,0
xpu,XGLMForCausalLM,8,8.811726,8.398772,1.027209,0.338815,0.113668,0.035540,0.035255,0.273569,0.009816,0.185017,0.007490,7.348167,0.583564,0.144714,1.043510,0.008100,0.000172,0.000458,0.000145,5.643985,0.110417,0.372881,0.519576,0.004898,0.015185,0.095253,0.001790,0.097344,4.450290,11.877031,11.868810,0.100715,0.151808,0.000373,0.000340,0.002467,0.000160,0.000108,0.053801,0.002917,0.001030,0.001336,0.022741,0.000592,0.001237,0.000354,0.000299,0.532929,10.692570,10.692202,2.123895,0.881303,0.381289,1.196396,0.037134,8.563502,1.020271,7.523153,0.016906,2.855561,0.000220,7.462499,7.435002,0,0,0,0
xpu,MBartForConditionalGeneration,4,10.856588,8.424502,2.128276,0.934728,1.907412,0.065176,0.349521,0.486101,0.012888,0.294806,0.014658,7.793886,0.580407,0.142260,1.038791,0.050590,0.003540,0.001540,2.493980,0.011164,2.007317,0.006361,0.000128,0.000440,0.000114,5.990912,0.143091,0.750200,0.497720,0.010590,0.026896,0.229193,0.003556,0.209379,4.290090,6.796181,6.781904,0.148745,0.242192,0.000416,0.000209,0.003559,0.000141,0.000090,0.088853,0.005066,0.001466,0.001720,0.035135,0.000524,0.001539,0.000296,0.000254,0.757657,5.169425,5.169110,2.700833,1.358789,0.804460,1.276136,0.056063,0.447195,0.011724,0.801444,2.558531,2.507542,0
xpu,DistilBertForQuestionAnswering,512,23.703713,0.800567,1.409547,0.367738,22.729302,0.085362,0.100872,0.164683,0.002404,0.330906,0.011857,22.041441,0.766536,0.148356,1.105036,0.006476,0.000045,0.000542,0.000028,20.006072,0.230790,1.551965,1.127423,0.022489,0.053629,0.749145,0.007896,0.675708,16.250581,23.213569,23.192695,0.371128,0.753801,0.000561,0.000075,0.008853,0.000061,0.000028,0.216911,0.010359,0.003395,0.003847,0.092608,0.000178,0.003300,0.000107,0.000082,1.851801,19.450808,19.450693,6.088671,2.341843,0.957853,3.601264,0.130230,13.358646,13.322707,0.018128,3.960713,7.056580,6.963619,0,0,0,0,0,0
xpu,BartForCausalLM,4,6.916731,6.455730,1.275159,0.403091,0.131132,0.044991,0.044903,0.307939,0.005607,0.217081,0.008121,4.991096,0.590059,0.146767,1.095279,0.054631,0.002540,0.001031,3.063923,0.005845,3.038745,0.004222,0.000041,0.000119,0.000029,3.170651,0.074932,0.292544,0.279894,0.004301,0.009061,0.073546,0.001228,0.077031,2.413224,5.326552,5.321609,0.067092,0.103929,0.000144,0.000072,0.001666,0.000045,0.000027,0.032192,0.002016,0.000602,0.000733,0.015103,0.000156,0.000586,0.000091,0.000076,0.615070,4.372516,4.372418,1.326662,0.649947,0.325211,0.646393,0.026055,0.011261,2.229579,2.929865,2.913720,0,0
xpu,MegatronBertForQuestionAnswering,16,43.761663,2.438927,4.437155,1.484239,40.961989,0.308676,0.348362,0.342023,0.001326,0.938033,0.044185,38.776990,0.829856,0.142805,1.037541,0.014405,0.000051,0.001980,0.000032,38.574779,0.921701,7.403620,5.565239,0.087730,0.189739,4.516366,0.027468,2.746165,20.887183,43.158759,43.076424,1.415902,2.864143,0.001795,0.000080,0.036619,0.000065,0.000030,0.803032,0.039648,0.013890,0.017100,0.361308,0.000217,0.013518,0.000159,0.000083,7.902346,28.268698,28.268569,25.983822,13.897984,10.255442,11.393917,0.636002,2.277751,2.147659,0.018339,3.817577,22.615969,22.272885,0,0,0,0,0,0
