dev,name,batch_size,_compile.compile_inner,compile_attempt_0,bytecode_tracing,get_fake_value,create_proxy,wrap_to_fake_tensor_and_record,variable_builder_call,insert_deferred_runtime_asserts,OutputGraph.call_user_compiler,inductor_import,inductor_codecache_torch_key,CacheBase.get_system.triton_key,_recursive_pre_grad_passes,pass.pre_grad_passes.group_batch_fusion_passes,pass.pre_grad_passes.efficient_conv_bn_eval_pass,pass.pre_grad_passes.apply_gumbel_max_trick_pass,create_aot_dispatcher_function,aot_collect_metadata,compile_fx.<locals>.fw_compiler_base,_recursive_joint_graph_passes,pass.joint_graph_passes.remove_noop_ops,pass.joint_graph_passes.constant_fold_uniform_value,pass.joint_graph_passes.pass_pattern_0,pass.joint_graph_passes.pass_pattern_1,compile_fx_inner,fx_codegen_and_compile,additional_fake_tensor_prop,_recursive_post_grad_passes,pass.post_grad_passes.reorder_for_locality,pass.post_grad_passes.remove_profiler_ops,pass.post_grad_passes.post_grad_custom_pre_pass,pass.post_grad_passes.remove_noop_ops,pass.post_grad_passes.remove_assert_ops,pass.post_grad_passes.pass_pattern_0,pass.post_grad_passes.pass_pattern_1,pass.post_grad_passes.pass_pattern_2,pass.post_grad_passes.stable_sort,pass.post_grad_passes.move_constructors_to_cuda,pass.post_grad_passes.reinplace_inplaceable_ops,pass.post_grad_passes.decompose_triton_kernel_wrapper_functional,pass.post_grad_passes.decompose_auto_functionalized,pass.post_grad_passes.decompose_scan_to_while_loop,pass.post_grad_passes.decompose_map_to_while_loop,GraphLowering.run,GraphLowering.compile_to_fn,GraphLowering.compile_to_module,GraphLowering.codegen,Scheduler.__init__,Scheduler.fused_nodes,Scheduler.codegen,PythonWrapperCodegen.generate,PyCodeCache.load_by_key_path,async_compile.wait,TritonBundler.collect,build_guards,gc,CachingAutotuner.benchmark_all_configs,AOTAutogradCache.inductor_load,TritonBundler.read_and_emit,TritonBundler.load_cached_static_autotuners,StaticAutotunerFuture.warm_precompile
xpu,BlenderbotSmallForCausalLM,256,7.405427,7.286006,0.818115,0.181060,0.058738,0.059347,0.211702,0.018442,6.416080,0.589546,0.147319,1.083994,0.007515,0.000052,0.000723,0.000030,4.546011,0.167408,3.755058,0.852905,0.007884,0.021372,0.438120,0.002365,2.901186,2.892701,0.132390,0.155314,0.002850,0.000189,0.000048,0.002104,0.000024,0.000014,0.049263,0.010301,0.001267,0.001439,0.033188,0.000087,0.001227,0.000050,0.000040,0.608761,1.663411,1.663356,1.184898,0.485202,0.241601,0.657347,0.035830,0.477063,0.462371,0.002879,0.115393,0.000568,0.522848,0,0,0,0
xpu,MegatronBertForQuestionAnswering,16,17.985779,17.699385,2.319676,0.673656,0.161894,0.167830,0.613492,0.043265,15.256874,0.587530,0.145513,1.054324,0.014555,0.000050,0.002046,0.000034,13.073080,0.586145,10.313785,1.706075,0.033111,0.070398,1.082939,0.006484,8.604412,8.579694,0.339008,0.670543,0.008098,0.000503,0.000045,0.006524,0.000027,0.000014,0.128681,0.029551,0.003356,0.003757,0.089011,0.000095,0.003378,0.000061,0.000041,1.662821,4.901819,4.901765,4.575578,2.586303,1.952001,1.864648,0.107870,0.324297,0.290394,0.002862,0.277419,0.000706,0.197180,0,0,0,0
xpu,T5Small,4,10.013392,9.832641,1.706470,0.463682,0.136788,0.067233,0.310587,0.034175,8.046378,0.783807,0.148713,1.054789,5.992707,0.001657,0.000550,5.972985,0.006022,2.086878,3.862984,0.173628,0.000464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
xpu,DistilBertForMaskedLM,128,8.802690,8.691636,0.747399,0.196200,0.047567,0.048877,0.184592,0.011907,7.904485,0.587958,0.147170,1.102094,0.006860,0.000052,0.000544,0.000030,6.050787,0.172288,5.230324,0.862693,0.008422,0.038610,0.429569,0.002842,4.366669,4.357850,0.138392,0.333484,0.003144,0.000223,0.000045,0.002860,0.000024,0.000014,0.117308,0.008598,0.001338,0.001495,0.035613,0.000091,0.001302,0.000047,0.000038,0.719256,2.860649,2.860597,1.535430,0.548738,0.231797,0.945629,0.035396,1.323957,1.309535,0.005647,0.107596,0.000272,1.158648,0,0,0,0
xpu,M2M100ForConditionalGeneration,16,24.515433,24.180896,2.814963,0.582097,0.223508,0.403685,0.882616,0.052564,20.848002,0.582735,0.143043,1.026809,0.015875,0.000053,0.002510,0.000035,18.554751,0.748483,15.038926,1.568695,0.038518,0.097159,0.895124,0.010686,13.466328,13.428888,0.543792,1.318340,0.013731,0.000811,0.000051,0.010244,0.000032,0.000015,0.413081,0.040464,0.006227,0.007364,0.161769,0.000120,0.005633,0.000075,0.000044,3.073173,7.196347,7.196293,7.073966,3.284582,2.158976,3.603542,0.164226,0.119713,0.074315,0.007009,0.323826,0.000188,1.303748,0,0,0,0
xpu,PegasusForConditionalGeneration,64,25.913248,25.574808,2.799201,0.583471,0.213235,0.220397,0.696712,0.051747,22.631977,0.591740,0.146936,1.033780,0.015747,0.000050,0.002429,0.000035,20.327731,0.752770,16.743002,1.764816,0.039901,0.100878,1.098204,0.010348,14.974701,14.935555,0.572851,1.667372,0.014700,0.001038,0.000049,0.012453,0.000030,0.000014,0.442620,0.041075,0.006652,0.007744,0.439933,0.000106,0.006264,0.000073,0.000043,3.217200,8.158447,8.158395,7.900656,3.364577,2.190128,4.346660,0.168042,0.255089,0.209279,0.008805,0.325746,0.001274,1.667148,0,0,0,0
xpu,AllenaiLongformerBase,4,44.387475,39.105310,4.788633,1.299693,0.303509,0.107496,0.619895,4.929535,0.328622,0.004544,0.087434,39.033171,0.771262,0.147703,1.085909,0.025982,0.000172,0.003719,0.000121,36.789686,1.458964,30.120497,1.565378,0.080237,0.160170,1.000292,0.007486,28.549053,28.502885,0.848652,2.377914,0.021841,0.001219,0.000125,0.048894,0.000097,0.000058,0.268559,0.012519,0.008996,0.010908,1.265781,0.000352,0.008403,0.000200,0.000154,4.960508,19.252993,19.252805,16.641594,6.747287,2.063315,9.751454,0.131459,2.606898,1.280064,1.284788,0.019771,4.233604,0,0
xpu,TrOCRForCausalLM,32,11.299621,11.151733,1.113905,0.292014,0.088765,0.087101,0.295669,0.026369,9.970418,0.592613,0.146530,1.066535,0.010224,0.000053,0.001188,0.000031,8.029139,0.292266,6.429583,0.645950,0.017548,0.035193,0.375131,0.004777,5.782074,5.767307,0.220955,0.572661,0.005439,0.000315,0.000050,0.005193,0.000029,0.000014,0.214132,0.016316,0.002336,0.002620,0.057991,0.000099,0.002354,0.000060,0.000042,1.141169,3.233600,3.233546,2.771343,1.138803,0.389260,1.564426,0.059046,0.460602,0.437249,0.004102,0.141986,0.000693,0.880610,0,0,0,0
xpu,DistilBertForQuestionAnswering,512,9.233797,9.133845,0.746909,0.199872,0.047357,0.047975,0.179289,0.011781,8.346983,0.589731,0.148145,1.097668,0.006772,0.000049,0.000546,0.000029,6.498673,0.173221,5.676384,0.943057,0.008520,0.037135,0.516459,0.002791,4.732379,4.723451,0.143203,0.351423,0.003362,0.000213,0.000050,0.002966,0.000025,0.000013,0.128525,0.008622,0.001468,0.001687,0.037476,0.000109,0.001351,0.000048,0.000039,0.722152,3.204311,3.204255,1.535669,0.548810,0.239941,0.945354,0.035898,1.667273,1.652971,0.006125,0.096547,0.000582,1.461703,0,0,0,0
xpu,BlenderbotSmallForConditionalGeneration,128,17.612504,17.374502,1.878229,0.430612,0.149835,0.150745,0.481147,0.036639,15.394915,0.787225,0.149739,1.096022,0.011995,0.000054,0.001708,0.000032,13.041544,0.522984,10.572440,1.161518,0.028125,0.069369,0.811760,0.007165,9.408257,9.382086,0.396820,1.381633,0.009880,0.000601,0.000050,0.008739,0.000030,0.000014,0.299567,0.027828,0.004519,0.005317,0.298393,0.000110,0.004020,0.000069,0.000043,1.929585,4.772038,4.771984,4.369414,1.756494,0.963849,2.496657,0.101512,0.400722,0.367707,0.006632,0.231029,0.000055,1.444253,0,0,0,0
xpu,MBartForCausalLM,4,9.695633,9.538431,1.096377,0.231083,0.083288,0.087450,0.302018,0.022826,8.377466,0.586108,0.143918,1.053047,0.009073,0.000051,0.000997,0.000030,6.452550,0.239750,5.091036,0.519318,0.011881,0.031933,0.266322,0.003492,4.570281,4.557699,0.179507,0.211336,0.004069,0.000276,0.000048,0.003578,0.000029,0.000015,0.066864,0.015041,0.001805,0.001973,0.047607,0.000091,0.001871,0.000052,0.000039,0.894377,2.773878,2.773826,2.455702,1.417764,0.846561,0.972670,0.056228,0.316542,0.294779,0.002711,0.151723,0.000404,0.145747,0,0,0,0
xpu,Qwen/Qwen3-0.6B,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
xpu,BartForCausalLM,4,9.040549,8.884927,1.087995,0.231569,0.082097,0.085859,0.300802,0.022454,7.732858,0.589555,0.146324,1.104178,0.008963,0.000056,0.000983,0.000032,5.749701,0.239351,4.400795,0.517733,0.011644,0.031486,0.265771,0.003330,3.881687,3.869030,0.181122,0.212233,0.004298,0.000270,0.000048,0.002920,0.000030,0.000014,0.067134,0.015100,0.001842,0.002110,0.047840,0.000091,0.001724,0.000055,0.000040,0.853001,2.124525,2.124476,1.799637,0.855155,0.329609,0.884262,0.051472,0.323672,0.302974,0.001456,0.150002,0.000828,0,0,0,0,0
xpu,MobileBertForMaskedLM,128,31.295164,30.610984,4.575541,1.032520,0.367176,0.495644,1.597860,0.093684,25.704655,0.849527,0.142460,1.035683,0.024552,0.000055,0.003835,0.000037,22.334041,1.087572,17.529360,1.980865,0.043410,0.118413,1.497599,0.003418,15.543159,15.165412,0.667070,1.506882,0.016582,0.000915,0.000050,0.008007,0.000032,0.000014,0.405861,0.073468,0.007756,0.009150,0.195536,0.000121,0.007043,0.000082,0.000042,3.077427,7.406835,7.406779,6.054261,1.842270,0.331764,3.920410,0.244337,1.348570,1.251990,0.011066,0.661902,0.000559,2.806832,0,0,0,0
xpu,DistillGPT2,16,9.373595,2.594052,2.697957,0.627830,0.198387,0.144361,0.584459,6.560035,0.201838,0.002981,0.015078,6.380709,0.587903,0.148046,1.082596,0.010620,0.000090,0.000821,0.000058,4.570191,0.126875,3.998228,0.515066,0.005440,0.017364,0.305397,0.002159,3.482165,3.475735,0.104113,0.329655,0.002107,0.000177,0.000073,0.001798,0.000044,0.000028,0.037244,0.006842,0.000956,0.001119,0.232783,0.000189,0.000928,0.000091,0.000075,0.517741,2.287460,2.287364,1.446527,0.708247,0.440094,0.700769,0.032278,0.839057,0.826033,0.005275,0.716811,0,0,0
xpu,XGLMForCausalLM,8,20.352042,20.099375,2.089662,0.525532,0.200880,0.170907,0.537420,0.049485,17.887475,0.785478,0.145626,1.060087,0.016926,0.000051,0.002395,0.000034,15.503623,0.628200,12.653864,1.073671,0.036896,0.071181,0.698535,0.008954,11.577025,11.310113,0.427043,1.126091,0.010514,0.000587,0.000046,0.010209,0.000031,0.000014,0.417329,0.031947,0.004717,0.005474,0.119340,0.000117,0.004464,0.000073,0.000044,2.243370,6.295814,6.295760,6.157698,2.897570,1.670924,3.122527,0.121268,0.135889,0.099078,0.005290,0.242768,0.000792,0.751652,0,0,0,0
xpu,MBartForConditionalGeneration,4,25.285444,24.953166,2.810425,0.780606,0.210818,0.217531,0.694361,0.055638,21.994125,0.582656,0.142654,1.024770,0.015749,0.000051,0.002413,0.000034,19.711313,0.754817,16.091707,1.581552,0.040562,0.099589,0.898539,0.010858,14.506393,14.468230,0.570577,1.675945,0.013587,0.000818,0.000044,0.011259,0.000030,0.000014,0.458020,0.041698,0.006933,0.008242,0.435611,0.000107,0.005816,0.000070,0.000042,3.181308,7.738938,7.738884,7.615051,3.349606,2.199979,4.080435,0.162915,0.120845,0.067749,0.006442,0.321946,0.000524,1.011485,0,0,0,0
xpu,ElectraForCausalLM,32,14.527192,14.336742,1.336019,0.320580,0.088972,0.091411,0.345857,0.022344,12.929969,0.792986,0.148175,1.089636,0.009052,0.000053,0.000984,0.000031,10.755808,0.321005,9.219291,0.847194,0.017111,0.042525,0.568728,0.004768,8.370433,8.354472,0.257998,0.617154,0.005583,0.000377,0.000046,0.005295,0.000029,0.000014,0.215347,0.016555,0.002505,0.002718,0.067261,0.000094,0.002229,0.000053,0.000039,1.645119,5.284127,5.284073,2.796058,1.011410,0.385506,1.710644,0.064647,2.486576,2.464378,0.005976,0.185851,0.000301,1.052306,0,0,0,0
