dev,name,batch_size,accuracy,calls_captured,unique_graphs,graph_breaks,unique_graph_breaks,autograd_captures,autograd_compiles,cudagraph_skips,compilation_latency,inductor_huggingface_amp_bf16_training_xpu_accuracy.csv
xpu,M2M100ForConditionalGeneration,1,pass,893,1,3,3,0,0,0,58.624183,inductor_huggingface_amp_bf16_training_xpu_accuracy.csv
xpu,BartForCausalLM,1,pass,67,8,6,4,0,0,0,18.110846,inductor_huggingface_amp_bf16_training_xpu_accuracy.csv
xpu,DistilBertForQuestionAnswering,1,pass,170,1,3,3,0,0,0,15.903371,inductor_huggingface_amp_bf16_training_xpu_accuracy.csv
xpu,XGLMForCausalLM,1,pass,73,7,5,4,0,0,0,12.461539,inductor_huggingface_amp_bf16_training_xpu_accuracy.csv
xpu,MobileBertForQuestionAnswering,1,pass,1315,1,3,3,0,0,0,80.472689,inductor_huggingface_amp_bf16_training_xpu_accuracy.csv
xpu,MBartForCausalLM,1,pass,67,8,6,4,0,0,0,12.512001,inductor_huggingface_amp_bf16_training_xpu_accuracy.csv
xpu,BartForConditionalGeneration,1,pass,131,12,9,5,0,0,0,14.664365,inductor_huggingface_amp_bf16_training_xpu_accuracy.csv
xpu,MBartForConditionalGeneration,1,pass,135,12,8,5,0,0,0,14.718223,inductor_huggingface_amp_bf16_training_xpu_accuracy.csv
xpu,OPTForCausalLM,1,pass,63,6,6,4,0,0,0,15.125660,inductor_huggingface_amp_bf16_training_xpu_accuracy.csv
xpu,BertForMaskedLM,1,pass,317,1,3,3,0,0,0,27.064216,inductor_huggingface_amp_bf16_training_xpu_accuracy.csv
xpu,PLBartForCausalLM,1,pass,67,8,6,4,0,0,0,13.986968,inductor_huggingface_amp_bf16_training_xpu_accuracy.csv
xpu,MT5ForConditionalGeneration,1,pass,1192,1,3,3,0,0,0,33.672741,inductor_huggingface_amp_bf16_training_xpu_accuracy.csv
xpu,BertForQuestionAnswering,1,pass,324,1,3,3,0,0,0,23.981293,inductor_huggingface_amp_bf16_training_xpu_accuracy.csv
xpu,PLBartForConditionalGeneration,1,pass,136,12,7,5,0,0,0,14.049552,inductor_huggingface_amp_bf16_training_xpu_accuracy.csv
xpu,BlenderbotForCausalLM,1,pass_due_to_skip,0,0,0,0,0,0,0,0,inductor_huggingface_amp_bf16_training_xpu_accuracy.csv
xpu,PegasusForCausalLM,1,pass,63,7,6,4,0,0,0,9.871845,inductor_huggingface_amp_bf16_training_xpu_accuracy.csv
xpu,MegatronBertForCausalLM,1,pass,742,1,3,3,0,0,0,45.162818,inductor_huggingface_amp_bf16_training_xpu_accuracy.csv
xpu,PegasusForConditionalGeneration,1,pass,123,11,9,5,0,0,0,14.236747,inductor_huggingface_amp_bf16_training_xpu_accuracy.csv
dev,name,batch_size,accuracy,calls_captured,unique_graphs,graph_breaks,unique_graph_breaks,autograd_captures,autograd_compiles,cudagraph_skips,compilation_latency,inductor_huggingface_amp_bf16_inference_xpu_accuracy.csv
xpu,GoogleFnet,1,pass,232,1,0,0,0,0,0,2.359097,inductor_huggingface_amp_bf16_inference_xpu_accuracy.csv
xpu,BlenderbotSmallForCausalLM,1,pass,234,1,0,0,0,0,0,9.298660,inductor_huggingface_amp_bf16_inference_xpu_accuracy.csv
xpu,DistillGPT2,1,pass,296,4,3,1,0,0,0,10.844492,inductor_huggingface_amp_bf16_inference_xpu_accuracy.csv
xpu,AlbertForMaskedLM,1,pass,397,1,0,0,0,0,0,12.538061,inductor_huggingface_amp_bf16_inference_xpu_accuracy.csv
xpu,MegatronBertForQuestionAnswering,1,pass,742,1,0,0,0,0,0,15.233325,inductor_huggingface_amp_bf16_inference_xpu_accuracy.csv
xpu,Qwen/Qwen3-0.6B,1,pass,2118,1,0,0,0,0,0,23.384968,inductor_huggingface_amp_bf16_inference_xpu_accuracy.csv
xpu,XLNetLMHeadModel,1,pass,820,1,0,0,0,0,0,28.937970,inductor_huggingface_amp_bf16_inference_xpu_accuracy.csv
xpu,ElectraForCausalLM,1,pass,325,1,0,0,0,0,0,18.272993,inductor_huggingface_amp_bf16_inference_xpu_accuracy.csv
xpu,BlenderbotSmallForConditionalGeneration,1,pass,602,1,0,0,0,0,0,18.713215,inductor_huggingface_amp_bf16_inference_xpu_accuracy.csv
xpu,AlbertForQuestionAnswering,1,pass,397,1,0,0,0,0,0,12.250133,inductor_huggingface_amp_bf16_inference_xpu_accuracy.csv
xpu,LayoutLMForMaskedLM,1,pass,422,1,0,0,0,0,0,14.273789,inductor_huggingface_amp_bf16_inference_xpu_accuracy.csv
xpu,ElectraForQuestionAnswering,1,pass,325,1,0,0,0,0,0,12.473715,inductor_huggingface_amp_bf16_inference_xpu_accuracy.csv
xpu,DebertaV2ForMaskedLM,1,pass_due_to_skip,0,0,0,0,0,0,0,0,inductor_huggingface_amp_bf16_inference_xpu_accuracy.csv
xpu,MobileBertForMaskedLM,1,pass,1311,1,0,0,0,0,0,31.142666,inductor_huggingface_amp_bf16_inference_xpu_accuracy.csv
xpu,RobertaForCausalLM,1,pass,331,1,0,0,0,0,0,14.102528,inductor_huggingface_amp_bf16_inference_xpu_accuracy.csv
xpu,YituTechConvBert,1,pass,652,1,0,0,0,0,0,15.434112,inductor_huggingface_amp_bf16_inference_xpu_accuracy.csv
xpu,LayoutLMForSequenceClassification,1,pass,840,2,0,0,0,0,0,13.724278,inductor_huggingface_amp_bf16_inference_xpu_accuracy.csv
xpu,RobertaForQuestionAnswering,1,pass,331,1,0,0,0,0,0,11.260709,inductor_huggingface_amp_bf16_inference_xpu_accuracy.csv
xpu,GPT2ForSequenceClassification,1,pass,1080,2,0,0,0,0,0,23.124692,inductor_huggingface_amp_bf16_inference_xpu_accuracy.csv
xpu,DebertaV2ForQuestionAnswering,1,pass,1089,1,0,0,0,0,0,20.461054,inductor_huggingface_amp_bf16_inference_xpu_accuracy.csv
xpu,AllenaiLongformerBase,1,pass,1832,6,4,1,0,0,0,37.182995,inductor_huggingface_amp_bf16_inference_xpu_accuracy.csv
xpu,MobileBertForQuestionAnswering,1,pass,1315,1,0,0,0,0,0,30.612602,inductor_huggingface_amp_bf16_inference_xpu_accuracy.csv
xpu,google/gemma-2-2b,1,pass,2228,1,0,0,0,0,0,21.147788,inductor_huggingface_amp_bf16_inference_xpu_accuracy.csv
xpu,M2M100ForConditionalGeneration,1,pass,889,1,0,0,0,0,0,22.907201,inductor_huggingface_amp_bf16_inference_xpu_accuracy.csv
xpu,DistilBertForMaskedLM,1,pass,162,1,0,0,0,0,0,12.441696,inductor_huggingface_amp_bf16_inference_xpu_accuracy.csv
xpu,T5ForConditionalGeneration,1,pass,829,1,0,0,0,0,0,25.472937,inductor_huggingface_amp_bf16_inference_xpu_accuracy.csv
xpu,BartForCausalLM,1,pass,338,1,0,0,0,0,0,14.630484,inductor_huggingface_amp_bf16_inference_xpu_accuracy.csv
xpu,OPTForCausalLM,1,pass,369,1,0,0,0,0,0,11.167063,inductor_huggingface_amp_bf16_inference_xpu_accuracy.csv
xpu,DistilBertForQuestionAnswering,1,pass,170,1,0,0,0,0,0,7.228199,inductor_huggingface_amp_bf16_inference_xpu_accuracy.csv
xpu,MBartForCausalLM,1,pass,339,1,0,0,0,0,0,8.730572,inductor_huggingface_amp_bf16_inference_xpu_accuracy.csv
xpu,meta-llama/Llama-3.2-1B,1,pass,974,1,0,0,0,0,0,11.567814,inductor_huggingface_amp_bf16_inference_xpu_accuracy.csv
xpu,T5Small,1,pass,829,1,0,0,0,0,0,5.893454,inductor_huggingface_amp_bf16_inference_xpu_accuracy.csv
xpu,PLBartForCausalLM,1,pass,188,1,0,0,0,0,0,12.514854,inductor_huggingface_amp_bf16_inference_xpu_accuracy.csv
xpu,BartForConditionalGeneration,1,pass,881,1,0,0,0,0,0,25.397753,inductor_huggingface_amp_bf16_inference_xpu_accuracy.csv
xpu,TrOCRForCausalLM,1,pass,448,1,0,0,0,0,0,11.492904,inductor_huggingface_amp_bf16_inference_xpu_accuracy.csv
xpu,openai/whisper-tiny,1,pass,385,1,0,0,0,0,0,17.491883,inductor_huggingface_amp_bf16_inference_xpu_accuracy.csv
xpu,MBartForConditionalGeneration,1,pass,887,1,0,0,0,0,0,24.438240,inductor_huggingface_amp_bf16_inference_xpu_accuracy.csv
xpu,BertForMaskedLM,1,pass,317,1,0,0,0,0,0,14.289563,inductor_huggingface_amp_bf16_inference_xpu_accuracy.csv
xpu,PLBartForConditionalGeneration,1,pass,478,1,0,0,0,0,0,18.792036,inductor_huggingface_amp_bf16_inference_xpu_accuracy.csv
xpu,XGLMForCausalLM,1,pass,974,1,0,0,0,0,0,19.750528,inductor_huggingface_amp_bf16_inference_xpu_accuracy.csv
xpu,MT5ForConditionalGeneration,1,pass,1192,1,0,0,0,0,0,17.514273,inductor_huggingface_amp_bf16_inference_xpu_accuracy.csv
xpu,BertForQuestionAnswering,1,pass,324,1,0,0,0,0,0,10.869461,inductor_huggingface_amp_bf16_inference_xpu_accuracy.csv
xpu,PegasusForCausalLM,1,pass,335,1,0,0,0,0,0,9.728649,inductor_huggingface_amp_bf16_inference_xpu_accuracy.csv
xpu,BlenderbotForCausalLM,1,pass_due_to_skip,0,0,0,0,0,0,0,0,inductor_huggingface_amp_bf16_inference_xpu_accuracy.csv
xpu,MegatronBertForCausalLM,1,pass,742,1,0,0,0,0,0,16.162664,inductor_huggingface_amp_bf16_inference_xpu_accuracy.csv
xpu,PegasusForConditionalGeneration,1,pass,873,1,0,0,0,0,0,22.097027,inductor_huggingface_amp_bf16_inference_xpu_accuracy.csv
dev,name,batch_size,accuracy,calls_captured,unique_graphs,graph_breaks,unique_graph_breaks,autograd_captures,autograd_compiles,cudagraph_skips,compilation_latency,inductor_huggingface_float16_training_xpu_accuracy.csv
xpu,Qwen/Qwen3-0.6B,0,eager_fail_to_run,0,0,0,0,0,0,0,0,inductor_huggingface_float16_training_xpu_accuracy.csv
xpu,GoogleFnet,1,pass,232,1,3,3,0,0,0,3.018324,inductor_huggingface_float16_training_xpu_accuracy.csv
xpu,BlenderbotSmallForCausalLM,1,pass,59,5,6,4,0,0,0,10.958643,inductor_huggingface_float16_training_xpu_accuracy.csv
xpu,DistillGPT2,1,pass,292,2,6,4,0,0,0,20.571416,inductor_huggingface_float16_training_xpu_accuracy.csv
xpu,AlbertForMaskedLM,1,pass,395,1,3,3,0,0,0,27.563906,inductor_huggingface_float16_training_xpu_accuracy.csv
xpu,MegatronBertForQuestionAnswering,1,pass,740,1,3,3,0,0,0,37.622307,inductor_huggingface_float16_training_xpu_accuracy.csv
xpu,RobertaForCausalLM,1,pass,329,1,3,3,0,0,0,28.759872,inductor_huggingface_float16_training_xpu_accuracy.csv
xpu,XLNetLMHeadModel,1,pass,770,1,3,3,0,0,0,54.134019,inductor_huggingface_float16_training_xpu_accuracy.csv
xpu,BlenderbotSmallForConditionalGeneration,1,pass,123,9,10,6,0,0,0,11.136618,inductor_huggingface_float16_training_xpu_accuracy.csv
xpu,LayoutLMForMaskedLM,1,pass,420,1,3,3,0,0,0,28.268242,inductor_huggingface_float16_training_xpu_accuracy.csv
xpu,ElectraForCausalLM,1,pass,323,1,3,3,0,0,0,28.855082,inductor_huggingface_float16_training_xpu_accuracy.csv
xpu,AlbertForQuestionAnswering,1,pass,395,1,3,3,0,0,0,26.349475,inductor_huggingface_float16_training_xpu_accuracy.csv
xpu,DebertaV2ForMaskedLM,1,pass_due_to_skip,0,0,0,0,0,0,0,0,inductor_huggingface_float16_training_xpu_accuracy.csv
xpu,RobertaForQuestionAnswering,1,pass,329,1,3,3,0,0,0,24.551921,inductor_huggingface_float16_training_xpu_accuracy.csv
xpu,YituTechConvBert,1,pass,650,1,3,3,0,0,0,34.806783,inductor_huggingface_float16_training_xpu_accuracy.csv
xpu,LayoutLMForSequenceClassification,1,pass,836,2,4,3,0,0,0,28.005576,inductor_huggingface_float16_training_xpu_accuracy.csv
xpu,MobileBertForMaskedLM,1,pass,1309,1,3,3,0,0,0,69.470724,inductor_huggingface_float16_training_xpu_accuracy.csv
xpu,ElectraForQuestionAnswering,1,pass,323,1,3,3,0,0,0,25.466856,inductor_huggingface_float16_training_xpu_accuracy.csv
xpu,google/gemma-2-2b,0,eager_fail_to_run,0,0,0,0,0,0,0,0,inductor_huggingface_float16_training_xpu_accuracy.csv
xpu,T5ForConditionalGeneration,1,pass,997,1,3,3,0,0,0,32.148400,inductor_huggingface_float16_training_xpu_accuracy.csv
xpu,DebertaV2ForQuestionAnswering,1,pass,1087,1,3,3,0,0,0,43.185151,inductor_huggingface_float16_training_xpu_accuracy.csv
xpu,meta-llama/Llama-3.2-1B,0,eager_fail_to_run,0,0,0,0,0,0,0,0,inductor_huggingface_float16_training_xpu_accuracy.csv
xpu,AllenaiLongformerBase,1,pass,1828,4,7,4,0,0,0,54.993316,inductor_huggingface_float16_training_xpu_accuracy.csv
xpu,T5Small,1,pass,997,1,3,3,0,0,0,5.216111,inductor_huggingface_float16_training_xpu_accuracy.csv
xpu,openai/whisper-tiny,0,eager_fail_to_run,0,0,0,0,0,0,0,0,inductor_huggingface_float16_training_xpu_accuracy.csv
xpu,GPT2ForSequenceClassification,1,pass,1076,2,4,3,0,0,0,32.168515,inductor_huggingface_float16_training_xpu_accuracy.csv
xpu,DistilBertForMaskedLM,1,pass,160,1,3,3,0,0,0,18.315877,inductor_huggingface_float16_training_xpu_accuracy.csv
xpu,M2M100ForConditionalGeneration,1,pass,903,1,3,3,0,0,0,51.814856,inductor_huggingface_float16_training_xpu_accuracy.csv
xpu,BartForCausalLM,1,pass,63,6,6,4,0,0,0,13.609172,inductor_huggingface_float16_training_xpu_accuracy.csv
xpu,MobileBertForQuestionAnswering,1,pass,1313,1,3,3,0,0,0,65.401375,inductor_huggingface_float16_training_xpu_accuracy.csv
xpu,DistilBertForQuestionAnswering,1,pass,168,1,3,3,0,0,0,13.080361,inductor_huggingface_float16_training_xpu_accuracy.csv
xpu,TrOCRForCausalLM,1,pass,57,5,5,4,0,0,0,11.433773,inductor_huggingface_float16_training_xpu_accuracy.csv
xpu,MBartForCausalLM,1,pass,63,6,6,4,0,0,0,11.688620,inductor_huggingface_float16_training_xpu_accuracy.csv
xpu,BartForConditionalGeneration,1,pass,129,10,10,6,0,0,0,10.910317,inductor_huggingface_float16_training_xpu_accuracy.csv
xpu,OPTForCausalLM,1,pass,59,4,6,4,0,0,0,14.082388,inductor_huggingface_float16_training_xpu_accuracy.csv
xpu,MBartForConditionalGeneration,1,pass,132,10,8,5,0,0,0,11.038642,inductor_huggingface_float16_training_xpu_accuracy.csv
xpu,XGLMForCausalLM,1,pass,70,5,5,4,0,0,0,10.491891,inductor_huggingface_float16_training_xpu_accuracy.csv
xpu,PLBartForCausalLM,1,pass,63,6,6,4,0,0,0,12.611434,inductor_huggingface_float16_training_xpu_accuracy.csv
xpu,BertForMaskedLM,1,pass,315,1,3,3,0,0,0,25.715907,inductor_huggingface_float16_training_xpu_accuracy.csv
xpu,PLBartForConditionalGeneration,1,pass,134,10,8,6,0,0,0,10.972204,inductor_huggingface_float16_training_xpu_accuracy.csv
xpu,MT5ForConditionalGeneration,1,pass,1432,1,3,3,0,0,0,35.072028,inductor_huggingface_float16_training_xpu_accuracy.csv
xpu,BertForQuestionAnswering,1,pass,322,1,3,3,0,0,0,22.310147,inductor_huggingface_float16_training_xpu_accuracy.csv
xpu,PegasusForCausalLM,1,pass,59,5,6,4,0,0,0,9.066331,inductor_huggingface_float16_training_xpu_accuracy.csv
xpu,BlenderbotForCausalLM,1,pass_due_to_skip,0,0,0,0,0,0,0,0,inductor_huggingface_float16_training_xpu_accuracy.csv
xpu,MegatronBertForCausalLM,1,pass,740,1,3,3,0,0,0,36.714106,inductor_huggingface_float16_training_xpu_accuracy.csv
xpu,PegasusForConditionalGeneration,1,pass,120,9,9,5,0,0,0,10.373683,inductor_huggingface_float16_training_xpu_accuracy.csv
dev,name,batch_size,accuracy,calls_captured,unique_graphs,graph_breaks,unique_graph_breaks,autograd_captures,autograd_compiles,cudagraph_skips,compilation_latency,inductor_huggingface_float16_inference_xpu_accuracy.csv
xpu,GoogleFnet,1,pass,232,1,0,0,0,0,0,2.400329,inductor_huggingface_float16_inference_xpu_accuracy.csv
xpu,BlenderbotSmallForCausalLM,1,pass,232,1,0,0,0,0,0,6.717674,inductor_huggingface_float16_inference_xpu_accuracy.csv
xpu,DistillGPT2,1,pass,292,2,3,1,0,0,0,8.785882,inductor_huggingface_float16_inference_xpu_accuracy.csv
xpu,AlbertForMaskedLM,1,pass,395,1,0,0,0,0,0,11.971744,inductor_huggingface_float16_inference_xpu_accuracy.csv
xpu,MegatronBertForQuestionAnswering,1,pass,740,1,0,0,0,0,0,14.767124,inductor_huggingface_float16_inference_xpu_accuracy.csv
xpu,Qwen/Qwen3-0.6B,1,pass,2114,1,0,0,0,0,0,19.819837,inductor_huggingface_float16_inference_xpu_accuracy.csv
xpu,XLNetLMHeadModel,1,pass,818,1,0,0,0,0,0,20.598296,inductor_huggingface_float16_inference_xpu_accuracy.csv
xpu,AlbertForQuestionAnswering,1,pass,395,1,0,0,0,0,0,8.301989,inductor_huggingface_float16_inference_xpu_accuracy.csv
xpu,LayoutLMForMaskedLM,1,pass,420,1,0,0,0,0,0,9.445376,inductor_huggingface_float16_inference_xpu_accuracy.csv
xpu,ElectraForCausalLM,1,pass,323,1,0,0,0,0,0,12.809074,inductor_huggingface_float16_inference_xpu_accuracy.csv
xpu,BlenderbotSmallForConditionalGeneration,1,pass,422,6,6,1,0,0,0,15.774441,inductor_huggingface_float16_inference_xpu_accuracy.csv
xpu,MobileBertForMaskedLM,1,pass,1309,1,0,0,0,0,0,23.426707,inductor_huggingface_float16_inference_xpu_accuracy.csv
xpu,RobertaForCausalLM,1,pass,329,1,0,0,0,0,0,10.695654,inductor_huggingface_float16_inference_xpu_accuracy.csv
xpu,YituTechConvBert,1,pass,650,1,0,0,0,0,0,15.583095,inductor_huggingface_float16_inference_xpu_accuracy.csv
xpu,ElectraForQuestionAnswering,1,pass,323,1,0,0,0,0,0,8.914689,inductor_huggingface_float16_inference_xpu_accuracy.csv
xpu,LayoutLMForSequenceClassification,1,pass,836,2,0,0,0,0,0,9.602061,inductor_huggingface_float16_inference_xpu_accuracy.csv
xpu,DebertaV2ForMaskedLM,1,pass_due_to_skip,0,0,0,0,0,0,0,0,inductor_huggingface_float16_inference_xpu_accuracy.csv
xpu,RobertaForQuestionAnswering,1,pass,329,1,0,0,0,0,0,9.175109,inductor_huggingface_float16_inference_xpu_accuracy.csv
xpu,MobileBertForQuestionAnswering,1,pass,1313,1,0,0,0,0,0,23.037136,inductor_huggingface_float16_inference_xpu_accuracy.csv
xpu,AllenaiLongformerBase,1,pass,1828,4,4,1,0,0,0,34.531734,inductor_huggingface_float16_inference_xpu_accuracy.csv
xpu,GPT2ForSequenceClassification,1,pass,1076,2,0,0,0,0,0,11.174189,inductor_huggingface_float16_inference_xpu_accuracy.csv
xpu,google/gemma-2-2b,1,pass,2224,1,0,0,0,0,0,22.841633,inductor_huggingface_float16_inference_xpu_accuracy.csv
xpu,M2M100ForConditionalGeneration,1,pass,899,1,0,0,0,0,0,24.884082,inductor_huggingface_float16_inference_xpu_accuracy.csv
xpu,DebertaV2ForQuestionAnswering,1,pass,1087,1,0,0,0,0,0,18.627679,inductor_huggingface_float16_inference_xpu_accuracy.csv
xpu,OPTForCausalLM,1,pass,367,1,0,0,0,0,0,11.130349,inductor_huggingface_float16_inference_xpu_accuracy.csv
xpu,BartForCausalLM,1,pass,336,1,0,0,0,0,0,12.860002,inductor_huggingface_float16_inference_xpu_accuracy.csv
xpu,T5ForConditionalGeneration,1,pass,997,1,0,0,0,0,0,19.996018,inductor_huggingface_float16_inference_xpu_accuracy.csv
xpu,DistilBertForMaskedLM,1,pass,160,1,0,0,0,0,0,9.085929,inductor_huggingface_float16_inference_xpu_accuracy.csv
xpu,MBartForCausalLM,1,pass,337,1,0,0,0,0,0,11.837975,inductor_huggingface_float16_inference_xpu_accuracy.csv
xpu,meta-llama/Llama-3.2-1B,1,pass,970,1,0,0,0,0,0,14.610326,inductor_huggingface_float16_inference_xpu_accuracy.csv
xpu,PLBartForCausalLM,1,pass,186,1,0,0,0,0,0,9.721070,inductor_huggingface_float16_inference_xpu_accuracy.csv
xpu,T5Small,1,pass,997,1,0,0,0,0,0,3.563735,inductor_huggingface_float16_inference_xpu_accuracy.csv
xpu,BartForConditionalGeneration,1,pass,602,7,6,1,0,0,0,23.227561,inductor_huggingface_float16_inference_xpu_accuracy.csv
xpu,DistilBertForQuestionAnswering,1,pass,168,1,0,0,0,0,0,6.349069,inductor_huggingface_float16_inference_xpu_accuracy.csv
xpu,openai/whisper-tiny,1,pass,387,1,0,0,0,0,0,16.387462,inductor_huggingface_float16_inference_xpu_accuracy.csv
xpu,PLBartForConditionalGeneration,1,pass,349,7,4,1,0,0,0,20.166061,inductor_huggingface_float16_inference_xpu_accuracy.csv
xpu,MBartForConditionalGeneration,1,pass,897,1,0,0,0,0,0,23.488269,inductor_huggingface_float16_inference_xpu_accuracy.csv
xpu,TrOCRForCausalLM,1,pass,446,1,0,0,0,0,0,9.909452,inductor_huggingface_float16_inference_xpu_accuracy.csv
xpu,BertForMaskedLM,1,pass,315,1,0,0,0,0,0,12.532256,inductor_huggingface_float16_inference_xpu_accuracy.csv
xpu,PegasusForCausalLM,1,pass,333,1,0,0,0,0,0,9.098537,inductor_huggingface_float16_inference_xpu_accuracy.csv
xpu,BertForQuestionAnswering,1,pass,322,1,0,0,0,0,0,8.551138,inductor_huggingface_float16_inference_xpu_accuracy.csv
xpu,MT5ForConditionalGeneration,1,pass,1432,1,0,0,0,0,0,17.631379,inductor_huggingface_float16_inference_xpu_accuracy.csv
xpu,XGLMForCausalLM,1,pass,996,1,0,0,0,0,0,17.069143,inductor_huggingface_float16_inference_xpu_accuracy.csv
xpu,BlenderbotForCausalLM,1,pass_due_to_skip,0,0,0,0,0,0,0,0,inductor_huggingface_float16_inference_xpu_accuracy.csv
xpu,PegasusForConditionalGeneration,1,pass,883,1,0,0,0,0,0,20.860091,inductor_huggingface_float16_inference_xpu_accuracy.csv
xpu,MegatronBertForCausalLM,1,pass,740,1,0,0,0,0,0,12.720804,inductor_huggingface_float16_inference_xpu_accuracy.csv
dev,name,batch_size,accuracy,calls_captured,unique_graphs,graph_breaks,unique_graph_breaks,autograd_captures,autograd_compiles,cudagraph_skips,compilation_latency,inductor_huggingface_bfloat16_inference_xpu_accuracy.csv
xpu,GoogleFnet,1,pass,232,1,0,0,0,0,0,2.368941,inductor_huggingface_bfloat16_inference_xpu_accuracy.csv
xpu,BlenderbotSmallForCausalLM,1,pass,232,1,0,0,0,0,0,6.801321,inductor_huggingface_bfloat16_inference_xpu_accuracy.csv
xpu,DistillGPT2,1,pass,292,2,3,1,0,0,0,9.044486,inductor_huggingface_bfloat16_inference_xpu_accuracy.csv
xpu,AlbertForMaskedLM,1,pass,395,1,0,0,0,0,0,12.885921,inductor_huggingface_bfloat16_inference_xpu_accuracy.csv
xpu,MegatronBertForQuestionAnswering,1,pass,740,1,0,0,0,0,0,14.740488,inductor_huggingface_bfloat16_inference_xpu_accuracy.csv
xpu,XLNetLMHeadModel,1,pass,818,1,0,0,0,0,0,21.526091,inductor_huggingface_bfloat16_inference_xpu_accuracy.csv
xpu,Qwen/Qwen3-0.6B,1,pass,2114,1,0,0,0,0,0,21.484048,inductor_huggingface_bfloat16_inference_xpu_accuracy.csv
