dev,name,batch_size,_compile.compile_inner,compile_attempt_0,bytecode_tracing,variable_builder_call,compile_attempt_1,create_proxy,wrap_to_fake_tensor_and_record,build_guards,gc,get_fake_value,insert_deferred_runtime_asserts,OutputGraph.call_user_compiler,inductor_import,inductor_codecache_torch_key,CacheBase.get_system.triton_key,AOTAutogradCache.inductor_load,TritonBundler.read_and_emit,TritonBundler.load_cached_static_autotuners,PyCodeCache.load_by_key_path,StaticAutotunerFuture.warm_precompile,async_compile.wait,_recursive_pre_grad_passes,pass.pre_grad_passes.group_batch_fusion_passes,pass.pre_grad_passes.efficient_conv_bn_eval_pass,pass.pre_grad_passes.apply_gumbel_max_trick_pass,create_aot_dispatcher_function,aot_collect_metadata,compile_fx.<locals>.fw_compiler_base,_recursive_joint_graph_passes,pass.joint_graph_passes.remove_noop_ops,pass.joint_graph_passes.constant_fold_uniform_value,pass.joint_graph_passes.pass_pattern_0,pass.joint_graph_passes.pass_pattern_1,compile_fx_inner,fx_codegen_and_compile,additional_fake_tensor_prop,_recursive_post_grad_passes,pass.post_grad_passes.reorder_for_locality,pass.post_grad_passes.remove_profiler_ops,pass.post_grad_passes.post_grad_custom_pre_pass,pass.post_grad_passes.remove_noop_ops,pass.post_grad_passes.remove_assert_ops,pass.post_grad_passes.pass_pattern_0,pass.post_grad_passes.pass_pattern_1,pass.post_grad_passes.pass_pattern_2,pass.post_grad_passes.stable_sort,pass.post_grad_passes.move_constructors_to_cuda,pass.post_grad_passes.reinplace_inplaceable_ops,pass.post_grad_passes.decompose_triton_kernel_wrapper_functional,pass.post_grad_passes.decompose_auto_functionalized,pass.post_grad_passes.decompose_scan_to_while_loop,pass.post_grad_passes.decompose_map_to_while_loop,GraphLowering.run,GraphLowering.compile_to_fn,GraphLowering.compile_to_module,GraphLowering.codegen,Scheduler.__init__,Scheduler.fused_nodes,Scheduler.codegen,PythonWrapperCodegen.generate,async_compile.precompile,TritonBundler.collect,CachingAutotuner.benchmark_all_configs,aot_trace_joint_graph,min_cut_rematerialization_partition,backward._backward_impl,compile_fx.<locals>.bw_compiler
xpu,RobertaForQuestionAnswering,32,20.754312,1.398147,2.768426,0.894485,19.089578,0.170965,0.369349,0.252119,0.002890,0.551298,0.021747,17.599958,0.596301,0.145841,1.035355,0.009081,0.000050,0.000971,0.000030,15.679586,0.387264,3.215172,1.490665,0.043589,0.103371,0.868525,0.014608,1.271130,8.979822,19.912967,19.868073,0.737989,1.478241,0.001019,0.000077,0.018391,0.000060,0.000027,0.415938,0.020354,0.006958,0.008517,0.187724,0.000220,0.007031,0.000134,0.000080,4.276698,11.984867,11.984742,11.868803,5.812829,3.993065,5.752661,0.274304,0.111847,0.045856,0.008680,11.108631,10.934097,0,0,0,0,0,0,0
xpu,BlenderbotForCausalLM,4,9.160413,8.629716,1.365512,0.555951,0.189754,0.041378,0.039202,0.314061,0.009133,0.207230,0.007888,7.278290,0.821014,0.146801,1.092252,0.005820,0.000135,0.000330,0.000112,5.275166,0.099315,0.371754,0.311720,0.004529,0.013093,0.094777,0.001759,0.101989,4.330430,8.025220,8.017344,0.088322,0.146938,0.000351,0.000229,0.002186,0.000152,0.000102,0.050445,0.002622,0.000965,0.001211,0.021039,0.000583,0.001137,0.000340,0.000291,0.489139,6.997975,6.997616,1.841989,0.985447,0.370415,0.812400,0.035459,5.154213,1.122857,4.009358,0.015712,3.129122,0.010413,0.000520,0.000217,0.001297,3.723907,3.696130,0
xpu,XLNetLMHeadModel,8,49.760958,2.423668,4.677258,1.041692,47.031453,0.296469,0.351366,0.281863,0.001481,1.868079,0.045850,44.611982,0.588461,0.146768,1.078675,0.014817,0.000050,0.002073,0.000031,42.447692,1.231097,8.988971,6.662333,0.121607,0.299093,4.886304,0.310123,4.734890,19.602149,46.777150,46.641788,2.367879,5.054977,0.002829,0.000083,0.040023,0.000067,0.000029,0.591897,0.046505,0.022335,0.025333,2.507105,0.000228,0.021239,0.000156,0.000084,10.481924,25.565658,25.565507,25.216383,12.066514,6.603449,12.401746,0.684524,0.341861,0.199353,0.017489,3.889184,27.722650,27.176535,0,0,0,0,0,0
xpu,GPT2ForSequenceClassification,4,24.018693,3.147682,5.653606,1.264358,20.473941,1.018412,0.281283,0.370562,0.001914,1.072843,0.051032,17.801444,0.592640,0.149505,1.082284,0.011254,0.000061,0.001332,0.000033,15.564699,0.393418,2.599091,1.817288,0.042605,0.091938,0.947353,0.015778,1.219073,9.232500,19.291062,19.250150,0.696857,1.408500,0.000972,0.000086,0.018970,0.000064,0.000029,0.411221,0.018578,0.006714,0.008186,0.172727,0.000219,0.006532,0.000127,0.000079,3.298175,12.674260,12.674139,12.186092,6.143548,3.605690,5.793436,0.223308,0.567843,0.447279,0.016396,2.566360,10.215042,10.059494,0.115169,0.005157,0.002540,0.018886,0,0
xpu,MT5ForConditionalGeneration,16,71.587146,2.543539,5.074280,1.066697,68.726995,0.413185,0.188099,0.287912,0.002173,1.399041,0.056296,66.031073,0.825166,0.147193,1.045089,0.021053,0.000056,0.002904,0.000034,63.836970,0.958585,6.251507,2.649428,0.089918,0.198123,1.574244,0.005025,2.501641,50.841715,71.240950,71.155809,1.432530,2.796606,0.001929,0.000078,0.040854,0.000065,0.000029,0.828391,0.019162,0.013871,0.016898,0.348457,0.000208,0.013367,0.000152,0.000083,7.235490,57.306453,57.306319,19.770587,9.859368,6.623327,9.386667,0.475901,37.528326,37.413558,0.031290,4.147379,20.770634,20.400712,0,0,0,0,0,0
xpu,LayoutLMForSequenceClassification,32,23.684545,2.587145,5.177303,1.565539,20.643909,0.374749,0.363815,0.429790,0.001761,1.005579,0.050780,17.861398,0.587675,0.147575,1.043629,0.009937,0.000053,0.001166,0.000031,14.993540,0.391898,3.128883,1.866911,0.044609,0.099452,1.098553,0.162724,1.171141,8.100801,20.818055,20.771659,0.765813,1.907896,0.001036,0.000079,0.019495,0.000063,0.000028,0.305197,0.022601,0.007458,0.008836,0.943564,0.000206,0.007552,0.000145,0.000084,4.081912,12.477064,12.476936,11.374044,4.977156,2.513163,6.068205,0.295570,1.190522,1.043244,0.019996,4.438809,12.905686,12.718228,0.653799,0.006155,0.002998,0.019533,0,0
xpu,AlbertForQuestionAnswering,8,17.263667,1.101811,1.995952,0.163465,16.030106,0.127366,0.034146,0.120498,0.002209,0.577049,0.016197,15.067904,0.803889,0.147146,1.082093,0.009038,0.000052,0.000893,0.000031,13.102084,0.394618,3.443000,1.870135,0.044027,0.357024,1.162201,0.015734,1.104487,5.977163,26.282818,26.248747,0.625744,1.829260,0.000938,0.000079,0.014523,0.000059,0.000028,0.384605,0.450171,0.006015,0.007211,0.157344,0.000209,0.005814,0.000121,0.000081,3.089554,19.806388,19.806275,9.211590,4.299928,2.521493,4.707461,0.189019,10.590401,10.543576,0.035214,5.775293,20.474347,20.306384,0,0,0,0,0,0
xpu,BlenderbotSmallForCausalLM,256,9.218239,8.784854,1.206745,0.348837,0.113128,0.042421,0.046458,0.295255,0.007921,0.208948,0.007442,7.332755,0.597728,0.148655,1.079104,0.023205,0.000663,0.000258,4.364675,0.001484,3.758141,0.005398,0.000096,0.000263,0.000086,5.559949,0.097033,0.363397,1.389959,0.004977,0.012499,0.957176,0.001828,0.101362,3.554864,7.154764,7.146184,0.087587,0.147337,0.000318,0.000180,0.002203,0.000187,0.000080,0.050922,0.002433,0.000868,0.001115,0.019699,0.000453,0.001000,0.000263,0.000226,0.594016,6.055712,6.055438,1.694825,0.799424,0.356560,0.853774,0.034034,0.585850,0.015021,3.838636,3.626621,3.600988,0
xpu,PegasusForConditionalGeneration,64,15.666517,13.205449,1.930031,0.710449,1.930696,0.060940,0.081836,0.489263,0.015016,0.285181,0.013449,12.570723,0.588751,0.145352,1.036505,0.036604,0.001381,0.000565,8.494608,0.003299,8.012816,0.007077,0.000133,0.000431,0.000113,10.780047,0.148180,8.657245,1.062128,0.011000,0.028051,0.784158,0.003672,13.839108,13.824277,0.185592,0.288819,0.000068,0.000453,0.000225,0.004578,0.000152,0.000095,0.103175,0.005465,0.001826,0.002191,0.044417,0.000556,0.001874,0.000301,0.000258,0.946167,11.929142,11.928796,3.441840,1.722263,0.714162,1.636663,0.071402,0.446145,0.025465,4.793797,0.770840,0.209377,5.411327,5.361596
xpu,DebertaV2ForQuestionAnswering,8,35.599786,2.617806,4.849258,1.236675,32.609780,0.400033,0.353891,0.341958,0.001606,1.087045,0.055601,30.175213,0.880722,0.148232,1.087134,0.017464,0.000052,0.002552,0.000035,27.647908,0.705235,6.103802,3.016923,0.089444,0.216533,1.938778,0.027984,2.508744,14.670539,35.109918,35.028741,1.870774,2.973347,0.001764,0.000076,0.034873,0.000065,0.000029,0.805839,0.037716,0.012888,0.200802,0.350471,0.000231,0.013560,0.000147,0.000082,6.392094,21.108838,21.108685,20.543903,9.416463,5.146614,10.443286,0.628637,0.558180,0.425259,0.016508,3.200592,20.780590,20.440759,0,0,0,0,0,0
xpu,T5ForConditionalGeneration,4,33.480219,1.911526,3.879007,0.854369,31.313095,0.290363,0.355710,0.234640,0.001936,1.034904,0.044727,29.210967,0.599819,0.148022,1.038522,0.016127,0.000056,0.002110,0.000034,27.337389,0.691753,4.456651,1.940038,0.063794,0.139904,1.113705,0.002840,1.954996,17.860094,33.104743,33.047788,0.998690,2.446360,0.001305,0.000077,0.029865,0.000065,0.000030,0.573752,0.010092,0.009240,0.010600,0.754232,0.000216,0.009336,0.000145,0.000082,4.684178,23.197178,23.197047,15.046439,7.272806,4.740685,7.414342,0.323356,8.124553,7.933322,0.034363,4.471408,15.486631,15.245690,0,0,0,0,0,0
xpu,BlenderbotSmallForConditionalGeneration,128,15.625527,13.125397,2.174401,0.653511,1.958418,0.069247,0.101981,0.499870,0.014369,0.312165,0.013725,12.468576,0.590718,0.147636,1.098056,0.039475,0.001440,0.000562,8.979600,0.003493,8.486580,0.006510,0.000128,0.000447,0.000112,10.611728,0.149793,0.760971,1.034259,0.011161,0.027486,0.761134,0.003610,0.211575,8.352520,14.311199,14.296512,0.183512,0.289539,0.000500,0.000236,0.004490,0.000170,0.000103,0.102805,0.005509,0.001829,0.002217,0.044296,0.000620,0.001923,0.000341,0.000293,0.966133,12.374946,12.374577,3.403616,1.320210,0.601611,1.998724,0.072689,0.457470,0.022128,3.793110,6.011307,5.960226,0
xpu,YituTechConvBert,16,31.874371,1.849206,3.596015,0.953836,29.607141,0.288282,0.257621,0.400750,0.001685,0.833562,0.037731,27.674279,0.588812,0.148167,1.083697,0.013273,0.000052,0.001634,0.000032,27.060560,1.042715,5.335225,4.018624,0.068298,0.142006,3.282358,0.016030,1.873371,14.079819,33.854462,33.792060,1.024178,2.158397,0.001345,0.000077,0.027637,0.000069,0.000034,0.610144,0.039410,0.010127,0.011400,0.266307,0.000207,0.009905,0.000146,0.000083,5.799391,22.724088,22.723950,17.134154,7.258770,3.814708,9.302429,0.529884,5.584227,5.488697,0.040694,6.965442,20.510663,19.775843,0,0,0,0,0,0
xpu,T5Small,4,8.386864,1.905382,3.803396,0.811713,6.222317,0.289664,0.319774,0.238002,0.001559,1.016070,0.041139,4.194556,0.589177,0.145738,1.044343,2.332599,0.007229,0.003509,2.258442,0.024301,0.001347,2.147064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
xpu,M2M100ForConditionalGeneration,16,35.943362,35.252195,2.110309,0.635930,0.203598,0.065740,0.081058,0.448152,0.014620,0.286016,0.012898,33.139144,0.593569,0.146963,1.039999,0.007375,0.000167,0.000527,0.000142,31.367939,0.153916,0.764740,0.714455,0.011024,0.028202,0.223071,0.003591,0.214296,29.399470,34.749885,34.734659,0.189068,0.288933,0.000526,0.000267,0.004553,0.000190,0.000121,0.104035,0.005386,0.001871,0.002239,0.044428,0.000693,0.002082,0.000391,0.000343,0.995296,32.737711,32.737276,3.574415,1.786972,1.038249,1.697575,0.076316,29.161641,1.131008,27.995532,0.025943,3.746419,0.000107,0.014792,0.000710,0.000286,0.001762,5.406885,5.356789
xpu,MegatronBertForCausalLM,4,43.619782,2.415097,4.467030,1.468396,40.830941,0.309603,0.352720,0.353770,0.001424,0.943970,0.045457,38.592115,0.826515,0.146581,1.043301,0.014531,0.000052,0.002006,0.000035,38.428540,0.939266,7.481572,5.379249,0.089888,0.195918,4.318450,0.027220,2.766167,20.788267,41.714218,41.627761,1.414819,2.890083,0.001818,0.000082,0.036623,0.000065,0.000029,0.795984,0.052543,0.014035,0.016763,0.370075,0.000224,0.013619,0.000143,0.000077,7.946049,26.674534,26.674402,26.455601,13.135208,9.802226,12.642287,0.622740,0.211963,0.079836,0.015918,2.893858,21.280807,20.927308,0,0,0,0,0,0
xpu,DistilBertForMaskedLM,128,23.378205,0.791712,1.404807,0.372463,22.409324,0.084048,0.099744,0.168980,0.001456,0.329758,0.012342,21.718028,0.770482,0.149092,1.088011,0.006398,0.000045,0.000520,0.000031,19.698306,0.223098,1.543388,1.226975,0.022774,0.053699,0.850420,0.008006,0.698024,15.832473,22.972620,22.949230,0.376719,0.759417,0.000557,0.000081,0.009301,0.000058,0.000028,0.210331,0.022340,0.003486,0.003925,0.091291,0.000174,0.003483,0.000097,0.000076,1.860089,19.186656,19.186538,6.215074,2.206750,1.160573,3.859264,0.133115,12.968289,12.931246,0.021409,4.115884,7.233705,7.140839,0,0,0,0,0,0
xpu,TrOCRForCausalLM,32,7.800039,7.386359,0.675344,0.253612,0.115804,0.024926,0.033879,0.273592,0.012118,0.152023,0.007119,6.697668,0.586682,0.145015,1.043923,0.007543,0.000174,0.000432,0.000140,4.992853,0.104449,0.362312,0.521394,0.004413,0.013838,0.103138,0.001863,0.099777,3.819295,7.439564,7.431250,0.094285,0.151894,0.000398,0.000255,0.002271,0.000182,0.000117,0.052817,0.002903,0.001000,0.001278,0.020348,0.000645,0.001245,0.000384,0.000337,0.459474,6.130247,6.129837,1.906163,0.770816,0.341978,1.090152,0.035992,4.218474,0.988874,3.208561,0.014776,3.053551,0.000136,3.653093,3.624853,0,0,0,0
xpu,MBartForCausalLM,4,6.990176,6.524858,1.482659,0.404799,0.130769,0.045897,0.044486,0.310404,0.007293,0.215721,0.008066,5.030219,0.591825,0.144832,1.032388,0.005817,0.000139,0.000341,0.000113,3.315726,0.099181,0.368733,0.532058,0.004863,0.013169,0.104101,0.001753,0.102673,2.152701,5.488147,5.480300,0.087926,0.147847,0.000380,0.000231,0.002217,0.000155,0.000109,0.050772,0.002696,0.000948,0.001228,0.020049,0.000574,0.001176,0.000333,0.000292,0.483264,4.470544,4.470198,1.657249,0.781657,0.379013,0.829655,0.037196,2.811539,0.584477,2.204640,0.014587,2.628534,0.010870,0.000517,0.000211,0.001164,3.364826,3.336779,0
xpu,AllenaiLongformerBase,4,49.340610,44.297849,4.911388,0.655149,4.601507,0.305382,0.114252,0.409729,0.008752,1.372373,0.087148,43.718948,0.796786,0.147791,1.096106,0.023853,0.000149,0.003294,0.000122,41.448877,1.671155,9.959312,3.291041,0.152872,0.335820,2.049677,0.018041,2.590737,22.619329,49.320060,48.608291,1.294226,3.546193,0.001837,0.000185,0.059289,0.000150,0.000082,0.440174,0.019191,0.012681,0.014001,2.035322,0.000554,0.011736,0.000308,0.000226,8.140440,33.695714,33.695404,30.481357,13.760615,6.699339,16.294056,0.392545,3.207326,1.244994,1.879616,0.039090,7.924115,0.000206,0.000079,0.000539,27.025712,26.705096,0,0
xpu,XGLMForCausalLM,8,8.704592,8.292438,1.032576,0.338203,0.113602,0.035905,0.035110,0.271863,0.010502,0.186121,0.007457,7.236392,0.585545,0.144122,1.045979,0.008061,0.000177,0.000451,0.000144,5.528319,0.111512,0.366298,0.519387,0.004782,0.014660,0.094343,0.001750,0.096856,4.341681,9.601930,9.592296,0.098047,0.147919,0.000370,0.000339,0.002230,0.000158,0.000104,0.051674,0.002842,0.000998,0.001294,0.021566,0.000577,0.001211,0.000346,0.000295,0.529931,8.416893,8.416533,2.114244,0.883315,0.380340,1.185041,0.036836,6.297341,0.977407,5.299601,0.016953,2.858839,0.000204,5.295590,5.268484,0,0,0,0
xpu,MBartForConditionalGeneration,4,10.976235,8.535707,2.082667,0.883137,1.919706,0.065667,0.294608,0.483384,0.011915,0.298613,0.014537,7.941792,0.590035,0.144522,1.038952,0.050555,0.002041,0.000811,2.638961,0.004889,2.155038,0.006761,0.000135,0.000428,0.000111,6.128255,0.146420,0.771886,0.504213,0.010827,0.027398,0.233066,0.003589,0.212167,4.392281,7.896611,7.882339,0.183551,0.285117,0.000512,0.000233,0.004484,0.000168,0.000108,0.104175,0.005495,0.001818,0.002090,0.043540,0.000609,0.001906,0.000346,0.000298,0.939445,6.006718,6.006351,3.379950,1.641791,0.951526,1.653291,0.072988,0.444404,0.015226,1.132959,3.557189,3.505794,0
xpu,BartForCausalLM,4,5.855157,5.392721,1.261618,0.397972,0.129519,0.044324,0.043932,0.311110,0.005777,0.213158,0.007982,3.939686,0.587068,0.146736,1.094646,0.055813,0.002555,0.001027,1.956107,0.006087,1.930930,0.004246,0.000044,0.000117,0.000028,2.122937,0.074053,0.289347,0.279066,0.004317,0.009059,0.072949,0.001224,0.077070,1.370496,4.241448,4.236375,0.067360,0.104135,0.000144,0.000078,0.001634,0.000044,0.000026,0.032382,0.002052,0.000601,0.000724,0.015001,0.000163,0.000633,0.000095,0.000079,0.627004,3.278767,3.278656,1.341187,0.655288,0.325785,0.655476,0.025975,0.011537,2.225234,2.888212,2.871363,0,0
xpu,DistilBertForQuestionAnswering,512,23.012771,0.789680,1.394124,0.364743,22.049313,0.084012,0.100142,0.164518,0.002662,0.327307,0.011495,21.367302,0.765137,0.147817,1.093105,0.006550,0.000046,0.000546,0.000029,19.347225,0.228960,1.552395,1.119142,0.022007,0.053107,0.742598,0.007901,0.674711,15.600644,22.546946,22.525845,0.371773,0.755502,0.000564,0.000073,0.009084,0.000057,0.000029,0.215696,0.010256,0.003397,0.003945,0.094148,0.000190,0.003354,0.000103,0.000081,1.850943,18.799870,18.799769,6.061848,2.303119,0.947755,3.612339,0.131132,12.734796,12.698807,0.018740,3.946905,7.037693,6.946930,0,0,0,0,0,0
xpu,MegatronBertForQuestionAnswering,16,43.566462,2.405187,4.388397,1.447288,40.790069,0.307892,0.345880,0.351138,0.001538,0.927139,0.044786,38.618939,0.850791,0.143689,1.037203,0.014543,0.000052,0.001906,0.000033,38.400315,0.925662,7.361881,5.581397,0.085839,0.186824,4.539261,0.027249,2.674406,20.803524,41.638098,41.549753,1.401889,2.829511,0.001885,0.000080,0.036748,0.000068,0.000029,0.795122,0.039368,0.014073,0.016727,0.351771,0.000212,0.013806,0.000143,0.000081,7.716667,26.922257,26.922008,25.897256,13.841818,10.239452,11.374139,0.625193,1.017841,0.885465,0.017276,3.601952,21.188121,20.836008,0,0,0,0,0,0
